id volMax pesoMax custo
0 253 386 13481
1 262 389 15106
2 355 322 13718
3 382 304 14967
4 287 342 15977
5 370 366 13618
6 336 345 14342
7 265 274 14952
8 259 310 16154
9 328 398 13956
10 256 289 14860
11 292 289 14548
12 259 354 13356
13 368 308 16575
14 365 301 13406
15 285 258 13044
16 292 316 16581
17 287 342 15977
18 296 271 13742
19 309 377 15136
20 355 322 13718
21 368 308 16575
22 360 331 15444
23 370 366 13618
24 253 386 13481
25 277 399 14862
26 395 315 16790
27 378 272 15057
28 368 308 16575
29 360 331 15444
30 370 366 13618
31 253 386 13481
32 355 322 13718
33 335 381 15531
34 262 384 15363
35 287 304 15787
36 259 310 16154
37 278 386 16833
38 255 275 13025
39 394 351 15473
40 376 262 16090
41 281 287 14581
42 394 351 15473
43 335 265 15168
44 365 259 16982
45 259 310 16154
46 308 371 13865
47 395 315 16790
48 335 265 15168
49 309 377 15136
50 277 399 14862
51 388 268 14521
52 382 304 14967
53 388 268 14521
54 398 378 15048
55 366 375 15556
56 395 315 16790
57 397 321 13931
58 365 259 16982
59 287 304 15787
60 296 271 13742
61 310 387 14105
62 398 378 15048
63 281 287 14581
64 296 271 13742
65 292 289 14548
66 336 345 14342
67 388 268 14521
68 287 342 15977
69 385 254 14819
70 285 258 13044
71 370 366 13618
72 365 259 16982
73 376 262 16090
74 335 383 16287
75 335 381 15531
76 259 310 16154
77 368 308 16575
78 366 375 15556
79 268 346 14777
80 336 345 14342
81 325 316 13378
82 328 398 13956
83 378 272 15057
84 277 399 14862
85 262 384 15363
86 388 268 14521
87 355 322 13718
88 310 387 14105
89 262 384 15363
90 288 346 13476
91 281 287 14581
92 309 377 15136
93 368 308 16575
94 393 377 16543
95 378 272 15057
96 281 287 14581
97 287 304 15787
98 344 306 14015
99 310 387 14105
100 262 389 15106
101 395 315 16790
102 277 399 14862
103 395 315 16790
104 368 308 16575
105 394 379 13241
106 368 308 16575
107 292 316 16581
108 394 351 15473
109 395 315 16790
110 296 271 13742
111 268 346 14777
112 370 366 13618
113 336 345 14342
114 393 377 16543
115 355 322 13718
116 259 354 13356
117 394 379 13241
118 259 354 13356
119 344 306 14015
120 253 386 13481
121 366 375 15556
122 288 346 13476
123 259 354 13356
124 288 346 13476
125 368 308 16575
126 365 301 13406
127 385 254 14819
128 256 289 14860
129 394 351 15473
130 309 377 15136
131 382 304 14967
132 335 383 16287
133 391 395 13796
134 335 383 16287
135 258 289 14932
136 259 354 13356
137 365 301 13406
138 395 315 16790
139 278 386 16833
140 253 386 13481
141 335 383 16287
142 277 399 14862
143 394 379 13241
144 335 383 16287
145 287 342 15977
146 385 254 14819
147 378 272 15057
148 328 398 13956
149 365 301 13406
150 259 354 13356
151 262 384 15363
152 287 304 15787
153 278 386 16833
154 287 304 15787
155 288 346 13476
156 355 322 13718
157 382 304 14967
158 308 371 13865
159 365 259 16982
160 258 289 14932
161 385 254 14819
162 287 342 15977
163 398 378 15048
164 368 308 16575
165 398 378 15048
166 394 351 15473
167 393 377 16543
168 398 378 15048
169 310 387 14105
170 268 346 14777
171 388 268 14521
172 262 384 15363
173 256 289 14860
174 395 315 16790
175 285 258 13044
176 366 375 15556
177 258 289 14932
178 309 377 15136
179 391 395 13796
180 343 277 15226
181 288 346 13476
182 288 346 13476
183 335 381 15531
184 262 384 15363
185 388 268 14521
186 288 346 13476
187 255 275 13025
188 308 371 13865
189 397 321 13931
190 335 265 15168
191 365 301 13406
192 378 272 15057
193 370 366 13618
194 281 287 14581
195 370 366 13618
196 376 262 16090
197 268 346 14777
198 255 275 13025
199 355 322 13718
200 285 258 13044
201 368 308 16575
202 365 259 16982
203 328 398 13956
204 325 316 13378
205 256 289 14860
206 268 346 14777
207 278 386 16833
208 335 381 15531
209 397 321 13931
210 394 379 13241
211 292 289 14548
212 292 316 16581
213 287 342 15977
214 281 287 14581
215 336 345 14342
216 265 274 14952
217 385 254 14819
218 292 316 16581
219 268 346 14777
220 253 386 13481
221 335 383 16287
222 285 258 13044
223 365 301 13406
224 365 259 16982
225 259 310 16154
226 259 310 16154
227 397 321 13931
228 366 375 15556
229 287 304 15787
230 355 322 13718
231 277 399 14862
232 343 277 15226
233 355 322 13718
234 328 398 13956
235 278 386 16833
236 256 289 14860
237 285 258 13044
238 287 342 15977
239 393 377 16543
240 281 287 14581
241 397 321 13931
242 285 258 13044
243 253 386 13481
244 265 274 14952
245 365 259 16982
246 385 254 14819
247 382 304 14967
248 259 310 16154
249 360 331 15444
250 343 277 15226
251 292 316 16581
252 325 316 13378
253 292 289 14548
254 393 377 16543
255 344 306 14015
256 360 331 15444
257 262 389 15106
258 292 289 14548
259 391 395 13796
260 255 275 13025
261 335 265 15168
262 253 386 13481
263 325 316 13378
264 268 346 14777
265 391 395 13796
266 288 346 13476
267 344 306 14015
268 397 321 13931
269 378 272 15057
270 287 342 15977
271 394 351 15473
272 391 395 13796
273 335 381 15531
274 259 310 16154
275 262 384 15363
276 360 331 15444
277 393 377 16543
278 365 259 16982
279 360 331 15444
280 278 386 16833
281 258 289 14932
282 382 304 14967
283 378 272 15057
284 262 389 15106
285 308 371 13865
286 376 262 16090
287 287 304 15787
288 268 346 14777
289 376 262 16090
290 277 399 14862
291 335 265 15168
292 256 289 14860
293 378 272 15057
294 285 258 13044
295 256 289 14860
296 388 268 14521
297 376 262 16090
298 360 331 15444
299 385 254 14819
300 285 258 13044
301 336 345 14342
302 360 331 15444
303 398 378 15048
304 309 377 15136
305 325 316 13378
306 292 316 16581
307 366 375 15556
308 287 342 15977
309 397 321 13931
310 292 289 14548
311 253 386 13481
312 391 395 13796
313 335 383 16287
314 388 268 14521
315 256 289 14860
316 262 389 15106
317 395 315 16790
318 391 395 13796
319 365 301 13406
320 262 384 15363
321 259 354 13356
322 288 346 13476
323 397 321 13931
324 308 371 13865
325 287 304 15787
326 388 268 14521
327 370 366 13618
328 368 308 16575
329 391 395 13796
330 394 351 15473
331 287 304 15787
332 398 378 15048
333 259 310 16154
334 385 254 14819
335 394 379 13241
336 262 384 15363
337 394 351 15473
338 292 316 16581
339 393 377 16543
340 394 379 13241
341 309 377 15136
342 360 331 15444
343 265 274 14952
344 255 275 13025
345 259 354 13356
346 259 354 13356
347 285 258 13044
348 328 398 13956
349 397 321 13931
350 278 386 16833
351 366 375 15556
352 277 399 14862
353 393 377 16543
354 285 258 13044
355 259 310 16154
356 360 331 15444
357 382 304 14967
358 365 301 13406
359 398 378 15048
360 355 322 13718
361 258 289 14932
362 335 381 15531
363 262 389 15106
364 398 378 15048
365 343 277 15226
366 292 289 14548
367 256 289 14860
368 335 381 15531
369 256 289 14860
370 310 387 14105
371 343 277 15226
372 278 386 16833
373 310 387 14105
374 292 316 16581
375 265 274 14952
376 292 316 16581
377 385 254 14819
378 325 316 13378
379 292 289 14548
380 388 268 14521
381 277 399 14862
382 262 384 15363
383 344 306 14015
384 308 371 13865
385 343 277 15226
386 382 304 14967
387 310 387 14105
388 296 271 13742
389 397 321 13931
390 376 262 16090
391 382 304 14967
392 292 316 16581
393 355 322 13718
394 281 287 14581
395 310 387 14105
396 277 399 14862
397 370 366 13618
398 397 321 13931
399 394 379 13241
400 365 259 16982
401 265 274 14952
402 366 375 15556
403 278 386 16833
404 309 377 15136
405 281 287 14581
406 335 381 15531
407 385 254 14819
408 287 342 15977
409 288 346 13476
410 397 321 13931
411 253 386 13481
412 335 265 15168
413 393 377 16543
414 258 289 14932
415 281 287 14581
416 256 289 14860
417 287 304 15787
418 328 398 13956
419 370 366 13618
420 308 371 13865
421 344 306 14015
422 365 259 16982
423 368 308 16575
424 258 289 14932
425 378 272 15057
426 336 345 14342
427 385 254 14819
428 278 386 16833
429 259 354 13356
430 287 342 15977
431 255 275 13025
432 310 387 14105
433 394 351 15473
434 278 386 16833
435 394 351 15473
436 268 346 14777
437 281 287 14581
438 259 310 16154
439 268 346 14777
440 360 331 15444
441 281 287 14581
442 309 377 15136
443 335 381 15531
444 365 301 13406
445 376 262 16090
446 343 277 15226
447 335 383 16287
448 394 351 15473
449 262 384 15363
450 336 345 14342
451 388 268 14521
452 335 265 15168
453 292 289 14548
454 394 379 13241
455 378 272 15057
456 256 289 14860
457 287 304 15787
458 278 386 16833
459 360 331 15444
460 336 345 14342
461 366 375 15556
462 378 272 15057
463 262 384 15363
464 368 308 16575
465 325 316 13378
466 265 274 14952
467 366 375 15556
468 388 268 14521
469 343 277 15226
470 376 262 16090
471 325 316 13378
472 258 289 14932
473 253 386 13481
474 335 265 15168
475 335 383 16287
476 285 258 13044
477 259 310 16154
478 343 277 15226
479 255 275 13025
480 397 321 13931
481 378 272 15057
482 344 306 14015
483 397 321 13931
484 296 271 13742
485 255 275 13025
486 292 289 14548
487 343 277 15226
488 268 346 14777
489 395 315 16790
490 388 268 14521
491 344 306 14015
492 393 377 16543
493 288 346 13476
494 278 386 16833
495 259 310 16154
496 343 277 15226
497 344 306 14015
498 366 375 15556
499 343 277 15226
500 335 383 16287
501 365 259 16982
502 393 377 16543
503 265 274 14952
504 344 306 14015
505 255 275 13025
506 391 395 13796
507 378 272 15057
508 287 342 15977
509 277 399 14862
510 355 322 13718
511 259 354 13356
512 285 258 13044
513 259 354 13356
514 394 379 13241
515 262 389 15106
516 385 254 14819
517 288 346 13476
518 258 289 14932
519 253 386 13481
520 285 258 13044
521 391 395 13796
522 262 389 15106
523 355 322 13718
524 328 398 13956
525 292 316 16581
526 259 310 16154
527 335 265 15168
528 382 304 14967
529 296 271 13742
530 385 254 14819
531 395 315 16790
532 281 287 14581
533 365 259 16982
534 365 259 16982
535 287 342 15977
536 278 386 16833
537 360 331 15444
538 259 310 16154
539 285 258 13044
540 370 366 13618
541 376 262 16090
542 308 371 13865
543 335 265 15168
544 308 371 13865
545 382 304 14967
546 376 262 16090
547 277 399 14862
548 308 371 13865
549 385 254 14819
550 262 384 15363
551 355 322 13718
552 328 398 13956
553 281 287 14581
554 258 289 14932
555 325 316 13378
556 388 268 14521
557 388 268 14521
558 397 321 13931
559 308 371 13865
560 395 315 16790
561 376 262 16090
562 395 315 16790
563 391 395 13796
564 336 345 14342
565 360 331 15444
566 287 342 15977
567 395 315 16790
568 398 378 15048
569 262 384 15363
570 335 265 15168
571 365 301 13406
572 365 301 13406
573 325 316 13378
574 309 377 15136
575 328 398 13956
576 287 304 15787
577 259 354 13356
578 259 310 16154
579 310 387 14105
580 335 265 15168
581 310 387 14105
582 328 398 13956
583 255 275 13025
584 328 398 13956
585 309 377 15136
586 265 274 14952
587 398 378 15048
588 394 379 13241
589 309 377 15136
590 265 274 14952
591 262 389 15106
592 256 289 14860
593 285 258 13044
594 265 274 14952
595 309 377 15136
596 292 289 14548
597 277 399 14862
598 394 351 15473
599 328 398 13956
600 296 271 13742
601 265 274 14952
602 394 379 13241
603 310 387 14105
604 255 275 13025
605 393 377 16543
606 398 378 15048
607 277 399 14862
608 366 375 15556
609 296 271 13742
610 258 289 14932
611 259 354 13356
612 258 289 14932
613 296 271 13742
614 397 321 13931
615 344 306 14015
616 335 381 15531
617 328 398 13956
618 370 366 13618
619 325 316 13378
620 255 275 13025
621 365 301 13406
622 296 271 13742
623 366 375 15556
624 365 259 16982
625 378 272 15057
626 265 274 14952
627 287 342 15977
628 281 287 14581
629 355 322 13718
630 256 289 14860
631 370 366 13618
632 382 304 14967
633 368 308 16575
634 268 346 14777
635 325 316 13378
636 255 275 13025
637 310 387 14105
638 398 378 15048
639 355 322 13718
640 287 304 15787
641 393 377 16543
642 258 289 14932
643 385 254 14819
644 395 315 16790
645 388 268 14521
646 292 316 16581
647 365 301 13406
648 287 304 15787
649 335 381 15531
650 325 316 13378
651 335 381 15531
652 395 315 16790
653 391 395 13796
654 344 306 14015
655 278 386 16833
656 309 377 15136
657 255 275 13025
658 256 289 14860
659 393 377 16543
660 255 275 13025
661 258 289 14932
662 296 271 13742
663 268 346 14777
664 262 389 15106
665 308 371 13865
666 394 351 15473
667 382 304 14967
668 288 346 13476
669 365 301 13406
670 368 308 16575
671 292 289 14548
672 394 351 15473
673 335 383 16287
674 344 306 14015
675 262 389 15106
676 277 399 14862
677 365 301 13406
678 265 274 14952
679 344 306 14015
680 296 271 13742
681 391 395 13796
682 310 387 14105
683 343 277 15226
684 336 345 14342
685 292 316 16581
686 262 389 15106
687 296 271 13742
688 268 346 14777
689 370 366 13618
690 335 265 15168
691 278 386 16833
692 292 289 14548
693 398 378 15048
694 344 306 14015
695 335 383 16287
696 343 277 15226
697 385 254 14819
698 335 265 15168
699 391 395 13796
700 253 386 13481
701 265 274 14952
702 258 289 14932
703 335 381 15531
704 394 351 15473
705 309 377 15136
706 296 271 13742
707 378 272 15057
708 277 399 14862
709 365 259 16982
710 296 271 13742
711 376 262 16090
712 335 381 15531
713 288 346 13476
714 368 308 16575
715 292 316 16581
716 360 331 15444
717 394 379 13241
718 253 386 13481
719 325 316 13378
720 366 375 15556
721 394 379 13241
722 336 345 14342
723 265 274 14952
724 398 378 15048
725 398 378 15048
726 309 377 15136
727 376 262 16090
728 292 289 14548
729 336 345 14342
730 325 316 13378
731 262 389 15106
732 281 287 14581
733 262 384 15363
734 378 272 15057
735 308 371 13865
736 336 345 14342
737 360 331 15444
738 262 389 15106
739 382 304 14967
740 287 342 15977
741 253 386 13481
742 310 387 14105
743 287 304 15787
744 376 262 16090
745 391 395 13796
746 287 304 15787
747 256 289 14860
748 343 277 15226
749 308 371 13865
750 255 275 13025
751 292 316 16581
752 343 277 15226
753 335 383 16287
754 394 351 15473
755 335 383 16287
756 335 381 15531
757 393 377 16543
758 336 345 14342
759 259 354 13356
760 268 346 14777
761 292 316 16581
762 394 379 13241
763 258 289 14932
764 344 306 14015
765 335 265 15168
766 335 383 16287
767 328 398 13956
768 393 377 16543
769 328 398 13956
770 365 301 13406
771 382 304 14967
772 335 265 15168
773 288 346 13476
774 376 262 16090
775 366 375 15556
776 268 346 14777
777 292 289 14548
778 394 379 13241
779 391 395 13796
780 394 379 13241
781 382 304 14967
782 259 354 13356
783 365 259 16982
784 262 389 15106
785 308 371 13865
786 335 381 15531
787 336 345 14342
788 366 375 15556
789 288 346 13476
790 370 366 13618
791 292 289 14548
792 262 384 15363
793 325 316 13378
794 253 386 13481
795 308 371 13865
796 370 366 13618
797 310 387 14105
798 335 383 16287
799 262 389 15106
800 253 386 13481
801 262 389 15106
802 355 322 13718
803 382 304 14967
804 287 342 15977
805 370 366 13618
806 336 345 14342
807 265 274 14952
808 259 310 16154
809 328 398 13956
810 256 289 14860
811 292 289 14548
812 259 354 13356
813 368 308 16575
814 365 301 13406
815 285 258 13044
816 292 316 16581
817 287 342 15977
818 296 271 13742
819 309 377 15136
820 355 322 13718
821 368 308 16575
822 360 331 15444
823 370 366 13618
824 253 386 13481
825 277 399 14862
826 395 315 16790
827 378 272 15057
828 368 308 16575
829 360 331 15444
830 370 366 13618
831 253 386 13481
832 355 322 13718
833 335 381 15531
834 262 384 15363
835 287 304 15787
836 259 310 16154
837 278 386 16833
838 255 275 13025
839 394 351 15473
840 376 262 16090
841 281 287 14581
842 394 351 15473
843 335 265 15168
844 365 259 16982
845 259 310 16154
846 308 371 13865
847 395 315 16790
848 335 265 15168
849 309 377 15136
850 277 399 14862
851 388 268 14521
852 382 304 14967
853 388 268 14521
854 398 378 15048
855 366 375 15556
856 395 315 16790
857 397 321 13931
858 365 259 16982
859 287 304 15787
860 296 271 13742
861 310 387 14105
862 398 378 15048
863 281 287 14581
864 296 271 13742
865 292 289 14548
866 336 345 14342
867 388 268 14521
868 287 342 15977
869 385 254 14819
870 285 258 13044
871 370 366 13618
872 365 259 16982
873 376 262 16090
874 335 383 16287
875 335 381 15531
876 259 310 16154
877 368 308 16575
878 366 375 15556
879 268 346 14777
880 336 345 14342
881 325 316 13378
882 328 398 13956
883 378 272 15057
884 277 399 14862
885 262 384 15363
886 388 268 14521
887 355 322 13718
888 310 387 14105
889 262 384 15363
890 288 346 13476
891 281 287 14581
892 309 377 15136
893 368 308 16575
894 393 377 16543
895 378 272 15057
896 281 287 14581
897 287 304 15787
898 344 306 14015
899 310 387 14105
900 262 389 15106
901 395 315 16790
902 277 399 14862
903 395 315 16790
904 368 308 16575
905 394 379 13241
906 368 308 16575
907 292 316 16581
908 394 351 15473
909 395 315 16790
910 296 271 13742
911 268 346 14777
912 370 366 13618
913 336 345 14342
914 393 377 16543
915 355 322 13718
916 259 354 13356
917 394 379 13241
918 259 354 13356
919 344 306 14015
920 253 386 13481
921 366 375 15556
922 288 346 13476
923 259 354 13356
924 288 346 13476
925 368 308 16575
926 365 301 13406
927 385 254 14819
928 256 289 14860
929 394 351 15473
930 309 377 15136
931 382 304 14967
932 335 383 16287
933 391 395 13796
934 335 383 16287
935 258 289 14932
936 259 354 13356
937 365 301 13406
938 395 315 16790
939 278 386 16833
940 253 386 13481
941 335 383 16287
942 277 399 14862
943 394 379 13241
944 335 383 16287
945 287 342 15977
946 385 254 14819
947 378 272 15057
948 328 398 13956
949 365 301 13406
950 259 354 13356
951 262 384 15363
952 287 304 15787
953 278 386 16833
954 287 304 15787
955 288 346 13476
956 355 322 13718
957 382 304 14967
958 308 371 13865
959 365 259 16982
960 258 289 14932
961 385 254 14819
962 287 342 15977
963 398 378 15048
964 368 308 16575
965 398 378 15048
966 394 351 15473
967 393 377 16543
968 398 378 15048
969 310 387 14105
970 268 346 14777
971 388 268 14521
972 262 384 15363
973 256 289 14860
974 395 315 16790
975 285 258 13044
976 366 375 15556
977 258 289 14932
978 309 377 15136
979 391 395 13796
980 343 277 15226
981 288 346 13476
982 288 346 13476
983 335 381 15531
984 262 384 15363
985 388 268 14521
986 288 346 13476
987 255 275 13025
988 308 371 13865
989 397 321 13931
990 335 265 15168
991 365 301 13406
992 378 272 15057
993 370 366 13618
994 281 287 14581
995 370 366 13618
996 376 262 16090
997 268 346 14777
998 255 275 13025
999 355 322 13718
1000 285 258 13044
1001 368 308 16575
1002 365 259 16982
1003 328 398 13956
1004 325 316 13378
1005 256 289 14860
1006 268 346 14777
1007 278 386 16833
1008 335 381 15531
1009 397 321 13931
1010 394 379 13241
1011 292 289 14548
1012 292 316 16581
1013 287 342 15977
1014 281 287 14581
1015 336 345 14342
1016 265 274 14952
1017 385 254 14819
1018 292 316 16581
1019 268 346 14777
1020 253 386 13481
1021 335 383 16287
1022 285 258 13044
1023 365 301 13406
1024 365 259 16982
1025 259 310 16154
1026 259 310 16154
1027 397 321 13931
1028 366 375 15556
1029 287 304 15787
1030 355 322 13718
1031 277 399 14862
1032 343 277 15226
1033 355 322 13718
1034 328 398 13956
1035 278 386 16833
1036 256 289 14860
1037 285 258 13044
1038 287 342 15977
1039 393 377 16543
1040 281 287 14581
1041 397 321 13931
1042 285 258 13044
1043 253 386 13481
1044 265 274 14952
1045 365 259 16982
1046 385 254 14819
1047 382 304 14967
1048 259 310 16154
1049 360 331 15444
1050 343 277 15226
1051 292 316 16581
1052 325 316 13378
1053 292 289 14548
1054 393 377 16543
1055 344 306 14015
1056 360 331 15444
1057 262 389 15106
1058 292 289 14548
1059 391 395 13796
1060 255 275 13025
1061 335 265 15168
1062 253 386 13481
1063 325 316 13378
1064 268 346 14777
1065 391 395 13796
1066 288 346 13476
1067 344 306 14015
1068 397 321 13931
1069 378 272 15057
1070 287 342 15977
1071 394 351 15473
1072 391 395 13796
1073 335 381 15531
1074 259 310 16154
1075 262 384 15363
1076 360 331 15444
1077 393 377 16543
1078 365 259 16982
1079 360 331 15444
1080 278 386 16833
1081 258 289 14932
1082 382 304 14967
1083 378 272 15057
1084 262 389 15106
1085 308 371 13865
1086 376 262 16090
1087 287 304 15787
1088 268 346 14777
1089 376 262 16090
1090 277 399 14862
1091 335 265 15168
1092 256 289 14860
1093 378 272 15057
1094 285 258 13044
1095 256 289 14860
1096 388 268 14521
1097 376 262 16090
1098 360 331 15444
1099 385 254 14819
1100 285 258 13044
1101 336 345 14342
1102 360 331 15444
1103 398 378 15048
1104 309 377 15136
1105 325 316 13378
1106 292 316 16581
1107 366 375 15556
1108 287 342 15977
1109 397 321 13931
1110 292 289 14548
1111 253 386 13481
1112 391 395 13796
1113 335 383 16287
1114 388 268 14521
1115 256 289 14860
1116 262 389 15106
1117 395 315 16790
1118 391 395 13796
1119 365 301 13406
1120 262 384 15363
1121 259 354 13356
1122 288 346 13476
1123 397 321 13931
1124 308 371 13865
1125 287 304 15787
1126 388 268 14521
