id volume peso recompensa duração(s)
1887 16 6 1907 397
5370 16 10 1508 454
1340 7 3 1823 958
9865 13 6 1062 195
9810 13 13 967 355
5556 19 28 946 1021
12536 29 29 969 833
6841 9 9 427 447
491 19 25 305 782
7343 25 28 521 989
377 6 29 1859 261
11039 3 20 1645 316
12595 22 22 930 324
14202 6 6 631 145
7384 28 6 1636 436
10684 20 10 1569 720
4726 3 3 699 786
13981 13 25 550 100
7212 19 9 1897 881
4734 26 7 618 442
3344 7 16 764 617
6168 23 29 1789 900
8695 20 10 1663 207
8672 16 16 527 1100
1916 16 13 367 703
5292 23 23 1382 991
9573 7 10 1630 963
9014 22 16 644 313
9334 22 16 1819 768
4442 6 29 834 900
3220 19 22 1440 777
3866 9 13 1442 168
7300 6 10 1572 528
8626 16 3 279 744
12853 16 29 1083 521
13551 3 16 753 124
6789 7 13 734 917
10518 16 16 706 408
8103 7 20 412 756
4775 25 13 609 1070
13180 25 28 724 816
9537 3 19 585 827
4268 29 13 1014 130
1521 9 22 909 192
2655 20 7 894 300
11178 26 20 971 308
5769 25 28 1370 535
12402 3 23 1410 1028
9662 9 19 1281 241
4342 16 3 836 819
6458 22 19 602 291
3335 7 7 501 800
6093 20 23 1325 338
10414 16 29 1739 656
300 10 10 588 654
955 16 13 1121 641
4386 26 20 1645 318
11141 3 16 1391 846
10312 25 22 1331 509
1127 22 16 644 313
591 10 6 1747 577
1116 3 19 901 980
3164 6 16 618 1039
1809 20 13 848 198
12238 16 3 262 658
5844 19 28 486 840
12265 28 9 1185 918
2335 22 25 914 337
10608 7 26 1257 632
1448 10 3 547 766
13197 19 13 1784 152
1679 10 13 347 187
14300 19 6 217 732
10955 13 26 1253 542
1495 20 10 1663 207
12292 16 29 1002 441
8543 19 25 305 782
5852 13 16 1838 354
4212 13 13 1008 398
8740 16 29 1593 882
3891 25 22 580 176
1213 28 25 952 377
4584 3 19 600 422
2162 16 28 1821 660
12875 19 19 873 118
7674 10 6 542 430
2773 10 6 1765 970
2912 3 16 1105 256
1599 26 29 267 777
5904 3 13 1306 202
7607 19 3 638 618
10706 20 23 1325 338
5660 10 13 1315 328
6403 22 19 783 277
13605 22 22 626 1048
7003 7 10 1672 419
5289 28 6 707 517
10640 23 16 868 608
4016 7 13 734 917
531 19 28 512 778
509 16 6 755 874
8914 3 22 1768 195
9279 23 23 1366 481
6507 25 28 724 816
5848 29 10 1657 287
1932 19 13 1688 640
2954 26 6 774 314
3704 3 16 753 124
14022 6 3 1176 551
14112 3 10 984 463
5204 9 13 211 1039
7822 19 3 784 755
8467 26 16 1296 524
9758 3 19 901 980
5829 7 3 1823 958
12953 16 29 1694 404
2991 3 19 754 984
8217 26 19 244 1055
1889 6 10 1572 528
11821 26 26 1170 838
390 10 13 414 478
14011 26 22 1065 616
9998 26 22 1513 447
8107 19 3 784 755
12761 28 6 1953 299
9560 19 26 309 271
4828 20 26 1863 104
9280 20 16 851 446
703 29 16 1442 123
3980 3 16 1105 256
1184 26 6 1156 1073
13557 25 28 221 802
5888 3 16 1391 846
4690 16 16 772 229
14201 20 13 848 198
1273 19 6 217 732
9534 6 26 1291 1035
1306 13 13 1008 398
14368 3 10 579 103
10020 22 22 265 766
10828 16 6 1907 397
6893 22 19 602 291
6987 13 20 1925 840
8462 13 6 1475 889
11551 28 16 827 999
8538 13 13 1714 399
7650 19 13 1688 640
11845 3 3 1563 535
9581 9 25 849 1008
129 25 28 1370 535
6496 6 26 1143 180
12217 3 13 530 916
2025 22 16 982 229
10494 22 10 1233 546
9844 10 19 1278 267
14376 19 22 1260 355
460 26 6 774 314
1444 6 3 1176 551
930 26 22 1487 269
2883 13 3 466 937
137 13 16 1838 354
7778 3 7 1565 226
7334 25 6 653 107
6766 16 3 227 464
11189 7 7 1524 189
5382 29 22 561 236
6907 3 10 579 103
7997 16 29 1002 441
12077 3 3 355 869
38 20 16 823 524
10892 6 3 453 537
1200 23 29 957 387
14373 10 6 1765 970
3948 29 16 1369 817
12043 26 6 774 314
13915 20 16 851 446
569 19 16 1351 615
9748 13 25 1467 1058
822 29 20 1972 641
13639 13 26 1073 1066
2303 16 19 1873 697
7936 28 16 827 999
506 10 29 1194 399
8072 3 13 472 300
1407 16 29 1002 441
5762 9 9 1137 1019
2134 22 16 1819 768
407 19 3 638 618
13670 6 3 615 970
11785 10 16 1202 634
5918 26 22 1487 269
1833 22 10 1233 546
2028 26 22 1628 925
9170 25 13 609 1070
1853 6 3 1347 609
2560 6 10 465 900
14095 20 23 1551 986
4955 13 29 626 332
8661 10 13 347 187
13215 29 29 1019 326
14360 7 10 1630 963
6071 23 29 1232 389
13787 13 6 1987 926
9628 19 13 1537 614
4605 19 16 1489 751
6248 29 26 719 600
8348 6 3 453 537
3363 3 16 753 124
806 7 16 789 650
5448 7 29 743 826
10505 29 10 483 1038
9381 19 13 1537 614
4644 7 13 898 325
12619 3 13 633 583
1408 19 3 638 618
529 6 26 1143 180
1676 3 19 585 827
12274 19 10 1820 348
7628 10 19 709 692
12911 3 22 1768 195
7774 22 10 1233 546
1603 13 13 1714 399
9009 20 13 848 198
