id volMax pesoMax custo
1117 395 315 16790
1204 309 377 15136
136 259 354 13356
612 258 289 14932
1134 385 254 14819
920 253 386 13481
1156 360 331 15444
133 391 395 13796
1291 344 306 14015
1376 287 304 15787
1223 368 308 16575
820 355 322 13718
632 382 304 14967
414 258 289 14932
496 343 277 15226
304 309 377 15136
1048 259 310 16154
786 335 381 15531
561 376 262 16090
1090 277 399 14862
64 296 271 13742
1236 268 346 14777
66 336 345 14342
159 365 259 16982
729 336 345 14342
171 388 268 14521
925 368 308 16575
50 277 399 14862
35 287 304 15787
759 259 354 13356
878 366 375 15556
918 259 354 13356
550 262 384 15363
1382 328 398 13956
781 382 304 14967
