id volume peso recompensa duração(s)
8806 29 26 1724 482
10449 28 16 827 999
3383 3 22 940 937
9112 13 3 621 723
7945 22 13 1897 272
1541 7 13 734 917
10621 16 29 1739 656
5595 13 10 738 190
1860 10 19 709 692
1308 10 13 414 478
5799 16 29 1593 882
9639 16 10 1508 454
4695 7 3 1607 273
3459 19 3 638 618
7611 16 3 279 744
8872 13 25 1467 1058
11234 28 22 1166 491
14087 19 22 1260 355
12802 29 16 1051 169
10331 6 16 1023 132
12542 3 16 220 351
7702 16 13 671 726
14074 3 13 1889 538
6034 22 25 914 337
8692 13 26 396 664
2043 26 16 1296 524
5197 13 16 1838 354
13515 13 16 1838 354
6521 6 19 996 631
7375 13 10 483 694
3917 10 6 1765 970
2975 3 20 1434 362
8583 19 13 1537 614
6879 13 10 483 694
7206 13 23 1714 347
12203 19 13 1688 640
2868 29 26 719 600
2700 13 10 483 694
2945 26 26 716 445
5567 20 13 1542 128
10902 25 6 653 107
6609 26 26 1261 1009
8292 16 13 671 726
3405 6 13 1713 686
6066 16 10 1081 1064
10772 20 13 1542 128
658 7 20 1241 674
13948 16 6 1332 642
2149 10 6 1765 970
1029 29 20 1704 502
2320 3 13 751 234
6013 29 26 719 600
10035 19 28 946 1021
2552 29 20 1972 641
12718 22 22 930 324
4545 9 13 1442 168
8534 19 3 638 618
7084 16 10 1081 1064
10148 3 13 1907 307
13214 3 19 600 422
5696 29 16 584 203
8589 16 29 1593 882
8857 19 13 1537 614
282 6 29 1800 116
10382 16 29 1083 521
4500 23 26 1913 600
6585 19 19 1956 207
5182 13 10 738 190
2184 3 19 952 540
2828 22 10 1079 154
10704 10 6 542 430
10598 19 22 1719 159
11565 28 9 1185 918
990 26 22 1628 925
9867 6 26 1291 1035
14051 25 6 216 182
5273 19 19 873 118
13407 22 22 626 1048
10211 19 13 1040 651
2226 7 20 1880 705
12107 16 6 1907 397
4104 23 16 868 608
4480 3 16 220 351
14048 3 13 1306 202
32 16 10 1309 888
10716 13 13 1714 399
13829 13 3 203 818
1658 26 6 1156 1073
10390 6 6 1058 294
4881 7 29 743 826
7983 16 28 1863 653
9382 3 19 1928 713
6284 19 25 305 782
3013 22 16 1175 863
3776 19 19 873 118
8958 6 19 486 789
8737 13 29 626 332
13954 13 6 223 597
12150 13 6 1062 195
1577 19 3 762 269
438 20 23 204 293
1165 9 25 1529 1008
13740 10 26 1229 237
7577 6 29 1859 261
13447 19 16 1967 865
8907 6 10 465 900
13960 16 29 1730 638
12898 16 29 533 935
13923 19 22 1260 355
12530 28 19 1240 826
11573 22 22 318 898
14045 19 13 1784 152
5931 13 29 1255 923
1374 10 16 1202 634
7689 22 25 1227 810
8722 28 16 327 1010
4392 3 3 715 977
3856 9 22 452 901
5057 9 25 1529 1008
12366 29 16 584 203
9974 10 29 1065 111
12272 26 13 1295 104
8343 23 20 437 996
11356 3 3 355 869
5895 6 16 1023 132
8777 19 3 762 269
3349 16 16 287 918
2008 13 22 590 660
4905 10 29 1488 1094
5998 9 25 849 1008
8886 16 26 1789 1077
4507 26 19 244 1055
3703 7 16 764 617
4316 26 16 1296 524
582 22 3 338 357
2073 25 28 521 989
1343 19 25 305 782
6745 22 3 338 357
5608 16 19 234 1001
5652 22 19 1628 332
4948 19 6 1813 756
