id volume peso recompensa duração(s)
5770 3 10 1475 786
12334 13 23 560 244
684 6 16 618 1039
10862 10 29 1488 1094
3426 26 22 1348 605
13192 10 16 1202 634
4836 29 26 1522 215
6978 10 7 1801 301
11055 19 13 1875 107
12089 25 22 580 176
511 23 3 1396 143
5474 23 16 1936 498
10027 29 10 243 775
466 22 19 1628 332
13659 19 26 836 356
8112 13 29 626 332
4430 6 22 597 540
2556 10 10 1856 576
443 16 28 1821 660
4809 3 22 940 937
7770 25 25 371 509
2803 19 22 735 193
8381 16 16 878 697
11702 3 23 571 632
14078 3 10 1475 786
706 22 16 982 229
9632 13 25 550 100
10760 3 3 699 786
12246 3 19 1928 713
13511 26 26 1261 1009
325 7 16 764 617
9856 10 29 1488 1094
13259 6 6 631 145
7476 28 16 827 999
12707 13 16 1894 625
12552 16 26 1590 728
13108 19 25 844 478
411 16 3 279 744
13645 10 10 1285 483
1657 19 13 1537 614
869 26 29 610 917
7593 22 29 1448 487
5042 22 22 265 766
2777 16 13 707 359
732 19 16 1012 845
4938 26 26 1790 648
12629 7 7 501 800
2611 23 26 1520 942
10918 13 25 1026 365
418 10 26 1229 237
1365 13 25 550 100
5349 7 16 764 617
2093 13 10 483 694
2069 25 28 1521 284
12310 19 9 1897 881
695 13 3 203 818
11708 3 19 952 540
9444 10 16 1202 634
4470 23 29 957 387
8744 3 23 697 699
3109 3 22 1768 195
12041 22 19 470 470
3769 6 19 1591 138
4571 16 10 1081 1064
2790 6 16 1023 132
14307 19 22 1804 622
1637 23 23 1366 481
5218 22 22 265 766
606 13 25 1026 365
991 26 29 267 777
2835 19 28 946 1021
13906 3 13 1313 1080
6369 13 10 606 592
9111 13 9 820 552
8939 13 3 203 818
11202 13 6 1475 889
1978 3 19 585 827
5452 7 13 898 325
12524 22 22 265 766
9380 22 3 1565 763
2070 10 6 542 430
13310 10 26 410 192
4172 16 29 1730 638
1634 3 3 575 287
7898 6 10 713 921
340 23 20 1786 1041
9480 3 16 1105 256
1290 20 7 386 964
7829 16 16 527 1100
13339 6 29 834 900
7248 16 29 1002 441
13122 3 7 1565 226
12384 6 29 1859 261
9193 6 10 713 921
3424 28 16 327 1010
4687 16 13 654 720
2246 9 6 748 381
11497 29 29 763 971
5840 10 16 1202 634
11183 22 19 602 291
5136 20 20 418 893
12226 22 28 1002 795
2227 6 22 666 504
9634 19 22 691 728
6482 29 16 1369 817
9635 29 10 483 1038
6037 22 25 914 337
8965 20 23 1236 246
12127 19 25 844 478
8193 6 6 564 1017
11247 10 26 1843 187
