id volMax pesoMax custo
1291 344 306 14015
1290 388 268 14521
1289 395 315 16790
1288 268 346 14777
1287 343 277 15226
1286 292 289 14548
1285 255 275 13025
1284 296 271 13742
1283 397 321 13931
1282 344 306 14015
1281 378 272 15057
1280 397 321 13931
1279 255 275 13025
1278 343 277 15226
1277 259 310 16154
1276 285 258 13044
1275 335 383 16287
1274 335 265 15168
1273 253 386 13481
1272 258 289 14932
1271 325 316 13378
1270 376 262 16090
1269 343 277 15226
1268 388 268 14521
1267 366 375 15556
1266 265 274 14952
1265 325 316 13378
1264 368 308 16575
1263 262 384 15363
1262 378 272 15057
1261 366 375 15556
1260 336 345 14342
1259 360 331 15444
1258 278 386 16833
1257 287 304 15787
1256 256 289 14860
1255 378 272 15057
1254 394 379 13241
1253 292 289 14548
1252 335 265 15168
1251 388 268 14521
1250 336 345 14342
1249 262 384 15363
1248 394 351 15473
1247 335 383 16287
1246 343 277 15226
1245 376 262 16090
1244 365 301 13406
1243 335 381 15531
1242 309 377 15136
