id volMax pesoMax custo
491 344 306 14015
490 388 268 14521
489 395 315 16790
488 268 346 14777
487 343 277 15226
486 292 289 14548
485 255 275 13025
484 296 271 13742
483 397 321 13931
482 344 306 14015
481 378 272 15057
480 397 321 13931
479 255 275 13025
478 343 277 15226
477 259 310 16154
476 285 258 13044
475 335 383 16287
474 335 265 15168
473 253 386 13481
472 258 289 14932
471 325 316 13378
470 376 262 16090
469 343 277 15226
468 388 268 14521
467 366 375 15556
466 265 274 14952
465 325 316 13378
464 368 308 16575
463 262 384 15363
462 378 272 15057
461 366 375 15556
460 336 345 14342
459 360 331 15444
458 278 386 16833
457 287 304 15787
456 256 289 14860
455 378 272 15057
454 394 379 13241
453 292 289 14548
452 335 265 15168
451 388 268 14521
450 336 345 14342
449 262 384 15363
448 394 351 15473
447 335 383 16287
446 343 277 15226
445 376 262 16090
444 365 301 13406
443 335 381 15531
442 309 377 15136
