id volMax pesoMax custo
1341 376 262 16090
1340 370 366 13618
1339 285 258 13044
1338 259 310 16154
1337 360 331 15444
1336 278 386 16833
1335 287 342 15977
1334 365 259 16982
1333 365 259 16982
1332 281 287 14581
1331 395 315 16790
1330 385 254 14819
1329 296 271 13742
1328 382 304 14967
1327 335 265 15168
1326 259 310 16154
1325 292 316 16581
1324 328 398 13956
1323 355 322 13718
1322 262 389 15106
1321 391 395 13796
1320 285 258 13044
1319 253 386 13481
1318 258 289 14932
1317 288 346 13476
1316 385 254 14819
1315 262 389 15106
1314 394 379 13241
1313 259 354 13356
1312 285 258 13044
1311 259 354 13356
1310 355 322 13718
1309 277 399 14862
1308 287 342 15977
1307 378 272 15057
1306 391 395 13796
1305 255 275 13025
1304 344 306 14015
1303 265 274 14952
1302 393 377 16543
1301 365 259 16982
1300 335 383 16287
1299 343 277 15226
1298 366 375 15556
1297 344 306 14015
1296 343 277 15226
1295 259 310 16154
1294 278 386 16833
1293 288 346 13476
1292 393 377 16543
