id volMax pesoMax custo
541 376 262 16090
540 370 366 13618
539 285 258 13044
538 259 310 16154
537 360 331 15444
536 278 386 16833
535 287 342 15977
534 365 259 16982
533 365 259 16982
532 281 287 14581
531 395 315 16790
530 385 254 14819
529 296 271 13742
528 382 304 14967
527 335 265 15168
526 259 310 16154
525 292 316 16581
524 328 398 13956
523 355 322 13718
522 262 389 15106
521 391 395 13796
520 285 258 13044
519 253 386 13481
518 258 289 14932
517 288 346 13476
516 385 254 14819
515 262 389 15106
514 394 379 13241
513 259 354 13356
512 285 258 13044
511 259 354 13356
510 355 322 13718
509 277 399 14862
508 287 342 15977
507 378 272 15057
506 391 395 13796
505 255 275 13025
504 344 306 14015
503 265 274 14952
502 393 377 16543
501 365 259 16982
500 335 383 16287
499 343 277 15226
498 366 375 15556
497 344 306 14015
496 343 277 15226
495 259 310 16154
494 278 386 16833
493 288 346 13476
492 393 377 16543
