id volMax pesoMax custo
1041 397 321 13931
1040 281 287 14581
1039 393 377 16543
1038 287 342 15977
1037 285 258 13044
1036 256 289 14860
1035 278 386 16833
1034 328 398 13956
1033 355 322 13718
1032 343 277 15226
1031 277 399 14862
1030 355 322 13718
1029 287 304 15787
1028 366 375 15556
1027 397 321 13931
1026 259 310 16154
1025 259 310 16154
1024 365 259 16982
1023 365 301 13406
1022 285 258 13044
1021 335 383 16287
1020 253 386 13481
1019 268 346 14777
1018 292 316 16581
1017 385 254 14819
1016 265 274 14952
1015 336 345 14342
1014 281 287 14581
1013 287 342 15977
1012 292 316 16581
1011 292 289 14548
1010 394 379 13241
1009 397 321 13931
1008 335 381 15531
1007 278 386 16833
1006 268 346 14777
1005 256 289 14860
1004 325 316 13378
1003 328 398 13956
1002 365 259 16982
1001 368 308 16575
1000 285 258 13044
999 355 322 13718
998 255 275 13025
997 268 346 14777
996 376 262 16090
995 370 366 13618
994 281 287 14581
993 370 366 13618
992 378 272 15057
