id volMax pesoMax custo
891 281 287 14581
890 288 346 13476
889 262 384 15363
888 310 387 14105
887 355 322 13718
886 388 268 14521
885 262 384 15363
884 277 399 14862
883 378 272 15057
882 328 398 13956
881 325 316 13378
880 336 345 14342
879 268 346 14777
878 366 375 15556
877 368 308 16575
876 259 310 16154
875 335 381 15531
874 335 383 16287
873 376 262 16090
872 365 259 16982
871 370 366 13618
870 285 258 13044
869 385 254 14819
868 287 342 15977
867 388 268 14521
866 336 345 14342
865 292 289 14548
864 296 271 13742
863 281 287 14581
862 398 378 15048
861 310 387 14105
860 296 271 13742
859 287 304 15787
858 365 259 16982
857 397 321 13931
856 395 315 16790
855 366 375 15556
854 398 378 15048
853 388 268 14521
852 382 304 14967
851 388 268 14521
850 277 399 14862
849 309 377 15136
848 335 265 15168
847 395 315 16790
846 308 371 13865
845 259 310 16154
844 365 259 16982
843 335 265 15168
842 394 351 15473
