id volMax pesoMax custo
791 292 289 14548
790 370 366 13618
789 288 346 13476
788 366 375 15556
787 336 345 14342
786 335 381 15531
785 308 371 13865
784 262 389 15106
783 365 259 16982
782 259 354 13356
781 382 304 14967
780 394 379 13241
779 391 395 13796
778 394 379 13241
777 292 289 14548
776 268 346 14777
775 366 375 15556
774 376 262 16090
773 288 346 13476
772 335 265 15168
771 382 304 14967
770 365 301 13406
769 328 398 13956
768 393 377 16543
767 328 398 13956
766 335 383 16287
765 335 265 15168
764 344 306 14015
763 258 289 14932
762 394 379 13241
761 292 316 16581
760 268 346 14777
759 259 354 13356
758 336 345 14342
757 393 377 16543
756 335 381 15531
755 335 383 16287
754 394 351 15473
753 335 383 16287
752 343 277 15226
751 292 316 16581
750 255 275 13025
749 308 371 13865
748 343 277 15226
747 256 289 14860
746 287 304 15787
745 391 395 13796
744 376 262 16090
743 287 304 15787
742 310 387 14105
