id volMax pesoMax custo
741 253 386 13481
740 287 342 15977
739 382 304 14967
738 262 389 15106
737 360 331 15444
736 336 345 14342
735 308 371 13865
734 378 272 15057
733 262 384 15363
732 281 287 14581
731 262 389 15106
730 325 316 13378
729 336 345 14342
728 292 289 14548
727 376 262 16090
726 309 377 15136
725 398 378 15048
724 398 378 15048
723 265 274 14952
722 336 345 14342
721 394 379 13241
720 366 375 15556
719 325 316 13378
718 253 386 13481
717 394 379 13241
716 360 331 15444
715 292 316 16581
714 368 308 16575
713 288 346 13476
712 335 381 15531
711 376 262 16090
710 296 271 13742
709 365 259 16982
708 277 399 14862
707 378 272 15057
706 296 271 13742
705 309 377 15136
704 394 351 15473
703 335 381 15531
702 258 289 14932
701 265 274 14952
700 253 386 13481
699 391 395 13796
698 335 265 15168
697 385 254 14819
696 343 277 15226
695 335 383 16287
694 344 306 14015
693 398 378 15048
692 292 289 14548
