id volMax pesoMax custo
591 262 389 15106
590 265 274 14952
589 309 377 15136
588 394 379 13241
587 398 378 15048
586 265 274 14952
585 309 377 15136
584 328 398 13956
583 255 275 13025
582 328 398 13956
581 310 387 14105
580 335 265 15168
579 310 387 14105
578 259 310 16154
577 259 354 13356
576 287 304 15787
575 328 398 13956
574 309 377 15136
573 325 316 13378
572 365 301 13406
571 365 301 13406
570 335 265 15168
569 262 384 15363
568 398 378 15048
567 395 315 16790
566 287 342 15977
565 360 331 15444
564 336 345 14342
563 391 395 13796
562 395 315 16790
561 376 262 16090
560 395 315 16790
559 308 371 13865
558 397 321 13931
557 388 268 14521
556 388 268 14521
555 325 316 13378
554 258 289 14932
553 281 287 14581
552 328 398 13956
551 355 322 13718
550 262 384 15363
549 385 254 14819
548 308 371 13865
547 277 399 14862
546 376 262 16090
545 382 304 14967
544 308 371 13865
543 335 265 15168
542 308 371 13865
