id volMax pesoMax custo
1091 335 265 15168
1090 277 399 14862
1089 376 262 16090
1088 268 346 14777
1087 287 304 15787
1086 376 262 16090
1085 308 371 13865
1084 262 389 15106
1083 378 272 15057
1082 382 304 14967
1081 258 289 14932
1080 278 386 16833
1079 360 331 15444
1078 365 259 16982
1077 393 377 16543
1076 360 331 15444
1075 262 384 15363
1074 259 310 16154
1073 335 381 15531
1072 391 395 13796
1071 394 351 15473
1070 287 342 15977
1069 378 272 15057
1068 397 321 13931
1067 344 306 14015
1066 288 346 13476
1065 391 395 13796
1064 268 346 14777
1063 325 316 13378
1062 253 386 13481
1061 335 265 15168
1060 255 275 13025
1059 391 395 13796
1058 292 289 14548
1057 262 389 15106
1056 360 331 15444
1055 344 306 14015
1054 393 377 16543
1053 292 289 14548
1052 325 316 13378
1051 292 316 16581
1050 343 277 15226
1049 360 331 15444
1048 259 310 16154
1047 382 304 14967
1046 385 254 14819
1045 365 259 16982
1044 265 274 14952
1043 253 386 13481
1042 285 258 13044
