id volMax pesoMax custo
941 335 383 16287
940 253 386 13481
939 278 386 16833
938 395 315 16790
937 365 301 13406
936 259 354 13356
935 258 289 14932
934 335 383 16287
933 391 395 13796
932 335 383 16287
931 382 304 14967
930 309 377 15136
929 394 351 15473
928 256 289 14860
927 385 254 14819
926 365 301 13406
925 368 308 16575
924 288 346 13476
923 259 354 13356
922 288 346 13476
921 366 375 15556
920 253 386 13481
919 344 306 14015
918 259 354 13356
917 394 379 13241
916 259 354 13356
915 355 322 13718
914 393 377 16543
913 336 345 14342
912 370 366 13618
911 268 346 14777
910 296 271 13742
909 395 315 16790
908 394 351 15473
907 292 316 16581
906 368 308 16575
905 394 379 13241
904 368 308 16575
903 395 315 16790
902 277 399 14862
901 395 315 16790
900 262 389 15106
899 310 387 14105
898 344 306 14015
897 287 304 15787
896 281 287 14581
895 378 272 15057
894 393 377 16543
893 368 308 16575
892 309 377 15136
