id volMax pesoMax custo
641 393 377 16543
640 287 304 15787
639 355 322 13718
638 398 378 15048
637 310 387 14105
636 255 275 13025
635 325 316 13378
634 268 346 14777
633 368 308 16575
632 382 304 14967
631 370 366 13618
630 256 289 14860
629 355 322 13718
628 281 287 14581
627 287 342 15977
626 265 274 14952
625 378 272 15057
624 365 259 16982
623 366 375 15556
622 296 271 13742
621 365 301 13406
620 255 275 13025
619 325 316 13378
618 370 366 13618
617 328 398 13956
616 335 381 15531
615 344 306 14015
614 397 321 13931
613 296 271 13742
612 258 289 14932
611 259 354 13356
610 258 289 14932
609 296 271 13742
608 366 375 15556
607 277 399 14862
606 398 378 15048
605 393 377 16543
604 255 275 13025
603 310 387 14105
602 394 379 13241
601 265 274 14952
600 296 271 13742
599 328 398 13956
598 394 351 15473
597 277 399 14862
596 292 289 14548
595 309 377 15136
594 265 274 14952
593 285 258 13044
592 256 289 14860
