id volMax pesoMax custo
1391 262 389 15106
1390 265 274 14952
1389 309 377 15136
1388 394 379 13241
1387 398 378 15048
1386 265 274 14952
1385 309 377 15136
1384 328 398 13956
1383 255 275 13025
1382 328 398 13956
1381 310 387 14105
1380 335 265 15168
1379 310 387 14105
1378 259 310 16154
1377 259 354 13356
1376 287 304 15787
1375 328 398 13956
1374 309 377 15136
1373 325 316 13378
1372 365 301 13406
1371 365 301 13406
1370 335 265 15168
1369 262 384 15363
1368 398 378 15048
1367 395 315 16790
1366 287 342 15977
1365 360 331 15444
1364 336 345 14342
1363 391 395 13796
1362 395 315 16790
1361 376 262 16090
1360 395 315 16790
1359 308 371 13865
1358 397 321 13931
1357 388 268 14521
1356 388 268 14521
1355 325 316 13378
1354 258 289 14932
1353 281 287 14581
1352 328 398 13956
1351 355 322 13718
1350 262 384 15363
1349 385 254 14819
1348 308 371 13865
1347 277 399 14862
1346 376 262 16090
1345 382 304 14967
1344 308 371 13865
1343 335 265 15168
1342 308 371 13865
