id volMax pesoMax custo
991 365 301 13406
990 335 265 15168
989 397 321 13931
988 308 371 13865
987 255 275 13025
986 288 346 13476
985 388 268 14521
984 262 384 15363
983 335 381 15531
982 288 346 13476
981 288 346 13476
980 343 277 15226
979 391 395 13796
978 309 377 15136
977 258 289 14932
976 366 375 15556
975 285 258 13044
974 395 315 16790
973 256 289 14860
972 262 384 15363
971 388 268 14521
970 268 346 14777
969 310 387 14105
968 398 378 15048
967 393 377 16543
966 394 351 15473
965 398 378 15048
964 368 308 16575
963 398 378 15048
962 287 342 15977
961 385 254 14819
960 258 289 14932
959 365 259 16982
958 308 371 13865
957 382 304 14967
956 355 322 13718
955 288 346 13476
954 287 304 15787
953 278 386 16833
952 287 304 15787
951 262 384 15363
950 259 354 13356
949 365 301 13406
948 328 398 13956
947 378 272 15057
946 385 254 14819
945 287 342 15977
944 335 383 16287
943 394 379 13241
942 277 399 14862
