id volMax pesoMax custo
1191 382 304 14967
1190 376 262 16090
1189 397 321 13931
1188 296 271 13742
1187 310 387 14105
1186 382 304 14967
1185 343 277 15226
1184 308 371 13865
1183 344 306 14015
1182 262 384 15363
1181 277 399 14862
1180 388 268 14521
1179 292 289 14548
1178 325 316 13378
1177 385 254 14819
1176 292 316 16581
1175 265 274 14952
1174 292 316 16581
1173 310 387 14105
1172 278 386 16833
1171 343 277 15226
1170 310 387 14105
1169 256 289 14860
1168 335 381 15531
1167 256 289 14860
1166 292 289 14548
1165 343 277 15226
1164 398 378 15048
1163 262 389 15106
1162 335 381 15531
1161 258 289 14932
1160 355 322 13718
1159 398 378 15048
1158 365 301 13406
1157 382 304 14967
1156 360 331 15444
1155 259 310 16154
1154 285 258 13044
1153 393 377 16543
1152 277 399 14862
1151 366 375 15556
1150 278 386 16833
1149 397 321 13931
1148 328 398 13956
1147 285 258 13044
1146 259 354 13356
1145 259 354 13356
1144 255 275 13025
1143 265 274 14952
1142 360 331 15444
