id volume peso recompensa duração(s)
12374 6 6 564 1017
12373 25 22 1331 509
12372 26 6 1156 1073
12371 13 29 719 531
12370 3 13 1306 202
12369 19 26 309 271
12368 6 19 996 631
12367 26 16 1296 524
12366 29 16 584 203
12365 19 13 1784 152
12364 10 29 1194 399
12363 6 6 779 122
12362 23 16 1936 498
12361 6 19 1591 138
12360 6 13 1201 715
12359 19 25 1263 748
12358 10 7 1801 301
12357 29 20 1160 237
12356 6 10 1572 528
12355 16 29 1730 638
12354 6 22 562 614
12353 13 13 967 355
12352 20 23 1325 338
12351 19 6 324 237
12350 9 9 427 447
12349 3 19 600 422
12348 13 6 1699 1020
12347 22 29 1500 828
12346 3 3 355 869
12345 10 29 1194 399
12344 26 22 1065 616
12343 22 10 1233 546
12342 10 29 1194 399
12341 22 22 265 766
12340 16 13 1718 114
12339 19 10 1820 348
12338 10 23 1205 1088
12337 25 22 861 590
12336 20 20 418 893
12335 13 29 719 531
12334 13 23 560 244
12333 13 26 1639 927
12332 13 6 1987 926
12331 13 29 1511 325
12330 25 19 1753 524
12329 3 3 1563 535
12328 16 6 1907 397
12327 26 29 610 917
12326 26 6 774 314
12325 16 22 1579 619
12324 10 3 547 766
12323 3 13 1210 892
12322 7 7 1524 189
12321 19 13 1875 107
12320 9 22 909 192
12319 19 6 1204 453
12318 3 19 901 980
12317 10 7 1801 301
12316 16 3 1518 1053
12315 20 13 636 446
12314 16 20 816 1079
12313 20 16 1200 991
12312 7 20 1577 1043
12311 19 28 946 1021
12310 19 9 1897 881
12309 3 23 571 632
12308 22 19 1628 332
12307 20 20 418 893
12306 3 19 585 827
12305 6 3 615 970
12304 26 13 1295 104
12303 6 6 631 145
12302 28 22 1166 491
12301 19 26 836 356
12300 3 3 699 786
12299 19 6 1204 453
12298 6 6 564 1017
12297 7 26 634 751
12296 13 13 1710 800
12295 3 3 1563 535
12294 26 22 1165 1100
12293 23 26 1594 1052
12292 16 29 1002 441
12291 16 22 491 581
12290 20 13 848 198
12289 25 28 724 816
12288 7 16 764 617
12287 20 13 636 446
12286 22 10 1233 546
12285 26 22 1065 616
12284 29 20 1160 237
12283 13 10 629 410
12282 29 10 243 775
12281 6 26 1291 1035
12280 26 10 574 593
12279 6 13 1713 686
12278 22 16 1598 841
12277 13 3 455 292
12276 13 23 916 1026
12275 6 22 597 540
12274 19 10 1820 348
12273 22 22 930 324
12272 26 13 1295 104
12271 9 6 1467 681
12270 6 3 1347 609
12269 10 13 347 187
12268 7 3 1607 273
12267 10 6 1765 970
12266 13 20 1925 840
12265 28 9 1185 918
12264 25 6 653 107
12263 10 10 553 631
12262 16 19 1873 697
12261 22 10 1848 196
12260 19 19 1990 106
12259 6 16 647 872
12258 13 6 223 597
12257 9 25 1529 1008
12256 3 13 530 916
12255 19 13 1688 640
12254 3 19 754 984
12253 23 16 868 608
12252 19 22 691 728
12251 19 28 512 778
12250 25 28 1370 535
12249 13 25 550 100
12248 16 29 1739 656
12247 10 26 410 192
12246 3 19 1928 713
12245 3 13 1313 1080
12244 22 3 1492 283
12243 29 13 1014 130
12242 22 22 265 766
12241 16 3 477 194
12240 29 10 1657 287
12239 9 6 748 381
12238 16 3 262 658
12237 16 22 1579 619
12236 20 13 636 446
12235 13 13 1679 146
12234 3 13 1306 202
12233 10 6 542 430
12232 25 13 546 1056
12231 3 10 1475 786
12230 22 25 1227 810
12229 13 22 590 660
12228 3 13 355 737
12227 7 20 1577 1043
12226 22 28 1002 795
12225 25 6 216 182
12224 22 9 1805 279
12223 13 29 719 531
12222 26 7 738 375
12221 23 16 868 608
12220 7 26 1257 632
12219 19 22 1897 986
12218 3 3 575 287
12217 3 13 530 916
12216 23 29 957 387
12215 3 10 579 103
12214 13 25 1026 365
12213 7 10 801 919
12212 25 6 216 182
12211 16 13 707 359
12210 19 16 1489 751
12209 26 20 971 308
12208 25 6 653 107
12207 3 16 753 124
12206 13 6 1475 889
12205 16 3 1518 1053
12204 13 10 738 190
12203 19 13 1688 640
12202 16 16 878 697
12201 22 19 783 277
12200 23 23 881 353
12199 3 13 1313 1080
12198 3 20 1645 316
12197 23 16 1918 1042
12196 6 22 666 504
12195 26 26 1261 1009
12194 3 13 472 300
12193 3 16 753 124
12192 26 29 267 777
12191 6 19 406 430
12190 7 3 1823 958
12189 20 23 204 293
12188 16 6 755 874
12187 29 16 584 203
12186 23 16 1918 1042
12185 7 20 1241 674
12184 22 3 1492 283
12183 26 16 403 402
12182 16 29 1083 521
12181 19 3 1982 619
12180 19 19 1956 207
12179 10 26 1843 187
12178 3 13 355 737
12177 6 10 1572 528
12176 19 22 691 728
12175 13 20 1951 729
12174 13 3 203 818
12173 26 16 1303 358
12172 23 23 1366 481
12171 7 13 1210 414
12170 16 10 396 514
12169 16 3 477 194
12168 25 22 1331 509
12167 3 13 1502 270
12166 22 28 1002 795
12165 3 3 355 869
12164 16 29 1739 656
12163 28 22 1166 491
12162 19 3 522 1009
12161 26 22 1348 605
12160 13 10 738 190
12159 16 3 279 744
12158 10 29 1194 399
12157 26 22 1513 447
12156 13 6 1699 1020
12155 13 29 626 332
12154 19 28 486 840
12153 25 22 1331 509
12152 19 13 1784 152
12151 19 28 486 840
12150 13 6 1062 195
