id volMax pesoMax custo
108 394 351 15473
1089 376 262 16090
418 328 398 13956
940 253 386 13481
221 335 383 16287
800 253 386 13481
242 285 258 13044
1160 355 322 13718
635 325 316 13378
914 393 377 16543
852 382 304 14967
335 394 379 13241
623 366 375 15556
909 395 315 16790
177 258 289 14932
506 391 395 13796
937 365 301 13406
998 255 275 13025
311 253 386 13481
1283 397 321 13931
278 365 259 16982
687 296 271 13742
551 355 322 13718
1038 287 342 15977
487 343 277 15226
1173 310 387 14105
570 335 265 15168
1126 388 268 14521
504 344 306 14015
1229 259 354 13356
181 288 346 13476
902 277 399 14862
1289 395 315 16790
1023 365 301 13406
703 335 381 15531
77 368 308 16575
1111 253 386 13481
992 378 272 15057
1069 378 272 15057
1250 336 345 14342
945 287 342 15977
356 360 331 15444
342 360 331 15444
1165 343 277 15226
208 335 381 15531
431 255 275 13025
