id volume peso recompensa duração(s)
5302 7 29 743 826
10263 13 23 1714 347
6658 20 10 1663 207
5826 22 22 318 898
7221 3 16 1456 192
4769 3 13 1907 307
8167 9 16 814 281
628 7 13 898 325
5709 19 6 1108 1031
6443 7 16 789 650
6659 13 9 820 552
11524 6 13 1713 686
9625 28 19 1240 826
14152 9 6 1467 681
14035 7 29 598 161
1607 6 19 406 430
7535 13 6 1987 926
6722 6 6 1445 1014
3605 16 29 1593 882
951 13 16 1894 625
10349 3 22 1662 201
8094 16 3 836 819
13741 13 10 606 592
2337 3 19 585 827
4373 22 22 318 898
2040 6 19 486 789
6669 3 20 1263 905
9920 23 20 1786 1041
14215 22 28 347 1058
5090 20 13 848 198
13775 23 16 1918 1042
7925 20 23 204 293
4611 6 16 1023 132
11938 3 19 1432 1051
5063 10 10 553 631
11731 3 23 571 632
6921 19 22 1260 355
4220 16 29 1883 380
7101 26 6 1156 1073
11407 16 16 706 408
2399 3 13 1502 270
3028 25 28 521 989
12560 25 28 1370 535
10557 16 29 533 935
12336 20 20 418 893
1936 3 9 1558 1056
9039 13 6 1987 926
11241 26 29 1233 434
4055 26 29 267 777
14250 25 6 647 415
9206 6 22 666 504
6531 23 23 881 353
3701 28 22 330 563
2444 29 20 1704 502
132 7 20 1577 1043
13000 20 13 1054 815
8846 26 22 1628 925
11295 23 26 1520 942
7881 13 26 1639 927
5332 9 22 452 901
8624 7 29 743 826
4689 16 29 1883 380
8634 22 25 1227 810
963 10 26 1843 187
4319 29 16 584 203
7938 6 19 1243 977
2830 16 16 706 408
1151 29 10 243 775
1083 7 16 789 650
7796 19 25 1263 748
8313 19 13 1688 640
12343 22 10 1233 546
8194 6 26 1291 1035
3077 10 23 1205 1088
2215 22 3 1565 763
10248 16 13 1718 114
13274 19 10 1820 348
5269 28 25 952 377
5356 26 22 1348 605
8544 10 29 1065 111
6816 13 13 1714 399
10297 25 16 1200 591
13397 13 29 1255 923
11588 13 23 916 1026
6931 29 29 763 971
1677 29 16 584 203
4040 19 16 1319 385
9606 22 25 224 467
8096 3 16 1105 256
14362 29 29 763 971
8414 9 19 775 997
996 19 19 1956 207
8749 13 3 466 937
5031 3 10 1475 786
3987 3 3 715 977
841 13 3 455 292
2357 7 29 598 161
4812 7 23 1303 229
9026 22 22 930 324
1382 19 25 1263 748
10964 19 19 873 118
11322 3 13 1313 1080
8260 16 19 234 1001
7128 6 22 562 614
11648 13 25 1026 365
8315 19 29 1523 353
5870 23 20 1536 804
8456 6 6 442 900
6079 16 13 1477 513
11841 22 3 480 1037
1413 16 13 654 720
2797 6 10 465 900
4174 7 7 1524 189
5573 22 29 1448 487
269 25 28 1370 535
2713 7 7 501 800
5814 29 29 969 833
9633 9 25 1529 1008
8629 28 6 707 517
8516 22 19 470 470
9108 16 3 262 658
13487 3 22 1768 195
5629 26 22 1513 447
9756 10 10 1856 576
6956 28 16 827 999
2535 19 13 1904 276
1831 13 6 1062 195
5879 22 3 338 357
3708 16 3 704 1025
13539 22 19 287 752
4486 29 19 1268 1095
11406 13 13 1008 398
9528 22 10 1079 154
534 29 16 584 203
13113 13 10 1614 331
9788 6 6 1921 197
8280 22 13 709 953
1700 7 10 1630 963
12679 22 19 783 277
