id volume peso recompensa duração(s)
13852 26 22 1165 1100
6713 3 19 901 980
11669 3 13 1306 202
12135 25 22 1331 509
463 29 19 1268 1095
10915 7 26 1166 552
6089 29 16 1369 817
10049 19 6 1813 756
14286 20 26 1863 104
14256 7 3 1823 958
1719 16 29 1730 638
13208 13 13 1008 398
5411 22 28 1002 795
147 3 3 699 786
5794 19 6 324 237
8118 13 6 1987 926
10126 10 3 1641 417
14283 22 9 1805 279
435 13 3 621 723
609 19 3 1814 369
8206 16 28 935 528
8164 10 7 1801 301
3155 19 13 1688 640
594 10 26 410 192
3168 7 7 501 800
8071 16 3 279 744
13654 13 9 1857 1017
7526 10 13 419 950
9487 7 29 598 161
3271 3 13 751 234
13587 23 13 206 128
8888 16 6 1332 642
10085 13 6 1699 1020
10544 7 16 764 617
3407 22 13 1897 272
9189 10 29 676 526
9617 25 28 1370 535
11696 19 26 836 356
3357 16 29 533 935
1557 22 9 1509 598
1115 19 29 1523 353
13758 28 6 707 517
12805 19 25 305 782
2387 22 22 626 1048
4521 9 19 1281 241
2930 6 19 1185 822
2564 7 13 898 325
12302 28 22 1166 491
12309 3 23 571 632
10878 7 20 1880 705
11365 3 3 1563 535
14107 3 10 579 103
9921 7 3 1823 958
9967 7 13 898 325
5718 29 16 1369 817
2639 16 29 1083 521
6724 6 19 1185 822
12864 19 28 486 840
4715 19 3 1814 369
9233 22 25 224 467
1766 13 6 1699 1020
4138 26 6 774 314
942 19 29 1523 353
11319 25 22 1331 509
3616 16 3 1518 1053
4479 22 22 318 898
8959 26 22 1487 269
1140 16 6 1907 397
8283 7 16 789 650
12056 19 16 1012 845
10408 3 19 901 980
11713 16 6 1188 697
11733 16 13 1121 641
13050 22 28 1717 549
14128 6 28 1820 271
2462 9 19 1281 241
6783 16 13 1718 114
12603 26 29 610 917
13904 29 20 1972 641
4629 9 6 1467 681
11423 10 22 1694 969
10229 6 13 1201 715
10855 3 19 1928 713
2147 22 29 1448 487
9013 13 6 1699 1020
9400 6 29 1859 261
966 6 26 1291 1035
9054 16 29 533 935
161 16 3 477 194
4454 26 29 1233 434
1217 26 26 1790 648
4915 10 19 709 692
14156 28 16 827 999
5815 7 13 1210 414
6242 22 19 287 752
1360 19 6 324 237
5674 16 19 1873 697
2843 16 3 704 1025
9050 26 6 1156 1073
4772 3 19 754 984
4105 25 28 521 989
9940 16 3 704 1025
12613 3 10 1791 520
11133 19 22 735 193
760 16 22 1579 619
298 23 26 1913 600
13951 6 16 647 872
9820 19 9 1059 580
9887 13 20 1925 840
6932 26 29 267 777
9470 19 19 873 118
9802 6 19 1243 977
11338 26 6 774 314
9278 3 19 1432 1051
9735 19 13 1904 276
7939 7 29 598 161
11890 16 16 772 229
4153 23 20 1536 804
1516 10 26 1229 237
5277 13 6 580 558
6302 6 3 1176 551
7513 29 26 1724 482
13247 13 10 606 592
12948 7 20 412 756
1370 3 10 1475 786
12438 22 13 293 191
7576 22 22 318 898
12220 7 26 1257 632
10660 26 29 1233 434
13258 20 13 1542 128
13009 22 3 338 357
6718 25 22 580 176
11843 7 10 801 919
8250 9 22 909 192
9285 19 16 1351 615
6306 28 6 707 517
7335 6 3 453 537
12433 19 13 1875 107
1453 26 20 971 308
8640 3 16 1796 762
4474 3 13 1889 538
11829 9 6 1467 681
13388 23 23 1366 481
8221 7 20 1577 1043
1605 19 29 1523 353
278 3 13 355 737
11045 16 19 234 1001
13782 6 6 1921 197
13949 7 20 1577 1043
12020 22 22 930 324
3852 13 3 795 302
1178 23 16 1936 498
7398 3 20 1434 362
9791 3 13 1907 307
11207 13 13 1679 146
10276 22 19 783 277
3016 10 6 1747 577
5700 26 19 1397 1043
667 16 16 527 1100
1342 25 16 620 1002
8297 29 10 1463 145
7290 23 7 983 372
2730 16 29 1883 380
13546 22 13 293 191
4124 9 25 1529 1008
2126 6 13 1713 686
11612 3 20 1645 316
9355 22 16 1819 768
220 10 10 588 654
13661 3 16 1391 846
6332 10 26 410 192
3104 13 25 1467 1058
13378 26 20 1645 318
13406 3 13 1889 538
13850 23 16 1918 1042
12840 23 13 206 128
2805 13 13 1714 399
5102 28 22 1166 491
8571 10 10 1285 483
8847 16 22 1579 619
10569 29 20 1991 704
5242 16 28 1863 653
10234 26 22 1628 925
1636 6 6 631 145
7749 19 3 762 269
5702 13 10 606 592
1895 16 29 1694 404
798 19 16 1489 751
10908 16 3 704 1025
13943 19 22 1897 986
7797 10 3 1641 417
2612 13 16 1785 297
6279 23 29 1789 900
4347 3 19 1432 1051
5493 29 26 719 600
4136 13 13 1714 399
4691 3 13 685 443
1424 7 29 743 826
2412 16 10 1081 1064
7034 13 26 396 664
12870 22 25 914 337
3565 23 20 437 996
1441 16 13 671 726
917 9 13 211 1039
3250 6 3 1176 551
10058 22 22 318 898
7591 16 26 1789 1077
5883 26 7 618 442
11552 28 6 1953 299
13443 6 16 1023 132
8057 13 6 1062 195
7056 7 3 1823 958
2161 16 29 1083 521
12846 19 22 1200 449
12642 13 3 795 302
11810 29 13 1014 130
2000 10 13 1315 328
14364 7 13 734 917
4653 19 22 691 728
9828 3 16 1105 256
8400 23 29 957 387
7655 19 13 1688 640
6641 10 29 1065 111
2869 10 10 1856 576
1570 16 19 1193 338
5074 19 10 1820 348
1619 22 25 914 337
9339 6 29 1800 116
4458 16 28 1863 653
8195 10 16 1202 634
5972 29 20 1972 641
8900 7 10 1630 963
4747 10 26 1843 187
8427 23 26 1913 600
10747 16 20 816 1079
10125 13 25 550 100
10979 13 10 629 410
5460 19 22 1897 986
8828 25 28 1370 535
12230 22 25 1227 810
5006 13 6 1475 889
2217 10 29 1194 399
7960 16 22 1579 619
14194 10 6 1765 970
11475 16 3 704 1025
7512 23 3 1396 143
2390 22 9 1805 279
6670 28 6 707 517
7240 20 3 1785 160
12537 3 13 1502 270
8125 13 29 1511 325
3973 19 13 1784 152
13042 3 19 901 980
6895 20 23 1551 986
4467 29 10 1657 287
14231 3 22 1662 201
1384 16 20 816 1079
8074 13 6 1062 195
14110 23 20 437 996
596 19 25 1263 748
12193 3 16 753 124
9567 10 10 553 631
4999 3 13 1313 1080
859 22 3 1565 763
14020 10 13 347 187
11913 13 10 606 592
5896 19 3 638 618
10510 10 10 553 631
5850 22 28 1717 549
8621 10 7 1801 301
9942 29 29 763 971
6082 7 26 1257 632
14056 13 20 1951 729
3733 19 25 854 790
3855 19 13 1875 107
3189 22 22 930 324
12001 28 6 1953 299
6050 19 16 1319 385
9337 19 6 217 732
13427 26 22 1065 616
3463 19 16 1489 751
8407 29 20 1991 704
12333 13 26 1639 927
11041 28 19 828 888
7026 19 22 691 728
14230 13 13 1679 146
9630 22 6 683 553
9822 28 6 707 517
7842 10 13 419 950
11451 7 20 1241 674
7866 16 28 1863 653
13143 16 19 234 1001
9516 6 29 1800 116
12105 10 29 1488 1094
11051 23 26 1594 1052
