id volMax pesoMax custo
491 344 306 14015
490 388 268 14521
489 395 315 16790
488 268 346 14777
487 343 277 15226
486 292 289 14548
485 255 275 13025
484 296 271 13742
483 397 321 13931
482 344 306 14015
481 378 272 15057
480 397 321 13931
479 255 275 13025
478 343 277 15226
477 259 310 16154
476 285 258 13044
475 335 383 16287
474 335 265 15168
473 253 386 13481
472 258 289 14932
471 325 316 13378
470 376 262 16090
469 343 277 15226
468 388 268 14521
467 366 375 15556
466 265 274 14952
465 325 316 13378
464 368 308 16575
463 262 384 15363
462 378 272 15057
461 366 375 15556
460 336 345 14342
459 360 331 15444
458 278 386 16833
457 287 304 15787
456 256 289 14860
455 378 272 15057
454 394 379 13241
453 292 289 14548
452 335 265 15168
451 388 268 14521
450 336 345 14342
449 262 384 15363
448 394 351 15473
447 335 383 16287
446 343 277 15226
445 376 262 16090
444 365 301 13406
443 335 381 15531
442 309 377 15136
441 281 287 14581
440 360 331 15444
439 268 346 14777
438 259 310 16154
437 281 287 14581
436 268 346 14777
435 394 351 15473
434 278 386 16833
433 394 351 15473
432 310 387 14105
431 255 275 13025
430 287 342 15977
429 259 354 13356
428 278 386 16833
427 385 254 14819
426 336 345 14342
425 378 272 15057
424 258 289 14932
423 368 308 16575
422 365 259 16982
421 344 306 14015
420 308 371 13865
419 370 366 13618
418 328 398 13956
417 287 304 15787
416 256 289 14860
415 281 287 14581
414 258 289 14932
413 393 377 16543
412 335 265 15168
411 253 386 13481
410 397 321 13931
409 288 346 13476
408 287 342 15977
407 385 254 14819
406 335 381 15531
405 281 287 14581
404 309 377 15136
403 278 386 16833
402 366 375 15556
401 265 274 14952
400 365 259 16982
399 394 379 13241
398 397 321 13931
397 370 366 13618
396 277 399 14862
395 310 387 14105
394 281 287 14581
393 355 322 13718
392 292 316 16581
