id volMax pesoMax custo
1091 335 265 15168
1090 277 399 14862
1089 376 262 16090
1088 268 346 14777
1087 287 304 15787
1086 376 262 16090
1085 308 371 13865
1084 262 389 15106
1083 378 272 15057
1082 382 304 14967
1081 258 289 14932
1080 278 386 16833
1079 360 331 15444
1078 365 259 16982
1077 393 377 16543
1076 360 331 15444
1075 262 384 15363
1074 259 310 16154
1073 335 381 15531
1072 391 395 13796
1071 394 351 15473
1070 287 342 15977
1069 378 272 15057
1068 397 321 13931
1067 344 306 14015
1066 288 346 13476
1065 391 395 13796
1064 268 346 14777
1063 325 316 13378
1062 253 386 13481
1061 335 265 15168
1060 255 275 13025
1059 391 395 13796
1058 292 289 14548
1057 262 389 15106
1056 360 331 15444
1055 344 306 14015
1054 393 377 16543
1053 292 289 14548
1052 325 316 13378
1051 292 316 16581
1050 343 277 15226
1049 360 331 15444
1048 259 310 16154
1047 382 304 14967
1046 385 254 14819
1045 365 259 16982
1044 265 274 14952
1043 253 386 13481
1042 285 258 13044
1041 397 321 13931
1040 281 287 14581
1039 393 377 16543
1038 287 342 15977
1037 285 258 13044
1036 256 289 14860
1035 278 386 16833
1034 328 398 13956
1033 355 322 13718
1032 343 277 15226
1031 277 399 14862
1030 355 322 13718
1029 287 304 15787
1028 366 375 15556
1027 397 321 13931
1026 259 310 16154
1025 259 310 16154
1024 365 259 16982
1023 365 301 13406
1022 285 258 13044
1021 335 383 16287
1020 253 386 13481
1019 268 346 14777
1018 292 316 16581
1017 385 254 14819
1016 265 274 14952
1015 336 345 14342
1014 281 287 14581
1013 287 342 15977
1012 292 316 16581
1011 292 289 14548
1010 394 379 13241
1009 397 321 13931
1008 335 381 15531
1007 278 386 16833
1006 268 346 14777
1005 256 289 14860
1004 325 316 13378
1003 328 398 13956
1002 365 259 16982
1001 368 308 16575
1000 285 258 13044
999 355 322 13718
998 255 275 13025
997 268 346 14777
996 376 262 16090
995 370 366 13618
994 281 287 14581
993 370 366 13618
992 378 272 15057
