id volMax pesoMax custo
291 335 265 15168
290 277 399 14862
289 376 262 16090
288 268 346 14777
287 287 304 15787
286 376 262 16090
285 308 371 13865
284 262 389 15106
283 378 272 15057
282 382 304 14967
281 258 289 14932
280 278 386 16833
279 360 331 15444
278 365 259 16982
277 393 377 16543
276 360 331 15444
275 262 384 15363
274 259 310 16154
273 335 381 15531
272 391 395 13796
271 394 351 15473
270 287 342 15977
269 378 272 15057
268 397 321 13931
267 344 306 14015
266 288 346 13476
265 391 395 13796
264 268 346 14777
263 325 316 13378
262 253 386 13481
261 335 265 15168
260 255 275 13025
259 391 395 13796
258 292 289 14548
257 262 389 15106
256 360 331 15444
255 344 306 14015
254 393 377 16543
253 292 289 14548
252 325 316 13378
251 292 316 16581
250 343 277 15226
249 360 331 15444
248 259 310 16154
247 382 304 14967
246 385 254 14819
245 365 259 16982
244 265 274 14952
243 253 386 13481
242 285 258 13044
241 397 321 13931
240 281 287 14581
239 393 377 16543
238 287 342 15977
237 285 258 13044
236 256 289 14860
235 278 386 16833
234 328 398 13956
233 355 322 13718
232 343 277 15226
231 277 399 14862
230 355 322 13718
229 287 304 15787
228 366 375 15556
227 397 321 13931
226 259 310 16154
225 259 310 16154
224 365 259 16982
223 365 301 13406
222 285 258 13044
221 335 383 16287
220 253 386 13481
219 268 346 14777
218 292 316 16581
217 385 254 14819
216 265 274 14952
215 336 345 14342
214 281 287 14581
213 287 342 15977
212 292 316 16581
211 292 289 14548
210 394 379 13241
209 397 321 13931
208 335 381 15531
207 278 386 16833
206 268 346 14777
205 256 289 14860
204 325 316 13378
203 328 398 13956
202 365 259 16982
201 368 308 16575
200 285 258 13044
199 355 322 13718
198 255 275 13025
197 268 346 14777
196 376 262 16090
195 370 366 13618
194 281 287 14581
193 370 366 13618
192 378 272 15057
