id volMax pesoMax custo
191 365 301 13406
190 335 265 15168
189 397 321 13931
188 308 371 13865
187 255 275 13025
186 288 346 13476
185 388 268 14521
184 262 384 15363
183 335 381 15531
182 288 346 13476
181 288 346 13476
180 343 277 15226
179 391 395 13796
178 309 377 15136
177 258 289 14932
176 366 375 15556
175 285 258 13044
174 395 315 16790
173 256 289 14860
172 262 384 15363
171 388 268 14521
170 268 346 14777
169 310 387 14105
168 398 378 15048
167 393 377 16543
166 394 351 15473
165 398 378 15048
164 368 308 16575
163 398 378 15048
162 287 342 15977
161 385 254 14819
160 258 289 14932
159 365 259 16982
158 308 371 13865
157 382 304 14967
156 355 322 13718
155 288 346 13476
154 287 304 15787
153 278 386 16833
152 287 304 15787
151 262 384 15363
150 259 354 13356
149 365 301 13406
148 328 398 13956
147 378 272 15057
146 385 254 14819
145 287 342 15977
144 335 383 16287
143 394 379 13241
142 277 399 14862
141 335 383 16287
140 253 386 13481
139 278 386 16833
138 395 315 16790
137 365 301 13406
136 259 354 13356
135 258 289 14932
134 335 383 16287
133 391 395 13796
132 335 383 16287
131 382 304 14967
130 309 377 15136
129 394 351 15473
128 256 289 14860
127 385 254 14819
126 365 301 13406
125 368 308 16575
124 288 346 13476
123 259 354 13356
122 288 346 13476
121 366 375 15556
120 253 386 13481
119 344 306 14015
118 259 354 13356
117 394 379 13241
116 259 354 13356
115 355 322 13718
114 393 377 16543
113 336 345 14342
112 370 366 13618
111 268 346 14777
110 296 271 13742
109 395 315 16790
108 394 351 15473
107 292 316 16581
106 368 308 16575
105 394 379 13241
104 368 308 16575
103 395 315 16790
102 277 399 14862
101 395 315 16790
100 262 389 15106
99 310 387 14105
98 344 306 14015
97 287 304 15787
96 281 287 14581
95 378 272 15057
94 393 377 16543
93 368 308 16575
92 309 377 15136
