id volMax pesoMax custo
991 365 301 13406
990 335 265 15168
989 397 321 13931
988 308 371 13865
987 255 275 13025
986 288 346 13476
985 388 268 14521
984 262 384 15363
983 335 381 15531
982 288 346 13476
981 288 346 13476
980 343 277 15226
979 391 395 13796
978 309 377 15136
977 258 289 14932
976 366 375 15556
975 285 258 13044
974 395 315 16790
973 256 289 14860
972 262 384 15363
971 388 268 14521
970 268 346 14777
969 310 387 14105
968 398 378 15048
967 393 377 16543
966 394 351 15473
965 398 378 15048
964 368 308 16575
963 398 378 15048
962 287 342 15977
961 385 254 14819
960 258 289 14932
959 365 259 16982
958 308 371 13865
957 382 304 14967
956 355 322 13718
955 288 346 13476
954 287 304 15787
953 278 386 16833
952 287 304 15787
951 262 384 15363
950 259 354 13356
949 365 301 13406
948 328 398 13956
947 378 272 15057
946 385 254 14819
945 287 342 15977
944 335 383 16287
943 394 379 13241
942 277 399 14862
941 335 383 16287
940 253 386 13481
939 278 386 16833
938 395 315 16790
937 365 301 13406
936 259 354 13356
935 258 289 14932
934 335 383 16287
933 391 395 13796
932 335 383 16287
931 382 304 14967
930 309 377 15136
929 394 351 15473
928 256 289 14860
927 385 254 14819
926 365 301 13406
925 368 308 16575
924 288 346 13476
923 259 354 13356
922 288 346 13476
921 366 375 15556
920 253 386 13481
919 344 306 14015
918 259 354 13356
917 394 379 13241
916 259 354 13356
915 355 322 13718
914 393 377 16543
913 336 345 14342
912 370 366 13618
911 268 346 14777
910 296 271 13742
909 395 315 16790
908 394 351 15473
907 292 316 16581
906 368 308 16575
905 394 379 13241
904 368 308 16575
903 395 315 16790
902 277 399 14862
901 395 315 16790
900 262 389 15106
899 310 387 14105
898 344 306 14015
897 287 304 15787
896 281 287 14581
895 378 272 15057
894 393 377 16543
893 368 308 16575
892 309 377 15136
