id volMax pesoMax custo
691 278 386 16833
690 335 265 15168
689 370 366 13618
688 268 346 14777
687 296 271 13742
686 262 389 15106
685 292 316 16581
684 336 345 14342
683 343 277 15226
682 310 387 14105
681 391 395 13796
680 296 271 13742
679 344 306 14015
678 265 274 14952
677 365 301 13406
676 277 399 14862
675 262 389 15106
674 344 306 14015
673 335 383 16287
672 394 351 15473
671 292 289 14548
670 368 308 16575
669 365 301 13406
668 288 346 13476
667 382 304 14967
666 394 351 15473
665 308 371 13865
664 262 389 15106
663 268 346 14777
662 296 271 13742
661 258 289 14932
660 255 275 13025
659 393 377 16543
658 256 289 14860
657 255 275 13025
656 309 377 15136
655 278 386 16833
654 344 306 14015
653 391 395 13796
652 395 315 16790
651 335 381 15531
650 325 316 13378
649 335 381 15531
648 287 304 15787
647 365 301 13406
646 292 316 16581
645 388 268 14521
644 395 315 16790
643 385 254 14819
642 258 289 14932
641 393 377 16543
640 287 304 15787
639 355 322 13718
638 398 378 15048
637 310 387 14105
636 255 275 13025
635 325 316 13378
634 268 346 14777
633 368 308 16575
632 382 304 14967
631 370 366 13618
630 256 289 14860
629 355 322 13718
628 281 287 14581
627 287 342 15977
626 265 274 14952
625 378 272 15057
624 365 259 16982
623 366 375 15556
622 296 271 13742
621 365 301 13406
620 255 275 13025
619 325 316 13378
618 370 366 13618
617 328 398 13956
616 335 381 15531
615 344 306 14015
614 397 321 13931
613 296 271 13742
612 258 289 14932
611 259 354 13356
610 258 289 14932
609 296 271 13742
608 366 375 15556
607 277 399 14862
606 398 378 15048
605 393 377 16543
604 255 275 13025
603 310 387 14105
602 394 379 13241
601 265 274 14952
600 296 271 13742
599 328 398 13956
598 394 351 15473
597 277 399 14862
596 292 289 14548
595 309 377 15136
594 265 274 14952
593 285 258 13044
592 256 289 14860
