id volMax pesoMax custo
711 376 262 16090
720 366 375 15556
691 278 386 16833
673 335 383 16287
611 259 354 13356
332 398 378 15048
162 287 342 15977
381 277 399 14862
656 309 377 15136
123 259 354 13356
667 382 304 14967
948 328 398 13956
1351 355 322 13718
1355 325 316 13378
72 365 259 16982
1302 393 377 16543
1360 395 315 16790
872 365 259 16982
466 265 274 14952
585 309 377 15136
497 344 306 14015
1141 309 377 15136
627 287 342 15977
1076 360 331 15444
206 268 346 14777
1041 397 321 13931
1341 376 262 16090
286 376 262 16090
365 343 277 15226
1358 397 321 13931
1330 385 254 14819
1175 265 274 14952
393 355 322 13718
1269 343 277 15226
1162 335 381 15531
928 256 289 14860
1364 336 345 14342
348 328 398 13956
750 255 275 13025
505 255 275 13025
529 296 271 13742
322 288 346 13476
1221 344 306 14015
222 285 258 13044
721 394 379 13241
47 395 315 16790
174 395 315 16790
86 388 268 14521
249 360 331 15444
756 335 381 15531
