id volume peso recompensa duração(s)
8143 19 3 1814 369
1915 10 10 588 654
3649 22 19 602 291
6312 7 26 1257 632
4713 13 10 606 592
5213 22 25 1227 810
901 9 6 1467 681
113 13 6 580 558
434 10 3 1641 417
12616 10 22 1694 969
3545 29 20 1972 641
4829 7 13 1210 414
9893 28 22 330 563
3775 26 7 738 375
12233 10 6 542 430
12078 6 6 442 900
9262 26 26 1261 1009
575 25 28 1909 396
5038 16 3 262 658
1256 6 6 442 900
4008 25 22 580 176
9367 22 3 1492 283
7794 10 26 410 192
3045 7 10 801 919
927 16 22 1579 619
9044 29 10 483 1038
7453 7 20 1241 674
262 10 19 1278 267
8475 22 13 226 631
7927 19 10 1820 348
9047 19 16 1351 615
10969 6 19 1591 138
12337 25 22 861 590
3713 29 26 1522 215
9289 7 3 1607 273
9676 10 6 1747 577
11345 6 6 779 122
1646 26 22 1628 925
2157 25 6 216 182
2997 13 22 590 660
881 19 6 1204 453
8787 23 16 1918 1042
11867 6 13 1201 715
10976 19 19 873 118
9668 20 3 1785 160
12695 25 16 1200 591
12102 26 19 244 1055
10725 13 10 738 190
11079 16 28 935 528
10065 16 13 1718 114
2856 10 26 1843 187
1414 26 29 267 777
5374 23 29 1232 389
6566 9 19 775 997
11230 16 3 836 819
11908 10 26 1229 237
2078 3 19 1432 1051
2418 16 26 1789 1077
4911 16 3 836 819
13165 6 13 1201 715
4229 10 26 1229 237
10209 6 22 597 540
4360 9 6 748 381
774 13 25 1467 1058
7176 19 22 1260 355
9701 16 6 755 874
8938 26 7 738 375
2801 13 23 560 244
1143 23 20 437 996
2436 26 26 1790 648
1643 7 23 907 152
11704 26 22 1487 269
11967 20 16 1200 991
10465 3 22 1662 201
2689 6 29 834 900
9990 6 16 1023 132
914 28 6 1953 299
227 19 13 1784 152
6913 6 22 794 783
13613 19 28 486 840
7563 16 29 1002 441
13289 29 16 1369 817
2837 9 19 775 997
2253 28 19 1240 826
9074 22 16 644 313
12745 22 19 470 470
4435 13 16 1785 297
1000 13 13 1679 146
11506 13 20 1951 729
3905 19 22 1440 777
2097 22 13 1897 272
8242 28 6 1636 436
3669 20 16 851 446
6677 19 6 324 237
7508 13 6 490 406
13430 22 13 709 953
4380 23 29 1232 389
9649 25 6 647 415
1332 26 6 1627 732
1540 16 29 1593 882
10463 19 19 873 118
8378 23 16 1936 498
4727 29 16 1051 169
4314 20 13 1054 815
4585 10 16 1202 634
4182 25 16 620 1002
12278 22 16 1598 841
10444 19 16 1319 385
5672 13 29 626 332
10265 16 29 1883 380
11066 9 13 1442 168
2137 19 6 217 732
7190 26 22 1513 447
9310 19 25 1263 748
1534 13 29 719 531
5075 6 22 597 540
382 29 20 1972 641
8625 19 9 1897 881
9152 19 25 305 782
1865 13 13 1714 399
4675 29 29 1019 326
988 26 6 1627 732
6792 22 19 602 291
7397 9 6 748 381
11381 26 16 1303 358
886 7 3 1607 273
9299 25 13 546 1056
1363 19 26 836 356
4402 7 26 634 751
13285 22 13 709 953
6249 13 23 1714 347
2307 25 22 471 448
10184 16 19 1193 338
3582 13 26 1639 927
9373 22 3 338 357
11439 10 3 547 766
2071 25 16 620 1002
7590 10 13 414 478
1048 22 22 626 1048
12472 19 22 1719 159
13567 25 28 724 816
1903 6 13 1201 715
8521 29 20 1160 237
9794 13 9 820 552
5347 23 20 437 996
10098 22 19 470 470
7216 28 16 327 1010
11641 13 25 550 100
8903 19 13 1904 276
13760 29 10 483 1038
386 16 26 1789 1077
10293 19 22 1897 986
8486 26 22 1513 447
2949 22 22 930 324
7933 9 6 1467 681
14138 28 19 1240 826
3681 29 26 719 600
935 23 13 206 128
7347 3 3 699 786
5730 28 6 1953 299
10339 13 23 560 244
856 13 23 916 1026
1450 16 6 755 874
10590 10 29 676 526
12963 6 22 666 504
8834 3 3 575 287
10571 13 10 483 694
1513 3 23 1410 1028
5716 26 6 1156 1073
1404 19 22 1804 622
10767 10 3 547 766
13291 28 6 1953 299
8269 3 16 501 692
11513 16 23 746 416
1166 7 20 1241 674
452 16 29 1730 638
5722 6 16 647 872
11114 29 26 1724 482
13432 7 7 828 643
9077 25 6 647 415
6451 6 22 562 614
1815 29 16 584 203
4811 22 16 1598 841
11760 16 3 227 464
7209 26 26 496 520
2938 13 6 1475 889
8697 20 13 1542 128
12370 3 13 1306 202
7285 7 20 412 756
10549 16 16 287 918
10689 23 29 1232 389
2826 16 19 234 1001
2928 13 25 1467 1058
5936 16 13 367 703
1303 22 3 1565 763
4912 29 20 1160 237
8832 13 13 1714 399
11000 22 22 318 898
1168 7 7 828 643
6772 6 6 779 122
3781 7 26 1257 632
4393 16 3 704 1025
5479 22 19 783 277
11976 7 20 1880 705
734 13 6 490 406
13563 19 13 1688 640
8953 20 7 894 300
7433 6 13 1713 686
13562 3 19 952 540
7149 22 13 226 631
13205 6 6 1445 1014
11369 6 29 1800 116
10885 28 25 952 377
10512 16 10 1081 1064
10879 22 28 1717 549
4233 7 29 743 826
12944 7 20 1577 1043
5535 23 16 1936 498
13014 29 29 969 833
4159 16 16 878 697
13671 6 22 794 783
6571 22 3 1565 763
4227 29 20 1704 502
10827 6 19 1243 977
7194 16 6 1332 642
11019 6 29 1859 261
2489 22 29 1448 487
11050 13 13 1710 800
906 3 13 1889 538
7051 28 9 1185 918
3911 23 26 1594 1052
6493 20 20 418 893
8835 13 16 1785 297
8979 25 22 861 590
3358 6 3 1347 609
11023 13 16 1894 625
2447 3 20 1263 905
12263 10 10 553 631
10819 25 22 580 176
1689 10 29 1488 1094
13218 13 6 490 406
7294 29 10 483 1038
10060 20 7 894 300
9297 22 13 1897 272
5817 16 10 1508 454
417 19 10 1820 348
12713 6 19 996 631
2931 3 3 575 287
5206 7 3 1823 958
1169 25 22 861 590
9241 19 22 1897 986
5504 7 7 828 643
10576 19 16 1319 385
6103 16 22 491 581
11663 16 3 704 1025
12493 7 20 412 756
12024 20 13 636 446
1641 20 16 851 446
5894 29 13 1014 130
12617 26 16 403 402
7824 19 10 1820 348
981 23 20 1786 1041
9082 10 29 1194 399
8995 26 16 1303 358
485 16 28 1821 660
7688 3 19 754 984
3642 26 26 716 445
4330 13 10 629 410
12628 19 3 762 269
5692 19 16 1319 385
9475 13 10 483 694
12922 6 16 647 872
5336 29 29 969 833
8994 13 9 820 552
621 25 6 647 415
6148 6 3 615 970
12261 22 10 1848 196
14366 19 3 762 269
3741 7 13 898 325
11728 7 7 1524 189
5471 29 10 1463 145
12517 3 13 1306 202
7709 16 6 755 874
10971 19 3 1547 279
10712 29 19 1268 1095
6151 19 10 1820 348
3907 3 3 715 977
1183 7 16 789 650
2479 20 13 636 446
5091 16 22 491 581
5211 3 10 579 103
1117 25 22 1331 509
9030 13 29 1255 923
14180 19 22 1260 355
7305 19 28 946 1021
9838 29 10 1463 145
12533 19 19 1990 106
4892 3 13 751 234
4576 7 13 1210 414
5892 19 13 1040 651
3977 16 3 262 658
4117 6 6 631 145
3221 3 10 984 463
277 25 22 580 176
3754 26 19 1397 1043
7937 16 29 1739 656
5066 13 20 1925 840
3226 13 26 1639 927
9104 16 13 1121 641
4307 26 26 716 445
3957 9 6 748 381
4730 3 19 1432 1051
10119 7 16 764 617
11383 6 19 406 430
7903 29 16 1442 123
5613 19 13 1784 152
13520 6 10 465 900
3172 26 13 1295 104
4795 7 20 1880 705
12003 7 23 1303 229
2177 13 23 916 1026
13315 20 13 1542 128
7035 16 23 746 416
12991 19 6 217 732
11283 26 22 1513 447
5905 29 26 1522 215
14003 13 23 916 1026
9588 26 22 1348 605
6994 10 6 1765 970
7940 19 22 1440 777
2917 10 10 553 631
3064 16 28 935 528
4630 3 22 1768 195
10982 13 16 1894 625
5640 23 13 206 128
3613 3 13 1502 270
10364 6 16 618 1039
4833 16 3 477 194
7677 6 3 453 537
9616 16 26 1590 728
3061 22 10 1233 546
10231 13 13 1710 800
13477 20 26 1863 104
14336 25 16 1200 591
11012 6 6 631 145
12443 22 10 1233 546
7095 23 29 1789 900
10154 26 6 774 314
12480 3 19 585 827
7877 7 13 734 917
11897 16 20 816 1079
6570 13 26 396 664
1467 16 3 477 194
10846 19 6 217 732
2091 23 23 1366 481
9137 3 20 1645 316
3724 16 16 287 918
7162 29 29 763 971
11080 19 25 844 478
7115 3 16 1105 256
6118 6 19 486 789
2778 9 6 1467 681
4609 13 6 1475 889
2968 20 16 1200 991
8706 3 13 1907 307
1274 26 22 1628 925
9424 13 29 1511 325
4921 22 10 1848 196
13220 23 7 983 372
3342 13 29 1511 325
10766 26 10 574 593
6323 20 7 386 964
11613 13 6 490 406
2105 28 6 1636 436
6675 20 20 418 893
4668 19 22 1719 159
10889 19 16 1351 615
11977 13 3 699 1056
5842 3 19 901 980
13452 26 6 1627 732
5389 19 9 1897 881
5338 3 3 699 786
9173 26 16 1303 358
9869 16 10 1081 1064
3651 9 13 1442 168
5558 7 16 789 650
12957 23 23 881 353
11263 13 26 1073 1066
12967 28 25 952 377
11299 6 28 1820 271
9823 10 6 1765 970
13455 6 6 442 900
479 25 13 1251 384
2456 16 29 1593 882
11538 13 6 1062 195
7510 6 16 647 872
3025 10 23 1205 1088
7818 10 22 1694 969
14044 16 20 816 1079
13411 19 28 213 755
2187 28 16 327 1010
4991 6 19 406 430
11173 19 13 1784 152
3108 6 26 1143 180
1583 6 22 562 614
9135 3 22 1768 195
3050 7 23 907 152
9119 13 26 1073 1066
784 25 22 471 448
453 3 16 753 124
6039 13 22 590 660
6878 3 10 1475 786
6723 19 22 1260 355
236 25 28 521 989
1674 16 26 1789 1077
400 25 25 371 509
11375 28 25 952 377
9435 3 23 697 699
5847 16 16 878 697
5322 13 3 455 292
190 10 26 410 192
12601 20 23 204 293
8171 22 28 1717 549
7838 10 26 1229 237
10654 22 9 1509 598
5939 22 10 1079 154
599 13 10 1614 331
12401 16 16 287 918
9525 25 13 609 1070
11638 13 13 1710 800
10803 19 22 735 193
11646 25 22 471 448
7356 13 29 1255 923
5734 19 6 324 237
7063 28 16 327 1010
13434 23 16 1936 498
1652 6 29 834 900
8758 6 16 1023 132
10673 13 9 1857 1017
11771 16 10 1081 1064
9666 23 16 868 608
11840 19 25 854 790
9368 3 20 1263 905
14175 29 20 1991 704
9062 6 10 465 900
4887 16 10 1309 888
4028 13 3 699 1056
5323 6 22 794 783
6768 25 13 1251 384
5433 23 3 1396 143
13056 6 26 1143 180
4641 22 3 480 1037
3610 13 13 967 355
5209 6 13 1713 686
8592 3 23 571 632
6 13 23 1714 347
14228 23 16 1918 1042
4697 16 20 816 1079
9342 6 19 1243 977
5912 16 29 1694 404
