id volume peso recompensa duração(s)
4633 6 19 1185 822
6149 19 13 1784 152
8440 3 10 1791 520
2881 25 28 1521 284
12684 20 13 1054 815
12914 3 13 1210 892
7604 20 23 204 293
5913 13 10 1614 331
495 3 3 575 287
2488 16 16 772 229
11065 9 6 748 381
12469 28 25 952 377
4434 13 9 820 552
6241 20 7 386 964
7562 16 13 367 703
8700 13 3 466 937
3630 20 16 823 524
1483 7 10 1672 419
2717 16 13 1121 641
8261 3 13 472 300
9479 3 3 715 977
6635 3 13 751 234
9663 9 22 452 901
8113 10 10 553 631
11002 16 29 1730 638
3112 25 22 1331 509
8180 10 13 414 478
6774 7 26 1166 552
6592 13 20 1951 729
13608 3 3 715 977
3679 22 28 1717 549
10250 7 23 907 152
9903 13 10 738 190
9806 13 26 1639 927
9333 16 19 234 1001
6599 22 28 347 1058
13424 6 22 597 540
10833 19 22 691 728
3553 13 23 1714 347
3505 19 19 1990 106
2862 6 29 1859 261
2355 16 28 1821 660
8073 13 3 455 292
10375 13 23 560 244
4087 13 3 795 302
11905 19 19 1990 106
3318 16 16 706 408
6092 22 28 347 1058
12013 22 25 1227 810
6954 19 3 522 1009
3537 28 22 330 563
11462 3 16 220 351
1520 7 26 634 751
687 9 9 1137 1019
12231 3 10 1475 786
868 6 19 1243 977
12667 6 16 618 1039
217 23 23 881 353
2754 7 26 634 751
7831 3 3 575 287
5560 20 13 1542 128
2838 16 13 1121 641
10554 20 16 851 446
10646 23 20 1536 804
5339 28 16 827 999
5127 26 29 610 917
4176 25 6 647 415
6541 13 10 606 592
6685 3 22 1768 195
1182 13 29 1255 923
9392 13 22 590 660
6933 22 16 1598 841
14365 26 20 971 308
3951 16 3 1518 1053
5164 10 29 1194 399
3057 6 16 618 1039
332 3 23 571 632
7466 23 26 1520 942
10835 13 13 967 355
8043 25 13 609 1070
4797 13 10 738 190
3452 25 25 371 509
10436 13 3 621 723
8386 23 13 206 128
8065 3 13 1313 1080
2438 19 9 1059 580
11325 29 19 1268 1095
9686 10 19 1278 267
415 19 22 735 193
9490 3 9 1558 1056
4855 19 25 844 478
10475 13 16 1785 297
12843 23 26 1520 942
3398 19 22 1719 159
8599 6 3 615 970
10017 7 3 1823 958
3445 10 22 1694 969
3073 26 26 1261 1009
185 26 20 971 308
14277 3 20 1434 362
8087 23 23 1382 991
12743 19 19 1437 576
8469 13 16 1894 625
4579 20 7 894 300
11973 26 16 403 402
2400 26 13 1295 104
4396 20 20 418 893
4762 6 26 1291 1035
4560 16 3 227 464
1692 6 10 713 921
1160 6 16 618 1039
4239 10 3 547 766
10121 20 16 1200 991
8659 29 29 1019 326
7622 13 16 1785 297
7570 6 29 834 900
2664 26 26 1170 838
6790 19 3 1814 369
6865 13 29 719 531
9171 13 26 1253 542
2315 6 22 597 540
8628 3 23 697 699
14085 19 25 305 782
5276 22 22 318 898
7726 10 22 1694 969
1426 16 3 279 744
13173 10 29 1488 1094
13972 6 6 779 122
13726 28 22 330 563
10471 3 13 751 234
34 26 19 244 1055
9718 10 16 1202 634
2156 13 22 590 660
9881 10 3 547 766
1135 16 13 654 720
10533 19 22 1200 449
6678 22 13 1897 272
4271 10 3 1886 632
4061 3 13 1907 307
10926 26 7 618 442
5955 6 22 666 504
11815 13 16 1894 625
14270 16 10 396 514
13721 6 19 996 631
5275 16 29 1593 882
13439 10 3 1886 632
14179 16 29 1739 656
12720 25 28 1521 284
2416 16 26 1590 728
2494 6 19 1243 977
3619 25 22 580 176
5900 29 23 1148 789
10963 28 19 828 888
1686 16 26 1789 1077
2878 22 13 709 953
427 3 9 1558 1056
6581 19 28 946 1021
8636 25 28 724 816
8812 10 29 1065 111
13959 9 25 1529 1008
5423 10 29 1194 399
7666 22 19 1628 332
8611 19 3 1547 279
12952 19 6 1108 1031
1179 6 3 1176 551
2209 13 25 1467 1058
4700 3 16 753 124
11116 22 13 1897 272
14363 9 6 748 381
792 26 13 1295 104
9652 29 29 969 833
8842 19 28 486 840
8491 16 28 1821 660
13876 22 6 683 553
7102 10 23 1205 1088
7191 19 6 1204 453
9553 10 3 1886 632
3319 16 13 671 726
2675 29 16 1442 123
9181 22 22 265 766
12255 19 13 1688 640
4249 10 22 1694 969
2291 7 10 1672 419
4091 16 13 707 359
2871 19 28 213 755
3471 23 16 1918 1042
12887 6 6 1921 197
11037 13 13 1008 398
436 19 22 691 728
4505 26 29 1233 434
5812 3 3 699 786
6620 19 22 691 728
11402 25 22 861 590
12204 13 10 738 190
4372 13 3 466 937
7220 23 26 1520 942
11463 13 22 590 660
9547 19 26 309 271
10415 29 10 483 1038
3284 9 16 814 281
234 19 3 1982 619
14117 16 16 706 408
10799 26 6 1156 1073
13212 3 16 1796 762
8446 29 29 763 971
4620 6 16 647 872
13257 13 3 795 302
10743 3 19 952 540
5295 22 19 287 752
14390 26 22 1513 447
11881 29 23 1148 789
12176 19 22 691 728
10498 7 10 801 919
3694 3 23 1410 1028
9002 19 29 1523 353
4672 19 29 1523 353
7539 3 19 901 980
4444 3 13 1907 307
12005 25 13 546 1056
121 29 16 1369 817
571 16 19 234 1001
3985 6 6 564 1017
3457 19 22 1200 449
2023 3 20 1434 362
12075 19 13 1537 614
1144 13 20 1951 729
13293 20 23 1325 338
3295 23 29 957 387
3215 29 10 483 1038
14055 13 13 1008 398
8566 6 29 1859 261
6937 19 6 217 732
10366 26 26 716 445
7132 10 10 553 631
14165 3 19 585 827
13887 22 3 338 357
1440 3 16 1796 762
6218 3 19 952 540
3729 16 19 1193 338
6157 19 3 522 1009
1104 19 6 1813 756
12459 20 7 894 300
4127 7 20 412 756
9379 19 22 1804 622
4377 9 16 814 281
9484 26 29 267 777
6269 10 19 1278 267
3997 13 26 396 664
12374 6 6 564 1017
9147 29 16 1442 123
4981 19 3 1982 619
9740 22 19 287 752
7100 19 6 217 732
688 7 26 1257 632
10079 10 19 1278 267
3887 13 3 690 686
7127 22 10 1079 154
