id volMax pesoMax custo
138 395 315 16790
846 308 371 13865
3 382 304 14967
1044 265 274 14952
312 391 395 13796
829 360 331 15444
987 255 275 13025
959 365 259 16982
818 296 271 13742
173 256 289 14860
33 335 381 15531
683 343 277 15226
279 360 331 15444
891 281 287 14581
522 262 389 15106
1217 287 304 15787
1128 368 308 16575
1362 395 315 16790
1280 397 321 13931
422 365 259 16982
490 388 268 14521
1075 262 384 15363
580 335 265 15168
1286 292 289 14548
273 335 381 15531
54 398 378 15048
779 391 395 13796
1317 288 346 13476
385 343 277 15226
360 355 322 13718
1170 310 387 14105
154 287 304 15787
934 335 383 16287
308 287 342 15977
1112 391 395 13796
380 388 268 14521
137 365 301 13406
990 335 265 15168
1064 268 346 14777
68 287 342 15977
27 378 272 15057
1095 256 289 14860
1307 378 272 15057
