id volume peso recompensa duração(s)
6140 16 22 1579 619
939 3 20 1434 362
2271 22 25 914 337
450 19 13 1688 640
6524 16 13 1121 641
3483 3 13 1502 270
864 7 26 634 751
6882 10 13 414 478
9954 7 26 634 751
5142 10 29 1194 399
14247 3 9 1558 1056
8607 16 29 1002 441
6018 13 6 490 406
148 25 13 546 1056
3749 19 22 1719 159
9831 23 16 1918 1042
11946 19 16 1489 751
2660 23 3 1396 143
12959 19 13 884 455
2648 13 3 203 818
2114 16 22 491 581
1655 29 16 1442 123
8024 16 13 367 703
6826 29 29 763 971
4582 20 23 1236 246
3960 23 29 1789 900
10206 6 19 486 789
1473 3 13 530 916
10735 29 20 1704 502
3340 7 23 907 152
3364 26 26 716 445
8328 9 6 748 381
11516 26 16 1296 524
4451 19 29 1523 353
8860 10 26 1843 187
5916 25 28 1909 396
3904 29 16 1369 817
6001 19 22 1200 449
2144 29 29 1019 326
11994 7 20 1880 705
9984 10 13 347 187
11966 3 3 699 786
5404 7 29 598 161
7729 6 26 1143 180
1786 3 22 1768 195
14077 26 26 1790 648
6552 16 13 707 359
9970 28 16 327 1010
9024 22 22 626 1048
7130 13 29 1255 923
12477 13 6 580 558
13048 29 10 1657 287
1727 16 6 1907 397
11693 22 9 1805 279
14009 19 6 1108 1031
11100 10 6 1747 577
11092 28 16 827 999
10303 28 9 1185 918
5351 25 13 546 1056
11452 13 9 1857 1017
748 7 23 907 152
3074 3 13 751 234
473 10 16 1202 634
7344 28 6 1636 436
7346 7 20 412 756
12973 6 6 442 900
801 9 19 1281 241
1070 19 13 884 455
3999 26 7 618 442
10944 7 13 1210 414
1718 3 13 751 234
1069 3 16 501 692
2740 16 3 704 1025
8447 29 23 1148 789
9015 29 16 584 203
10259 19 13 1875 107
2348 16 19 1193 338
12644 19 13 1040 651
1914 19 6 1813 756
6739 10 13 414 478
11467 22 29 1448 487
1663 7 7 828 643
1050 9 22 909 192
4567 19 9 1059 580
8001 9 19 1281 241
3981 19 19 873 118
1063 16 29 1694 404
10529 3 13 1306 202
41 25 16 1200 591
202 23 16 868 608
3380 23 29 957 387
2322 7 16 764 617
8424 19 22 1897 986
3465 19 22 1719 159
13278 19 13 1040 651
12543 3 13 472 300
13657 7 29 743 826
1814 22 16 644 313
11846 3 10 1475 786
10327 16 22 1579 619
8930 19 28 512 778
2845 13 9 820 552
6107 16 10 396 514
4224 20 23 1325 338
526 10 22 1694 969
10854 16 29 1883 380
9924 7 16 789 650
6919 10 13 419 950
5805 9 19 775 997
12662 7 13 1210 414
408 16 6 1188 697
14327 22 10 1079 154
4678 10 26 1843 187
7393 3 10 984 463
4893 20 3 1785 160
2074 19 28 512 778
4465 10 6 542 430
6775 19 28 946 1021
985 16 3 279 744
8707 3 13 1306 202
1556 3 13 1889 538
9497 29 26 719 600
13323 29 20 1972 641
13037 22 28 1717 549
4526 25 28 1370 535
2200 6 29 1859 261
5902 7 23 1303 229
6064 7 7 1524 189
1536 6 13 1713 686
3059 19 13 1875 107
1493 20 16 823 524
2815 16 6 1907 397
475 29 10 1463 145
2875 19 13 1537 614
13844 29 26 719 600
848 10 6 1747 577
3026 16 19 1873 697
1553 3 13 1313 1080
3779 13 10 629 410
12187 29 16 584 203
2269 3 3 355 869
5639 9 22 909 192
120 13 6 223 597
12681 3 10 579 103
4669 25 28 1370 535
5656 19 22 691 728
10031 7 7 828 643
4596 16 19 1193 338
2833 26 13 1295 104
12540 22 19 1628 332
8675 3 16 1105 256
4168 23 16 1918 1042
9142 10 6 1747 577
1196 29 10 1463 145
2368 6 22 562 614
9754 10 29 1488 1094
8120 10 23 1205 1088
5098 6 6 564 1017
9715 26 22 1165 1100
14293 22 19 1628 332
10602 16 13 654 720
10204 10 3 1641 417
2288 19 3 784 755
7863 13 3 699 1056
10168 20 16 1200 991
11097 16 10 1309 888
11340 20 23 1325 338
11448 22 10 1848 196
2195 26 22 1348 605
9851 10 29 1065 111
2820 22 22 265 766
11062 19 19 1437 576
12083 29 19 1268 1095
4218 22 16 982 229
977 19 13 1040 651
8147 16 3 704 1025
5834 16 16 706 408
6314 22 25 1227 810
12557 3 13 472 300
11814 22 22 318 898
11581 26 19 244 1055
7998 19 16 1489 751
