id volume peso recompensa duração(s)
1821 20 20 418 893
4564 7 3 1607 273
8138 19 25 844 478
4103 16 6 1907 397
2677 7 16 764 617
7617 19 10 1820 348
11801 28 16 827 999
9383 3 20 1263 905
7170 7 7 828 643
5161 6 19 1591 138
11193 22 29 1448 487
2924 25 16 620 1002
11918 22 3 480 1037
11718 16 28 875 1094
4847 28 16 827 999
10728 23 26 1913 600
5023 13 29 719 531
14176 7 10 1672 419
11135 22 25 224 467
205 13 13 1679 146
13148 23 7 983 372
14043 23 23 881 353
7178 6 16 1023 132
9259 10 13 1315 328
8865 3 13 472 300
6577 10 10 553 631
13402 13 3 690 686
5441 29 29 969 833
5944 13 3 699 1056
8642 19 22 1897 986
6985 6 6 631 145
4891 7 10 1630 963
2281 10 26 1229 237
9973 10 6 1765 970
8416 10 3 547 766
6716 22 13 667 765
11793 29 10 1657 287
2618 19 3 1547 279
1724 26 29 267 777
9124 29 13 1014 130
5175 13 29 1511 325
13469 10 19 1278 267
3384 6 3 1347 609
5477 25 25 371 509
9945 6 19 1243 977
6214 6 3 615 970
4246 29 19 1268 1095
6894 3 16 1105 256
14280 29 29 763 971
4720 7 7 1524 189
3130 6 26 1291 1035
8092 26 16 1296 524
166 13 6 1475 889
1870 29 20 1160 237
13501 3 19 952 540
12834 22 13 1897 272
10639 25 28 1521 284
7597 23 26 1520 942
10564 26 26 716 445
12509 3 20 1645 316
6972 10 3 1641 417
8098 6 28 1820 271
9576 16 29 1002 441
11465 3 20 1434 362
2408 13 16 1894 625
4540 10 22 1694 969
10153 20 13 1542 128
5922 3 7 1565 226
1242 26 19 244 1055
1922 23 26 1520 942
7074 22 13 293 191
3044 16 13 671 726
3238 22 19 1628 332
11750 3 22 1662 201
3236 13 3 621 723
11879 13 6 580 558
13174 19 16 1012 845
4241 16 26 1590 728
2998 29 10 1463 145
1393 22 28 1717 549
3023 19 3 522 1009
4768 23 26 1594 1052
6793 26 22 1513 447
4794 7 20 1880 705
5857 29 16 1051 169
9150 22 29 1500 828
9858 25 6 216 182
5392 13 3 466 937
10548 6 6 1921 197
2304 29 29 969 833
12781 3 13 1889 538
12531 19 28 213 755
4618 19 13 1040 651
9462 3 16 501 692
1210 25 19 1753 524
8330 6 22 597 540
12409 6 13 1713 686
7022 7 16 764 617
10432 26 22 1348 605
1100 20 23 204 293
9236 16 13 707 359
4608 3 19 1928 713
12163 28 22 1166 491
8316 3 19 901 980
13974 7 26 1166 552
12819 19 3 522 1009
14387 19 3 784 755
2302 13 10 483 694
5398 9 25 1529 1008
9364 29 26 1724 482
5385 13 20 1951 729
13189 16 16 287 918
7324 16 13 1718 114
9172 10 10 588 654
5364 19 9 1059 580
7351 20 16 851 446
13372 6 10 465 900
13040 10 16 1202 634
5454 10 3 1886 632
12165 3 3 355 869
14142 16 13 1477 513
1977 7 26 1166 552
690 19 25 305 782
9716 13 13 967 355
10522 13 6 1062 195
429 23 29 1232 389
6922 6 10 713 921
8519 13 20 1951 729
13182 16 3 227 464
6245 10 29 676 526
4913 10 26 1229 237
11992 3 9 1558 1056
10751 10 16 1202 634
9747 19 19 1990 106
9673 13 6 1475 889
11119 6 22 562 614
4825 23 16 868 608
9719 7 29 743 826
9514 22 25 1227 810
1241 29 20 1160 237
13227 3 20 1263 905
13359 6 29 834 900
5527 22 19 1628 332
13478 6 3 615 970
4092 6 19 996 631
10483 20 7 894 300
4321 22 3 338 357
1043 16 29 1142 878
13776 22 25 224 467
11201 19 16 1967 865
4737 13 9 1857 1017
6725 20 13 636 446
5365 9 9 427 447
4358 19 13 1784 152
11855 3 3 575 287
3793 10 10 1285 483
12668 16 3 836 819
2404 13 23 1714 347
7640 13 29 719 531
13486 9 22 452 901
10407 22 6 683 553
10486 26 22 1165 1100
3858 16 3 477 194
3837 13 13 1008 398
13401 19 6 1204 453
4338 13 6 1062 195
4201 3 9 1558 1056
2867 26 26 496 520
8049 13 3 455 292
5089 25 28 724 816
9847 23 7 983 372
5994 16 29 1142 878
4336 19 22 1719 159
10881 29 26 719 600
6834 10 26 410 192
12133 20 23 1551 986
12346 3 3 355 869
3674 3 3 715 977
4753 16 3 704 1025
5753 16 29 1694 404
844 3 10 1475 786
1505 22 19 602 291
12311 19 28 946 1021
5482 23 29 957 387
9604 13 23 1714 347
4707 23 16 1936 498
980 10 13 414 478
3447 16 28 935 528
8868 23 7 936 609
1288 13 25 1467 1058
10609 26 26 1170 838
7025 26 26 1261 1009
2325 25 13 609 1070
11169 3 13 530 916
5072 26 13 1295 104
7893 22 22 626 1048
13710 13 13 1008 398
2016 20 16 851 446
2431 13 29 626 332
14188 20 10 1663 207
2962 16 3 836 819
6696 19 22 1719 159
12184 22 3 1492 283
10061 16 19 234 1001
9347 22 29 1448 487
12838 23 29 1232 389
12423 19 22 735 193
12649 29 29 763 971
4973 26 16 1303 358
1189 16 22 1579 619
9018 7 7 1524 189
8576 3 9 1558 1056
3970 26 22 1513 447
13316 3 19 754 984
7147 16 3 227 464
9877 7 16 764 617
2493 16 22 1579 619
6102 20 16 823 524
13299 6 6 564 1017
4481 9 25 849 1008
7146 9 25 1529 1008
5759 19 13 884 455
12500 16 16 527 1100
7274 20 23 204 293
2346 13 9 1857 1017
911 16 13 1477 513
4889 25 22 580 176
13535 6 6 1445 1014
11013 16 28 935 528
11106 13 13 1008 398
13395 13 26 1073 1066
3158 3 19 585 827
6351 3 16 753 124
7427 19 13 1784 152
6606 22 28 347 1058
6652 26 22 1165 1100
8532 26 6 1627 732
7348 25 13 546 1056
12260 19 19 1990 106
11684 3 16 1105 256
14289 13 26 1253 542
12750 3 10 579 103
11420 16 29 1883 380
4278 13 6 580 558
12097 10 29 1065 111
9184 6 3 615 970
399 16 23 746 416
892 26 16 1296 524
1174 10 6 542 430
4422 3 13 530 916
10644 19 25 305 782
1159 13 23 560 244
12970 3 10 1475 786
3497 19 28 512 778
13597 16 28 875 1094
902 20 7 894 300
10997 19 6 1204 453
6513 20 13 848 198
6586 16 29 533 935
7982 6 10 465 900
6361 22 13 1897 272
13916 22 13 667 765
9827 22 13 226 631
2290 3 9 1558 1056
5694 9 9 1137 1019
1126 23 29 1232 389
10866 16 6 1332 642
12661 28 6 1208 309
3159 19 26 836 356
7322 20 10 1569 720
4446 25 22 471 448
12431 13 26 1253 542
1147 7 10 1630 963
3325 16 29 533 935
3665 9 22 452 901
8730 3 13 355 737
12314 16 20 816 1079
2690 19 6 1108 1031
4943 16 13 1718 114
2191 3 19 1432 1051
2570 6 26 1291 1035
11195 7 16 764 617
636 9 19 1281 241
13898 13 3 699 1056
2562 26 20 1645 318
4851 26 26 1261 1009
9766 16 28 1863 653
5094 26 22 1165 1100
8389 16 22 1579 619
3519 3 19 585 827
10599 10 6 1765 970
9614 9 6 748 381
421 28 6 1953 299
2844 23 26 1594 1052
11766 22 13 1897 272
