id volume peso recompensa duração(s)
649 20 7 894 300
6286 9 22 452 901
4161 28 19 828 888
1582 20 3 1785 160
2656 10 29 1488 1094
413 7 16 789 650
938 19 25 844 478
5179 19 3 522 1009
188 13 6 1987 926
14102 23 20 1536 804
2764 13 23 560 244
7485 28 6 1953 299
11248 7 7 501 800
14052 3 23 571 632
2260 19 6 217 732
1203 22 13 667 765
1400 7 20 1577 1043
4590 19 26 836 356
11836 26 22 1065 616
1076 10 10 1285 483
2706 16 13 707 359
10794 9 6 1467 681
14145 26 26 1170 838
6988 20 10 1663 207
2231 26 26 496 520
8510 25 28 521 989
5437 3 16 501 692
7555 16 10 1508 454
3218 20 23 1551 986
669 22 13 226 631
6595 16 26 1789 1077
8821 22 19 783 277
10980 29 16 1442 123
3098 20 13 1542 128
10709 19 22 1260 355
4525 29 29 969 833
2672 13 10 738 190
4866 16 16 772 229
2248 13 29 719 531
10240 19 13 1040 651
4247 22 16 982 229
10737 28 22 330 563
9309 10 6 542 430
2117 9 19 775 997
10958 26 7 618 442
8033 22 19 1628 332
10896 29 10 1463 145
2551 28 6 1208 309
12330 25 19 1753 524
3228 13 13 967 355
4399 22 16 1175 863
2206 22 16 1819 768
2500 22 13 293 191
10233 16 16 878 697
4711 25 22 580 176
7224 13 6 223 597
4059 20 7 894 300
7239 19 9 1897 881
12331 13 29 1511 325
8173 19 25 305 782
3177 10 10 588 654
10147 26 10 574 593
4918 16 13 1477 513
11694 19 28 946 1021
11430 10 3 547 766
9190 3 19 585 827
3260 26 16 1296 524
11649 13 26 1253 542
13127 23 29 1789 900
4363 7 10 1672 419
3004 10 3 1641 417
10135 6 6 442 900
10138 13 6 1475 889
235 19 22 691 728
4771 9 19 775 997
14120 26 20 971 308
5938 10 6 1747 577
12400 23 16 868 608
8293 16 6 1332 642
4958 10 29 1194 399
5192 26 26 496 520
9363 13 16 1838 354
13162 25 19 1889 468
873 13 3 455 292
2475 19 22 1897 986
11706 3 10 1475 786
5096 13 13 1710 800
2148 28 22 330 563
762 22 19 470 470
8805 19 29 1523 353
7233 7 29 598 161
3235 6 29 1800 116
3136 26 26 1170 838
4755 9 16 814 281
6887 19 22 1260 355
14008 3 20 1263 905
7787 19 22 1440 777
13294 19 13 1040 651
1330 23 23 881 353
7409 22 16 982 229
5046 3 19 1928 713
10914 3 13 1210 892
705 10 3 1886 632
6152 7 23 1303 229
13109 20 23 1551 986
13746 7 23 907 152
2197 6 26 1991 318
888 20 23 1551 986
13908 3 20 1645 316
3915 3 13 1502 270
2846 20 23 1551 986
7740 22 19 602 291
3575 6 6 1445 1014
3143 10 19 709 692
10901 28 22 330 563
6842 6 10 465 900
13788 16 3 227 464
12927 13 29 626 332
5260 3 16 1456 192
12930 28 6 1953 299
2554 10 29 1488 1094
10423 6 26 1143 180
64 13 3 203 818
9784 19 3 522 1009
559 28 6 1636 436
9951 6 10 465 900
9952 9 13 211 1039
14242 20 26 1863 104
13283 22 9 1509 598
2263 23 16 1936 498
12365 19 13 1784 152
2124 13 26 1253 542
3060 10 10 1856 576
12428 6 22 666 504
4898 26 19 1397 1043
10575 22 28 1002 795
11758 22 16 644 313
12867 19 9 1897 881
4901 3 19 754 984
9043 16 23 746 416
12371 13 29 719 531
11112 3 10 1791 520
12554 9 6 1467 681
4121 29 13 1014 130
2086 19 26 309 271
7124 6 3 1347 609
5690 20 26 1863 104
4820 22 22 930 324
11306 20 13 848 198
3592 25 19 1889 468
1309 29 20 1972 641
1836 20 13 848 198
3667 16 28 1821 660
1685 19 29 1523 353
11239 7 23 907 152
125 13 25 1026 365
10942 26 10 574 593
10523 3 19 901 980
10438 22 19 1628 332
13580 26 26 1261 1009
4643 7 10 801 919
7463 25 28 1521 284
82 19 9 1059 580
6731 26 22 1628 925
4934 20 10 1663 207
13556 19 16 1012 845
5723 6 22 666 504
708 23 20 437 996
1310 25 28 521 989
9177 7 26 1166 552
3906 13 13 1008 398
4102 7 26 1257 632
1141 6 19 996 631
12006 16 3 477 194
7525 7 16 764 617
6115 20 13 1542 128
2477 10 29 1194 399
1307 3 13 1907 307
11885 3 13 355 737
4228 22 16 1598 841
14125 3 16 1391 846
11623 19 6 324 237
7793 7 7 1524 189
13577 3 13 530 916
4137 19 22 1200 449
9862 16 10 1309 888
8736 6 13 1713 686
4663 3 16 1456 192
13883 29 20 1972 641
6549 19 16 1012 845
10961 13 9 820 552
5490 29 29 763 971
9471 22 25 914 337
13881 10 6 542 430
13865 7 16 764 617
9935 29 10 483 1038
4281 9 13 211 1039
7266 9 25 1529 1008
5605 19 25 305 782
11318 26 22 1348 605
