id volume peso recompensa duração(s)
11296 9 22 909 192
5282 20 10 1663 207
3224 26 26 1790 648
9660 13 6 1062 195
9708 3 13 1210 892
2813 29 29 1019 326
9578 16 26 1590 728
7956 26 19 1397 1043
13021 19 28 512 778
3150 19 28 213 755
10509 22 16 1598 841
11458 6 19 406 430
6644 29 26 719 600
11171 26 22 1487 269
3116 6 13 1713 686
3142 6 16 647 872
73 9 22 909 192
11009 3 20 1645 316
1912 13 3 621 723
5174 6 6 564 1017
5473 6 26 1991 318
4248 22 10 1848 196
11917 19 16 1012 845
8109 19 22 691 728
8426 28 22 1166 491
3531 3 20 1263 905
499 25 22 1331 509
13318 6 19 486 789
5778 16 20 816 1079
13135 6 19 1243 977
12892 19 16 1319 385
2383 9 9 1137 1019
8355 3 3 699 786
2163 13 16 1838 354
14068 3 23 697 699
8010 6 10 713 921
14391 19 6 1204 453
13158 22 10 1848 196
9987 3 13 1210 892
10433 6 3 615 970
11188 9 16 814 281
379 10 26 1229 237
12859 19 19 1956 207
8549 19 16 1319 385
3103 28 9 1185 918
12919 3 20 1434 362
10116 22 3 480 1037
3538 19 22 691 728
12382 13 10 738 190
14173 6 6 564 1017
9035 13 29 626 332
170 23 7 936 609
4541 19 19 873 118
4231 23 20 1536 804
1849 28 6 1208 309
5240 3 20 1434 362
5166 29 16 584 203
728 16 29 533 935
13279 16 13 1477 513
6758 6 26 1143 180
14261 28 9 1185 918
10388 19 25 844 478
12484 29 26 719 600
1967 26 20 971 308
13010 13 10 1614 331
11789 7 7 501 800
3157 13 13 1710 800
2783 26 22 1628 925
1933 20 23 1236 246
10301 16 13 707 359
4375 26 26 716 445
6873 29 16 1051 169
3179 3 13 1502 270
4493 22 9 1805 279
5378 22 10 1233 546
5751 6 26 1991 318
7500 10 10 588 654
1542 16 29 1142 878
13543 16 16 878 697
3770 22 25 1227 810
13188 23 20 437 996
8182 22 22 930 324
6614 26 29 610 917
8239 16 29 1883 380
9305 28 6 1636 436
972 7 16 789 650
6474 22 16 1175 863
5908 19 25 844 478
9198 10 26 1843 187
2342 16 6 1907 397
