Truck_id: 3
Total Reward: 62963€
=================================
  OrderId			Reward
=================================
    22			    1886€
    25			    1907€
    34			    1347€
    54			    1558€
    58			    1508€
    62			    1565€
    67			    1332€
    68			    1823€
    71			    1880€
    94			    1856€
   117			     615€
   124			    1572€
   128			    1285€
   134			     575€
   140			    1475€
   144			    1889€
   146			    1524€
   147			    1904€
   149			     715€
   150			    1714€
   167			    1641€
   173			    1614€
   194			    1502€
   207			    1928€
   210			    1492€
   218			    1796€
   219			    1445€
   221			    1801€
   222			    1210€
   225			    1814€
   234			    1442€
=================================
N_Orders: 31	T_Reward: 47615€
