id volume peso recompensa duração(s)
3510 20 23 1551 986
11418 22 16 982 229
6791 29 10 1657 287
12611 22 28 1002 795
4051 19 9 1059 580
3105 3 13 751 234
10446 16 3 477 194
532 10 23 1205 1088
11916 3 10 1791 520
3734 26 26 1170 838
371 13 26 1073 1066
11543 13 10 1614 331
1864 23 13 206 128
13609 16 13 1121 641
1312 29 20 1991 704
13381 13 20 1925 840
8435 29 16 1442 123
3418 10 7 1801 301
13917 16 3 477 194
8387 19 16 1351 615
3343 3 3 1563 535
5337 3 13 1502 270
11344 19 3 1547 279
4109 22 6 683 553
14346 9 25 1529 1008
5280 3 19 585 827
919 3 13 472 300
4882 16 23 746 416
4213 16 6 1188 697
12784 10 29 1194 399
790 3 3 575 287
8375 6 6 564 1017
12 19 9 1897 881
7854 16 13 671 726
8731 23 7 983 372
8053 25 16 620 1002
7 29 16 1051 169
1282 3 7 1565 226
14182 10 13 414 478
3139 13 23 560 244
6991 22 28 347 1058
275 20 23 1236 246
3603 19 22 735 193
14328 6 22 562 614
11569 13 25 1467 1058
2960 26 22 1513 447
2312 16 28 935 528
445 20 10 1663 207
3833 23 26 1520 942
3487 20 10 1569 720
11396 19 19 1990 106
6788 6 3 615 970
9681 22 22 626 1048
4404 16 3 227 464
3816 22 6 683 553
10637 28 6 707 517
12475 16 29 1593 882
11800 7 3 1823 958
12884 19 19 873 118
3327 25 28 1521 284
7976 22 25 914 337
4326 22 22 265 766
14395 3 13 355 737
7405 13 13 1679 146
11893 6 3 1347 609
1379 23 20 1536 804
12822 26 6 1156 1073
12425 19 22 1719 159
14010 25 13 1251 384
4624 6 6 1921 197
12671 29 10 1463 145
1894 29 29 969 833
12746 7 20 1241 674
5149 3 19 600 422
12766 22 25 914 337
13138 10 6 1747 577
887 23 23 1382 991
862 16 29 1739 656
14042 6 10 465 900
11875 29 29 1019 326
3288 20 7 894 300
309 6 29 1859 261
9407 13 6 223 597
9335 25 28 221 802
11531 28 6 1636 436
12827 22 3 1565 763
13673 10 10 588 654
11747 16 20 816 1079
1171 26 22 1065 616
3324 22 13 226 631
4185 3 22 1662 201
4517 19 25 854 790
8483 25 13 609 1070
1080 22 13 709 953
14169 22 22 626 1048
11592 3 3 715 977
7792 6 10 713 921
3807 13 6 1987 926
6667 23 29 1232 389
6143 19 6 1108 1031
11892 26 16 1303 358
13454 19 19 1437 576
11721 9 19 1281 241
10931 10 10 1285 483
12515 16 22 491 581
12256 3 13 530 916
3141 6 28 1820 271
7302 19 16 1351 615
3491 25 16 620 1002
7107 19 22 1804 622
11111 23 26 1594 1052
13700 13 6 1062 195
1600 13 3 690 686
7180 6 19 1591 138
5399 16 16 527 1100
5987 20 7 386 964
1090 6 26 1143 180
7113 29 20 1704 502
12029 7 13 1210 414
5210 25 6 216 182
2377 22 3 1492 283
9344 29 29 1019 326
1040 22 25 224 467
11606 13 10 629 410
11510 19 22 735 193
7811 22 9 1805 279
12439 3 13 633 583
232 16 3 477 194
93 22 19 1628 332
3526 13 9 820 552
13166 7 13 734 917
13847 7 10 1672 419
8743 6 16 618 1039
8866 25 28 1521 284
4046 6 19 1591 138
