id volume peso recompensa duração(s)
14151 10 26 410 192
6784 13 29 1255 923
13541 19 13 1875 107
1695 22 25 1227 810
5986 6 10 713 921
8967 3 3 575 287
4023 26 6 774 314
2950 6 29 1800 116
10377 10 10 588 654
6393 22 13 226 631
7745 25 28 724 816
7678 29 26 1724 482
5386 26 22 1165 1100
11027 16 19 1873 697
9163 6 6 1058 294
13734 25 19 1753 524
4000 20 13 848 198
3128 16 28 935 528
2873 28 6 707 517
1026 13 3 795 302
6946 26 22 1628 925
6579 29 16 584 203
6229 13 10 606 592
5188 23 7 936 609
9737 7 10 1630 963
8778 13 6 490 406
9818 19 3 1547 279
7032 29 20 1991 704
5563 10 10 1285 483
6276 3 13 751 234
5517 29 29 763 971
1926 25 28 1909 396
612 6 16 647 872
7843 23 13 206 128
10514 9 9 427 447
8641 16 13 671 726
4684 6 28 1820 271
4789 10 23 1205 1088
14254 3 13 1313 1080
3850 13 13 1710 800
7125 29 26 719 600
5533 10 3 1641 417
6817 10 3 547 766
1750 13 6 1699 1020
9194 16 29 1694 404
6390 19 3 1982 619
6828 3 23 1410 1028
8791 22 19 602 291
1027 26 22 1628 925
6601 7 23 907 152
12419 29 16 1369 817
1911 13 9 820 552
9566 22 13 709 953
13728 22 3 480 1037
14200 16 16 287 918
3777 19 16 1012 845
3659 16 16 878 697
5160 6 13 1201 715
11989 10 23 1205 1088
6243 6 16 1023 132
6196 16 13 707 359
10277 10 23 1205 1088
3682 22 19 287 752
852 3 13 685 443
5572 10 26 1843 187
175 13 10 483 694
9116 16 13 367 703
2545 23 23 881 353
1044 28 19 1240 826
5346 26 26 1261 1009
7143 13 16 1894 625
10354 22 10 1233 546
8582 19 25 1263 748
8081 19 6 1204 453
8266 25 19 1889 468
9763 10 6 1765 970
13867 23 29 1232 389
7244 13 3 621 723
11180 3 16 1105 256
5637 6 19 1243 977
7598 16 3 1518 1053
13833 25 28 1909 396
9653 16 10 1081 1064
6124 20 23 1236 246
648 25 28 1521 284
9590 22 9 1805 279
5585 26 7 618 442
9308 20 13 848 198
5300 16 16 527 1100
7962 22 19 470 470
8225 13 29 1511 325
13343 19 6 1108 1031
5828 6 3 1176 551
7269 20 13 1054 815
2224 13 29 1511 325
957 13 6 580 558
8183 3 9 1558 1056
3441 22 29 1448 487
5620 23 26 1913 600
4639 3 10 1475 786
7078 13 13 1679 146
389 7 29 598 161
13547 20 16 851 446
6405 22 22 626 1048
5654 16 29 1002 441
10649 7 13 734 917
11884 6 28 1820 271
9269 25 28 1521 284
11464 6 6 1058 294
2806 26 6 1627 732
130 13 16 1785 297
6924 13 25 550 100
9096 22 28 1002 795
10282 6 19 486 789
12251 19 28 512 778
12808 16 19 234 1001
3530 16 10 396 514
4983 26 16 403 402
1451 6 3 453 537
10337 26 26 1790 648
11310 20 20 418 893
11082 23 20 437 996
6683 29 20 1972 641
6622 7 29 598 161
4348 19 13 1875 107
3962 6 22 666 504
9687 26 19 244 1055
9891 23 26 1520 942
13913 3 19 901 980
1458 3 19 1928 713
2054 28 19 1240 826
7916 7 20 1577 1043
9986 3 10 1475 786
10245 7 10 801 919
14039 29 20 1160 237
6504 23 13 206 128
10386 6 6 1445 1014
1731 13 29 719 531
7748 19 22 1897 986
10365 19 6 1813 756
7263 10 19 709 692
2033 22 25 224 467
5050 25 28 1370 535
4329 29 16 1442 123
10768 25 13 609 1070
5150 9 9 427 447
12594 10 19 709 692
8784 22 22 930 324
13124 19 28 213 755
542 20 10 1569 720
7134 29 29 969 833
10286 19 16 1967 865
4440 16 29 533 935
8005 20 13 636 446
1305 3 9 1558 1056
10167 22 13 709 953
9402 29 26 719 600
11777 23 29 1232 389
1237 16 3 1518 1053
405 23 3 1396 143
5434 16 26 1789 1077
13167 25 28 221 802
9220 13 3 455 292
11233 6 29 1859 261
1020 19 22 691 728
4210 6 16 647 872
12276 13 23 916 1026
3148 19 10 1820 348
2811 19 22 1804 622
9070 29 20 1160 237
10266 10 19 1278 267
9160 13 6 490 406
1768 16 13 671 726
8326 23 29 1232 389
4192 9 9 427 447
9376 26 6 1627 732
749 6 3 453 537
854 26 7 738 375
6321 7 7 828 643
2375 6 19 1185 822
3570 9 19 775 997
5395 22 22 930 324
6875 13 13 1008 398
9641 19 22 1719 159
13199 3 16 501 692
11058 16 3 477 194
6169 22 19 602 291
1490 6 22 794 783
11228 13 3 699 1056
12545 10 29 1065 111
6848 3 13 1306 202
1124 16 3 704 1025
5651 16 20 816 1079
5717 28 6 1065 121
12240 29 10 1657 287
7517 23 29 957 387
10852 13 10 629 410
351 26 16 1296 524
3872 25 22 471 448
8052 3 13 685 443
5319 10 26 1229 237
12682 23 29 957 387
106 22 10 1848 196
1111 26 22 1065 616
6377 3 13 530 916
3154 22 10 1233 546
9776 3 10 1475 786
12422 26 29 1233 434
5077 13 3 455 292
3927 22 13 1897 272
3436 13 3 699 1056
14386 13 9 820 552
11436 25 19 1889 468
8718 3 3 699 786
12841 26 26 1170 838
11290 23 26 1913 600
7727 25 13 1251 384
6160 22 25 224 467
1012 20 13 1054 815
4099 6 28 1820 271
13002 19 3 522 1009
3765 20 10 1569 720
7200 3 10 984 463
4427 13 20 1951 729
2854 7 20 1880 705
