id volMax pesoMax custo
40 376 262 16090
292 256 289 14860
811 292 289 14548
488 268 346 14777
850 277 399 14862
1174 292 316 16581
201 368 308 16575
1171 343 277 15226
590 265 274 14952
671 292 289 14548
283 378 272 15057
403 278 386 16833
917 394 379 13241
1284 296 271 13742
704 394 351 15473
56 395 315 16790
511 259 354 13356
1172 278 386 16833
1316 385 254 14819
695 335 383 16287
1279 255 275 13025
565 360 331 15444
1296 343 277 15226
542 308 371 13865
1188 296 271 13742
979 391 395 13796
684 336 345 14342
610 258 289 14932
1247 335 383 16287
153 278 386 16833
614 397 321 13931
