Truck_id: 16
Total Reward: 32050€
=================================
  OrderId			Reward
=================================
   438			    1768€
   324			    1547€
   173			    1614€
    71			    1880€
   117			     615€
   276			    1897€
   138			    1662€
   150			    1714€
   449			    1710€
   234			    1442€
   443			    1894€
    18			    1432€
   268			     779€
   428			    1679€
   128			    1285€
    46			    1591€
   252			    1838€
   187			    1201€
    15			    1137€
   436			    1820€
   379			    1565€
   197			    1434€
     4			    1991€
   380			    1785€
    67			    1332€
   401			    1210€
   210			    1492€
   147			    1904€
    49			    1718€
   262			     355€
=================================
N_Orders: 30	T_Reward: 45291€
