Truck_id: 1220
Total Reward: 8553€
=================================
  OrderId			Reward
=================================
  6692			     466€
  3661			     466€
 10218			     638€
  5676			     638€
   407			     638€
 12876			     638€
   318			     638€
  6941			     580€
   113			     580€
 11879			     580€
  6425			     580€
 10562			     738€
 12795			     738€
  3525			     738€
  2672			     738€
 11657			    1594€
  8290			    1143€
 13696			    1143€
  7729			    1143€
 13056			    1143€
  3108			    1143€
  6663			    1143€
  6496			    1143€
  5249			    1143€
  5856			    1143€
  6758			    1143€
=================================
N_Orders: 26	T_Reward: 22418€
