Truck_id: 1323
Total Reward: 4768€
=================================
  OrderId			Reward
=================================
 13002			     522€
  5179			     522€
  3023			     522€
  6954			     522€
  5901			     774€
  3877			     490€
    72			     490€
  1578			     490€
   734			     490€
  8778			     490€
 11077			     490€
 13429			     606€
 14332			     553€
 10117			     553€
  3310			     553€
  7287			     553€
  2917			     553€
  9886			     553€
 13777			     553€
  7445			     553€
  7159			     553€
  3442			     553€
 11959			     553€
  3419			     553€
 12748			     907€
 10250			     907€
  6546			     907€
    86			     907€
  3340			     907€
   748			     907€
=================================
N_Orders: 30	T_Reward: 18486€
