Truck_id: 908
Total Reward: 10572€
=================================
  OrderId			Reward
=================================
  3932			    1065€
  4113			    1065€
 13209			    1065€
 10704			     542€
  9309			     542€
  2109			     542€
  2070			     542€
 11665			     542€
  3504			     542€
  5928			    1295€
  3549			    1295€
  2400			    1295€
 10372			    1295€
  5072			    1295€
   792			    1295€
  3798			    1295€
  4240			    1551€
 11457			     753€
 12976			     753€
  9648			     753€
  3017			     753€
  2542			     753€
  6351			     753€
 12105			    1488€
   274			    1488€
   128			    1488€
=================================
N_Orders: 26	T_Reward: 26045€
