id volMax pesoMax custo
476 285 258 13044
352 277 399 14862
52 382 304 14967
553 281 287 14581
314 388 268 14521
669 365 301 13406
1182 262 384 15363
164 368 308 16575
144 335 383 16287
1168 335 381 15531
964 368 308 16575
836 259 310 16154
665 308 371 13865
984 262 384 15363
503 265 274 14952
828 368 308 16575
1137 394 351 15473
810 256 289 14860
419 370 366 13618
817 287 342 15977
736 336 345 14342
788 366 375 15556
440 360 331 15444
618 370 366 13618
254 393 377 16543
1009 397 321 13931
607 277 399 14862
535 287 342 15977
19 309 377 15136
999 355 322 13718
1359 308 371 13865
