id volume peso recompensa duração(s)
5037 16 22 1579 619
492 13 13 1008 398
1519 13 10 483 694
5008 25 6 653 107
8594 29 29 969 833
8793 25 28 1909 396
5667 19 9 1897 881
4275 16 3 704 1025
13453 3 3 1563 535
13198 9 25 849 1008
1024 3 23 571 632
3084 28 19 1240 826
12836 13 3 621 723
9422 16 3 227 464
1013 6 6 631 145
821 3 22 940 937
1614 29 16 584 203
13518 29 10 1463 145
10829 28 6 707 517
6459 19 26 836 356
5752 19 6 1108 1031
12946 28 9 1185 918
2354 16 19 1193 338
7158 19 16 1319 385
8282 28 16 327 1010
4371 13 29 719 531
831 6 3 1176 551
4097 16 29 1694 404
2608 19 13 1875 107
13819 16 28 875 1094
7325 13 25 1026 365
1584 22 22 930 324
5648 6 16 647 872
11872 19 29 1523 353
1859 16 6 1188 697
3979 26 16 403 402
2509 13 6 1699 1020
7215 3 13 633 583
10515 20 20 418 893
2566 16 28 1863 653
7201 13 16 1838 354
9702 13 3 203 818
5715 7 23 1303 229
12281 6 26 1291 1035
8344 13 20 1951 729
398 16 3 1518 1053
8916 19 28 486 840
4995 26 26 1261 1009
12227 7 20 1577 1043
10876 26 16 1296 524
12699 16 28 1863 653
7337 13 16 1838 354
11525 13 3 466 937
4495 13 25 550 100
3620 23 16 1918 1042
5959 10 19 709 692
2671 22 19 470 470
770 29 16 1442 123
11631 13 13 1679 146
8243 16 29 1142 878
11984 22 25 914 337
10570 22 3 480 1037
9159 10 13 1315 328
1797 28 19 828 888
1842 19 26 309 271
3709 20 10 1569 720
8457 16 29 1694 404
9897 20 23 204 293
10292 3 20 1434 362
3656 26 22 1165 1100
5041 16 3 477 194
3093 19 22 1897 986
13351 19 10 1820 348
5783 16 16 878 697
6964 20 7 894 300
6871 13 29 1511 325
2632 6 10 1572 528
796 29 10 1463 145
9011 3 13 1889 538
10361 22 10 1079 154
8397 16 3 704 1025
10106 6 22 562 614
11671 22 10 1079 154
4664 7 23 1303 229
7643 16 28 1821 660
4774 29 10 1463 145
12357 29 20 1160 237
8347 7 10 1630 963
9109 29 26 1724 482
1276 28 9 1185 918
2872 16 3 704 1025
2140 19 3 784 755
11886 6 6 1058 294
5509 9 9 427 447
1230 19 19 1437 576
11621 10 13 414 478
11364 26 26 716 445
13090 26 20 971 308
2899 25 19 1753 524
5890 26 20 971 308
406 29 23 1148 789
1011 16 13 367 703
8612 10 7 1801 301
12395 3 3 355 869
9395 26 22 1348 605
11517 19 3 522 1009
3202 25 28 1370 535
7799 13 10 1614 331
4927 19 25 844 478
12416 29 29 969 833
952 16 19 1873 697
13558 19 3 638 618
11541 19 22 735 193
5393 13 13 1679 146
13458 16 23 746 416
10844 16 16 772 229
3504 10 6 542 430
10993 10 10 1285 483
9861 13 20 1925 840
3127 16 22 1579 619
1913 16 28 875 1094
12637 3 16 501 692
6360 13 6 1699 1020
5967 25 28 221 802
7684 29 22 561 236
860 16 3 262 658
9792 23 26 1520 942
679 19 10 1820 348
13479 23 29 1789 900
2179 19 22 1804 622
13795 16 26 1789 1077
2895 3 19 1928 713
6787 3 16 220 351
9136 3 9 1558 1056
7701 26 7 738 375
4132 19 10 1820 348
13265 3 13 1907 307
1425 19 9 1897 881
10893 22 16 1175 863
70 3 13 1306 202
5087 20 13 636 446
6252 26 6 1627 732
11030 3 23 1410 1028
2427 23 16 868 608
4996 6 22 666 504
7544 26 6 1627 732
11608 3 16 1391 846
1944 6 16 647 872
14316 26 26 496 520
6380 26 26 1261 1009
5187 22 10 1079 154
5058 13 6 223 597
13507 16 19 234 1001
10232 22 28 1717 549
7871 16 3 279 744
10334 20 7 386 964
10542 13 29 1511 325
681 13 26 1639 927
9301 10 13 419 950
12212 25 6 216 182
11273 22 16 1175 863
13123 19 28 213 755
6398 22 19 602 291
3010 19 22 1804 622
11291 16 13 707 359
9052 19 9 1059 580
9753 23 20 1536 804
11941 23 7 983 372
10345 16 3 1518 1053
11298 26 19 244 1055
2644 10 19 1278 267
3719 3 13 1889 538
9132 19 13 1688 640
1359 22 29 1500 828
13464 13 23 916 1026
6648 19 6 1204 453
7098 3 3 1563 535
4142 10 6 1747 577
14141 13 6 580 558
1971 13 26 1253 542
65 19 13 1904 276
1773 19 13 884 455
2395 13 16 1894 625
13161 6 16 647 872
14168 3 23 697 699
8766 26 6 1156 1073
11563 7 10 1672 419
1872 28 25 952 377
7228 3 10 984 463
3954 23 7 983 372
