Truck_id: 259
Total Reward: 100401€
=================================
  OrderId			Reward
=================================
   177			    1347€
   427			    1558€
   468			    1347€
   514			    1347€
   705			    1886€
   763			    1558€
   830			    1886€
   983			    1558€
  1014			    1558€
  1305			    1558€
  1322			    1558€
  1752			    1347€
  1853			    1347€
  1873			    1886€
  2230			    1886€
  3358			    1347€
  3384			    1347€
  3511			    1347€
  3675			    1347€
  3721			    1347€
  3746			    1347€
  4693			    1347€
  5070			    1347€
  5252			    1347€
  5766			    1347€
  6164			    1791€
  6684			    1791€
  6995			    1791€
  7124			    1347€
  7231			    1791€
  7377			    1347€
  7668			    1347€
  7714			    1347€
  7873			    1791€
  8440			    1791€
  8948			    1791€
  8952			    1347€
  9053			    1347€
  9100			    1791€
  9513			    1607€
  9609			    1791€
  9706			    1607€
 10278			    1791€
 10558			    1347€
 10584			    1347€
 10685			    1791€
 10711			    1347€
 10875			    1347€
 10921			    1347€
 10946			    1347€
 11010			    1791€
 11112			    1791€
 11479			    1607€
 11490			    1791€
 11764			    1607€
 11778			    1607€
 11893			    1347€
 11895			    1607€
 11916			    1791€
 12268			    1607€
 12270			    1347€
 12452			    1347€
 12613			    1791€
 12724			    1607€
 12921			    1607€
 12966			    1347€
 13007			    1607€
 13287			    1607€
 13364			    1791€
 13782			    1921€
 13884			    1791€
 14195			    1791€
 14271			    1921€
=================================
N_Orders: 73	T_Reward: 114197€
