Truck_id: 25
Total Reward: 27534€
=================================
  OrderId			Reward
=================================
   154			     795€
   389			    1396€
    73			    1627€
   229			    1188€
   325			    1062€
   104			    1309€
   176			    1569€
   297			    1953€
   199			    1477€
   101			    1663€
   115			    1688€
   422			    1936€
   156			    1897€
    82			    1784€
   347			    1315€
   439			    1105€
   334			    1956€
     7			    1967€
   328			    1990€
   162			    1873€
    50			    1263€
    77			    1925€
   266			    1577€
    17			    1410€
    18			    1432€
   197			    1434€
     4			    1991€
=================================
N_Orders: 27	T_Reward: 42582€
