Truck_id: 16
Total Reward: 35580€
=================================
  OrderId			Reward
=================================
   210			    1492€
    67			    1332€
   311			     828€
   379			    1565€
   324			    1547€
    15			    1137€
   268			     779€
   273			    1805€
    58			    1508€
   415			    1848€
   436			    1820€
   128			    1285€
   276			    1897€
   401			    1210€
   358			    1875€
   147			    1904€
    49			    1718€
   428			    1679€
   449			    1710€
   187			    1201€
   234			    1442€
   380			    1785€
   150			    1714€
   252			    1838€
   443			    1894€
   362			    1951€
    46			    1591€
   416			    1391€
    20			    1645€
   138			    1662€
   438			    1768€
=================================
N_Orders: 31	T_Reward: 48821€
