Truck_id: 318
Total Reward: 76682€
=================================
  OrderId			Reward
=================================
    18			     699€
    97			     699€
   147			     699€
   926			     699€
  1155			     699€
  1261			    1765€
  1335			     715€
  1397			     715€
  1518			     699€
  1798			     715€
  1811			    1889€
  1901			     699€
  2149			    1765€
  2279			     715€
  2423			     699€
  2470			    1889€
  2563			    1765€
  2619			    1889€
  2623			    1765€
  2773			    1765€
  2832			     715€
  3227			    1889€
  3399			    1765€
  3498			    1765€
  3560			     699€
  3674			     715€
  3719			    1889€
  3847			     715€
  3907			     715€
  3917			    1765€
  3938			     715€
  3946			    1765€
  3958			    1765€
  3987			     715€
  4163			    1889€
  4301			     699€
  4332			     699€
  4392			     715€
  4409			    1889€
  4443			     715€
  4474			    1889€
  4648			    1765€
  4726			     699€
  4766			     699€
  4857			    1765€
  5067			    1765€
  5100			     699€
  5183			     715€
  5338			     699€
  5426			    1765€
  5812			     699€
  6155			     715€
  6408			     715€
  6994			    1765€
  7173			    1765€
  7218			     699€
  7242			     715€
  7297			     699€
  7347			     699€
  8126			     699€
  8355			     699€
  8461			    1765€
  8535			     715€
  8597			     715€
  8718			     699€
  8998			     715€
  9101			     699€
  9349			    1765€
  9479			     715€
  9623			     699€
  9763			    1765€
 10032			     715€
 10874			     715€
 11047			     715€
 11107			     715€
 11138			     715€
 11187			     715€
 11592			     715€
 11643			     715€
 12383			     715€
 13355			     715€
 13608			     715€
 13861			    1445€
 13922			    1445€
=================================
N_Orders: 84	T_Reward: 90478€
