id volume peso recompensa duração(s)
10799 26 6 1156 1073
10798 20 10 1663 207
10797 6 28 1820 271
10796 26 26 716 445
10795 3 16 1105 256
10794 9 6 1467 681
10793 9 22 452 901
10792 25 19 1889 468
10791 13 26 1073 1066
10790 13 9 820 552
10789 22 25 224 467
10788 16 3 836 819
10787 26 26 496 520
10786 29 26 1724 482
10785 7 26 634 751
10784 22 29 1500 828
10783 28 6 1636 436
10782 13 26 1639 927
10781 20 10 1663 207
10780 16 13 654 720
10779 22 3 1565 763
10778 9 25 1529 1008
10777 3 3 575 287
10776 13 20 1951 729
10775 6 6 1445 1014
10774 19 26 309 271
10773 13 20 1925 840
10772 20 13 1542 128
10771 16 13 1718 114
10770 9 19 775 997
10769 22 16 1598 841
10768 25 13 609 1070
10767 10 3 547 766
10766 26 10 574 593
10765 23 20 437 996
10764 16 29 1730 638
10763 13 20 1925 840
10762 10 3 1886 632
10761 16 16 706 408
10760 3 3 699 786
10759 3 16 220 351
10758 13 13 1714 399
10757 16 16 706 408
10756 3 23 1410 1028
10755 13 26 396 664
10754 26 26 716 445
10753 13 23 1714 347
10752 28 6 1208 309
10751 10 16 1202 634
10750 19 29 1523 353
10749 26 13 1295 104
10748 16 13 1477 513
10747 16 20 816 1079
10746 19 9 1059 580
10745 29 20 1972 641
10744 16 13 707 359
10743 3 19 952 540
10742 7 20 1880 705
10741 3 22 940 937
10740 10 13 419 950
10739 10 29 1488 1094
10738 19 22 691 728
10737 28 22 330 563
10736 19 19 1956 207
10735 29 20 1704 502
10734 29 20 1160 237
10733 28 6 1953 299
10732 10 13 414 478
10731 3 20 1263 905
10730 16 10 396 514
10729 9 19 775 997
10728 23 26 1913 600
10727 26 19 244 1055
10726 13 9 820 552
10725 13 10 738 190
10724 6 26 1991 318
10723 29 20 1991 704
10722 6 22 562 614
10721 16 16 706 408
10720 3 13 633 583
10719 3 19 585 827
10718 25 28 521 989
10717 19 16 1012 845
10716 13 13 1714 399
10715 13 3 455 292
10714 25 28 1370 535
10713 7 20 412 756
10712 29 19 1268 1095
10711 6 3 1347 609
10710 20 23 1551 986
10709 19 22 1260 355
10708 16 22 491 581
10707 13 10 629 410
10706 20 23 1325 338
10705 19 19 1990 106
10704 10 6 542 430
10703 6 29 1859 261
10702 22 19 602 291
10701 3 13 1210 892
10700 7 26 634 751
10699 13 10 1614 331
10698 10 6 1765 970
10697 19 28 512 778
10696 20 13 848 198
10695 6 6 779 122
10694 19 16 1012 845
10693 16 16 772 229
10692 13 3 690 686
10691 25 16 620 1002
10690 28 6 1208 309
10689 23 29 1232 389
10688 25 16 620 1002
10687 20 10 1569 720
10686 19 16 1489 751
10685 3 10 1791 520
10684 20 10 1569 720
10683 3 13 1502 270
10682 13 26 396 664
10681 19 25 1263 748
10680 26 29 610 917
10679 22 3 338 357
10678 22 25 914 337
10677 10 29 676 526
10676 16 22 491 581
10675 19 28 946 1021
10674 9 6 748 381
10673 13 9 1857 1017
10672 26 16 1303 358
10671 23 16 1918 1042
10670 10 13 1315 328
10669 19 13 1784 152
10668 16 13 1477 513
10667 3 20 1645 316
10666 23 26 1913 600
10665 19 22 1719 159
10664 29 10 483 1038
10663 19 16 1489 751
10662 13 6 1987 926
10661 22 29 1500 828
10660 26 29 1233 434
10659 19 3 638 618
10658 26 20 1645 318
10657 19 22 1200 449
10656 23 7 983 372
10655 6 29 834 900
10654 22 9 1509 598
10653 16 26 1789 1077
10652 25 25 371 509
10651 9 6 748 381
10650 13 3 690 686
10649 7 13 734 917
10648 23 7 936 609
10647 16 28 935 528
10646 23 20 1536 804
10645 10 22 1694 969
10644 19 25 305 782
10643 3 19 901 980
10642 10 10 553 631
10641 22 29 1448 487
10640 23 16 868 608
10639 25 28 1521 284
10638 25 25 371 509
10637 28 6 707 517
10636 13 3 699 1056
10635 19 22 1260 355
10634 23 13 206 128
10633 22 28 347 1058
10632 26 29 267 777
10631 3 19 600 422
10630 16 29 1883 380
10629 25 16 1200 591
10628 13 29 1255 923
10627 10 7 1801 301
10626 26 22 1348 605
10625 7 23 907 152
10624 28 16 327 1010
10623 22 22 265 766
10622 22 19 1628 332
10621 16 29 1739 656
10620 26 26 1170 838
10619 10 10 553 631
10618 10 7 1801 301
10617 13 3 690 686
10616 13 22 590 660
10615 13 29 626 332
10614 13 23 560 244
10613 13 26 1253 542
10612 29 26 1522 215
10611 16 13 367 703
10610 19 19 1956 207
10609 26 26 1170 838
10608 7 26 1257 632
10607 22 13 1897 272
10606 3 3 355 869
10605 6 13 1713 686
10604 25 22 580 176
10603 19 16 1351 615
10602 16 13 654 720
10601 23 26 1913 600
10600 3 22 940 937
10599 10 6 1765 970
10598 19 22 1719 159
10597 16 28 1863 653
10596 10 13 1315 328
10595 25 22 471 448
10594 16 3 279 744
10593 6 6 442 900
10592 9 9 1137 1019
10591 3 16 1796 762
10590 10 29 676 526
10589 29 16 1051 169
10588 13 9 1857 1017
10587 3 3 1563 535
10586 28 22 1166 491
10585 16 13 707 359
10584 6 3 1347 609
10583 3 22 940 937
10582 19 16 1319 385
10581 3 7 1565 226
10580 23 29 957 387
10579 7 20 412 756
10578 20 20 418 893
10577 9 9 1137 1019
10576 19 16 1319 385
10575 22 28 1002 795
10574 23 16 1936 498
10573 20 23 1551 986
10572 19 9 1897 881
10571 13 10 483 694
10570 22 3 480 1037
10569 29 20 1991 704
10568 25 13 546 1056
10567 10 7 1801 301
10566 23 13 206 128
10565 26 6 1627 732
10564 26 26 716 445
10563 3 16 753 124
10562 13 10 738 190
10561 19 22 1200 449
10560 22 16 644 313
10559 26 19 244 1055
10558 6 3 1347 609
10557 16 29 533 935
10556 3 10 984 463
10555 26 20 1645 318
10554 20 16 851 446
10553 26 16 1303 358
10552 22 13 667 765
10551 23 26 1594 1052
10550 19 19 1437 576
10549 16 16 287 918
10548 6 6 1921 197
10547 7 23 1303 229
10546 16 6 1188 697
10545 16 29 1730 638
10544 7 16 764 617
10543 3 3 1563 535
10542 13 29 1511 325
10541 20 26 1863 104
10540 7 23 907 152
10539 28 25 952 377
10538 16 10 1508 454
10537 3 16 1796 762
10536 29 10 243 775
10535 7 7 501 800
10534 23 29 1232 389
10533 19 22 1200 449
10532 19 13 1040 651
10531 13 13 1710 800
10530 22 16 1175 863
10529 3 13 1306 202
10528 9 25 849 1008
10527 25 28 1521 284
10526 22 28 1717 549
10525 16 29 533 935
10524 22 13 226 631
10523 3 19 901 980
10522 13 6 1062 195
10521 16 3 477 194
10520 13 6 490 406
10519 16 13 671 726
10518 16 16 706 408
10517 20 7 386 964
10516 26 22 1487 269
10515 20 20 418 893
10514 9 9 427 447
10513 10 29 1488 1094
10512 16 10 1081 1064
10511 22 29 1448 487
10510 10 10 553 631
10509 22 16 1598 841
10508 16 22 491 581
10507 3 16 1391 846
10506 26 29 267 777
10505 29 10 483 1038
10504 9 22 909 192
10503 22 29 1448 487
10502 22 10 1848 196
10501 19 3 1982 619
10500 25 28 1370 535
10499 26 6 774 314
10498 7 10 801 919
10497 16 28 1863 653
10496 28 6 1636 436
10495 23 29 957 387
10494 22 10 1233 546
10493 29 16 584 203
10492 3 16 1796 762
10491 19 13 1040 651
10490 3 16 1456 192
10489 22 13 293 191
10488 20 7 894 300
10487 10 13 419 950
10486 26 22 1165 1100
10485 6 19 996 631
10484 9 16 814 281
10483 20 7 894 300
10482 20 13 1542 128
10481 22 13 293 191
10480 9 22 452 901
10479 3 19 901 980
10478 19 9 1897 881
10477 13 13 1714 399
10476 19 16 1489 751
10475 13 16 1785 297
10474 19 6 1204 453
10473 25 25 371 509
10472 6 3 453 537
10471 3 13 751 234
10470 22 28 1002 795
10469 6 19 1243 977
10468 6 19 1185 822
10467 26 20 1645 318
10466 23 7 983 372
10465 3 22 1662 201
10464 7 10 1630 963
10463 19 19 873 118
10462 6 22 597 540
10461 28 19 1240 826
10460 26 16 1296 524
10459 25 28 1909 396
10458 19 3 638 618
10457 16 16 287 918
10456 25 16 620 1002
10455 16 3 262 658
10454 10 22 1694 969
10453 16 3 836 819
10452 26 22 1628 925
10451 19 19 1956 207
10450 6 3 1176 551
10449 28 16 827 999
10448 9 19 1281 241
10447 6 19 1185 822
10446 16 3 477 194
10445 26 7 618 442
10444 19 16 1319 385
10443 10 10 588 654
10442 13 13 967 355
10441 13 26 1639 927
10440 26 26 1790 648
10439 26 10 574 593
10438 22 19 1628 332
10437 9 19 1281 241
10436 13 3 621 723
10435 6 29 1800 116
10434 6 16 618 1039
10433 6 3 615 970
10432 26 22 1348 605
10431 23 20 1786 1041
10430 3 10 984 463
10429 10 13 414 478
10428 13 13 967 355
10427 3 13 1889 538
10426 13 26 1639 927
10425 3 13 1210 892
10424 26 26 1790 648
10423 6 26 1143 180
10422 26 13 1295 104
10421 3 10 984 463
10420 19 22 1440 777
10419 19 3 784 755
10418 20 23 1551 986
10417 19 16 1967 865
10416 16 28 875 1094
10415 29 10 483 1038
10414 16 29 1739 656
10413 6 6 1058 294
10412 19 3 1814 369
10411 20 10 1663 207
10410 20 16 823 524
10409 16 22 1579 619
10408 3 19 901 980
10407 22 6 683 553
10406 26 26 1170 838
10405 29 16 1051 169
10404 7 26 1166 552
10403 10 13 347 187
10402 25 28 1370 535
10401 23 23 881 353
10400 20 13 1054 815
10399 28 6 1636 436
10398 7 23 907 152
10397 28 6 1208 309
10396 16 16 287 918
10395 20 13 848 198
10394 6 26 1991 318
10393 13 23 916 1026
10392 10 6 542 430
10391 6 10 1572 528
10390 6 6 1058 294
10389 22 22 930 324
10388 19 25 844 478
10387 16 13 1477 513
10386 6 6 1445 1014
10385 20 13 636 446
10384 20 13 636 446
10383 23 29 957 387
10382 16 29 1083 521
10381 6 6 631 145
10380 13 20 1925 840
10379 3 13 1502 270
10378 29 29 763 971
10377 10 10 588 654
10376 16 10 1309 888
10375 13 23 560 244
10374 19 25 305 782
10373 22 13 293 191
10372 26 13 1295 104
10371 13 26 396 664
10370 7 13 898 325
10369 29 20 1991 704
10368 7 7 501 800
10367 26 26 1170 838
10366 26 26 716 445
10365 19 6 1813 756
10364 6 16 618 1039
10363 29 16 1442 123
10362 13 9 1857 1017
10361 22 10 1079 154
10360 22 19 470 470
10359 19 26 836 356
10358 3 19 585 827
10357 13 13 1710 800
10356 16 19 1873 697
10355 19 13 1688 640
10354 22 10 1233 546
10353 19 13 1688 640
10352 9 6 1467 681
10351 20 10 1569 720
10350 19 28 213 755
10349 3 22 1662 201
10348 19 10 1820 348
10347 20 13 1054 815
10346 13 6 580 558
10345 16 3 1518 1053
10344 6 19 1591 138
10343 10 19 709 692
10342 6 16 647 872
10341 6 28 1820 271
10340 13 25 1026 365
10339 13 23 560 244
10338 22 13 226 631
10337 26 26 1790 648
10336 26 26 1170 838
10335 3 22 1662 201
10334 20 7 386 964
10333 16 13 707 359
10332 19 25 844 478
10331 6 16 1023 132
10330 6 26 1291 1035
10329 16 16 878 697
10328 16 28 935 528
10327 16 22 1579 619
10326 19 6 1813 756
10325 23 16 1936 498
10324 29 13 1014 130
10323 19 3 762 269
10322 29 29 1019 326
10321 16 10 1081 1064
10320 26 7 738 375
10319 10 19 709 692
10318 23 29 1789 900
10317 26 22 1628 925
10316 6 13 1713 686
10315 13 10 629 410
10314 6 6 1058 294
10313 10 3 1886 632
10312 25 22 1331 509
10311 13 23 916 1026
10310 29 20 1160 237
10309 3 22 1768 195
10308 6 26 1143 180
10307 7 16 789 650
10306 19 13 1875 107
10305 3 13 751 234
10304 13 25 1467 1058
10303 28 9 1185 918
10302 22 13 667 765
10301 16 13 707 359
10300 13 10 1614 331
10299 9 19 775 997
10298 20 13 1542 128
10297 25 16 1200 591
10296 16 28 875 1094
10295 13 6 223 597
10294 23 13 206 128
10293 19 22 1897 986
10292 3 20 1434 362
10291 3 3 575 287
10290 10 23 1205 1088
10289 28 22 330 563
10288 20 10 1569 720
10287 3 13 1502 270
10286 19 16 1967 865
10285 19 22 1260 355
10284 28 19 1240 826
10283 10 19 1278 267
10282 6 19 486 789
10281 19 3 1814 369
10280 13 13 1710 800
10279 3 16 1105 256
10278 3 10 1791 520
10277 10 23 1205 1088
10276 22 19 783 277
10275 19 16 1489 751
10274 3 13 751 234
10273 26 26 1261 1009
10272 22 9 1805 279
10271 29 29 763 971
10270 9 9 427 447
10269 6 26 1143 180
10268 6 13 1201 715
10267 10 10 1285 483
10266 10 19 1278 267
10265 16 29 1883 380
10264 16 28 935 528
10263 13 23 1714 347
10262 20 16 823 524
10261 22 10 1233 546
10260 10 10 1856 576
10259 19 13 1875 107
10258 9 13 211 1039
10257 6 16 618 1039
10256 16 10 396 514
10255 26 7 618 442
10254 19 13 884 455
10253 19 19 1956 207
10252 13 13 967 355
10251 6 22 562 614
10250 7 23 907 152
10249 26 20 971 308
10248 16 13 1718 114
10247 25 16 1200 591
10246 19 6 1204 453
10245 7 10 801 919
10244 16 13 671 726
10243 25 13 1251 384
10242 19 16 1351 615
10241 16 28 875 1094
10240 19 13 1040 651
10239 16 29 1593 882
10238 25 16 620 1002
10237 10 6 1747 577
10236 10 22 1694 969
10235 23 16 1918 1042
10234 26 22 1628 925
10233 16 16 878 697
10232 22 28 1717 549
10231 13 13 1710 800
10230 10 7 1801 301
10229 6 13 1201 715
10228 25 28 521 989
10227 28 6 1208 309
10226 16 19 1873 697
10225 10 23 1205 1088
10224 13 20 1925 840
10223 19 3 522 1009
10222 19 16 1489 751
10221 16 6 755 874
10220 22 29 1500 828
10219 26 29 267 777
10218 19 3 638 618
10217 3 16 753 124
10216 10 6 1747 577
10215 19 16 1967 865
10214 16 29 1002 441
10213 22 16 1175 863
10212 6 13 1201 715
10211 19 13 1040 651
10210 19 22 1804 622
10209 6 22 597 540
10208 7 16 789 650
10207 29 16 584 203
10206 6 19 486 789
10205 19 6 1813 756
10204 10 3 1641 417
10203 13 22 590 660
10202 10 6 1747 577
10201 9 22 452 901
10200 3 13 1306 202
10199 13 9 1857 1017
10198 29 10 1463 145
10197 13 22 590 660
10196 22 10 1079 154
10195 7 7 828 643
10194 7 20 1880 705
10193 29 26 719 600
10192 28 6 1953 299
10191 3 19 754 984
10190 29 16 1051 169
10189 13 10 1614 331
10188 16 28 1821 660
10187 25 25 371 509
10186 7 10 1672 419
10185 22 16 1819 768
10184 16 19 1193 338
10183 29 26 1724 482
10182 26 6 1156 1073
10181 23 20 1536 804
10180 16 29 1883 380
10179 19 6 324 237
10178 19 16 1012 845
10177 10 13 414 478
10176 13 6 1062 195
10175 3 20 1434 362
10174 7 26 1166 552
10173 22 9 1805 279
10172 16 19 234 1001
10171 13 6 1475 889
10170 3 22 1768 195
10169 22 3 338 357
10168 20 16 1200 991
10167 22 13 709 953
10166 3 19 600 422
10165 16 6 1332 642
10164 25 13 609 1070
10163 13 6 223 597
10162 16 3 836 819
10161 26 22 1065 616
10160 26 22 1513 447
10159 13 13 1679 146
10158 6 6 1058 294
10157 19 9 1897 881
10156 22 16 1175 863
10155 9 9 1137 1019
10154 26 6 774 314
10153 20 13 1542 128
10152 19 3 1547 279
10151 13 3 203 818
10150 6 29 1800 116
10149 22 22 930 324
10148 3 13 1907 307
10147 26 10 574 593
10146 22 22 626 1048
10145 26 26 716 445
10144 3 19 585 827
10143 13 29 1511 325
10142 16 6 755 874
10141 22 19 470 470
10140 26 26 496 520
10139 3 23 1410 1028
10138 13 6 1475 889
10137 22 13 667 765
10136 16 10 1309 888
10135 6 6 442 900
10134 20 13 636 446
10133 10 19 1278 267
10132 10 13 1315 328
10131 3 3 575 287
10130 6 19 1185 822
10129 10 3 547 766
10128 13 25 1467 1058
10127 23 3 1396 143
10126 10 3 1641 417
10125 13 25 550 100
10124 25 16 620 1002
10123 16 6 755 874
10122 13 26 1253 542
10121 20 16 1200 991
10120 23 20 437 996
10119 7 16 764 617
10118 6 19 996 631
