id volume peso recompensa duração(s)
3599 26 6 1156 1073
3598 20 10 1663 207
3597 6 28 1820 271
3596 26 26 716 445
3595 3 16 1105 256
3594 9 6 1467 681
3593 9 22 452 901
3592 25 19 1889 468
3591 13 26 1073 1066
3590 13 9 820 552
3589 22 25 224 467
3588 16 3 836 819
3587 26 26 496 520
3586 29 26 1724 482
3585 7 26 634 751
3584 22 29 1500 828
3583 28 6 1636 436
3582 13 26 1639 927
3581 20 10 1663 207
3580 16 13 654 720
3579 22 3 1565 763
3578 9 25 1529 1008
3577 3 3 575 287
3576 13 20 1951 729
3575 6 6 1445 1014
3574 19 26 309 271
3573 13 20 1925 840
3572 20 13 1542 128
3571 16 13 1718 114
3570 9 19 775 997
3569 22 16 1598 841
3568 25 13 609 1070
3567 10 3 547 766
3566 26 10 574 593
3565 23 20 437 996
3564 16 29 1730 638
3563 13 20 1925 840
3562 10 3 1886 632
3561 16 16 706 408
3560 3 3 699 786
3559 3 16 220 351
3558 13 13 1714 399
3557 16 16 706 408
3556 3 23 1410 1028
3555 13 26 396 664
3554 26 26 716 445
3553 13 23 1714 347
3552 28 6 1208 309
3551 10 16 1202 634
3550 19 29 1523 353
3549 26 13 1295 104
3548 16 13 1477 513
3547 16 20 816 1079
3546 19 9 1059 580
3545 29 20 1972 641
3544 16 13 707 359
3543 3 19 952 540
3542 7 20 1880 705
3541 3 22 940 937
3540 10 13 419 950
3539 10 29 1488 1094
3538 19 22 691 728
3537 28 22 330 563
3536 19 19 1956 207
3535 29 20 1704 502
3534 29 20 1160 237
3533 28 6 1953 299
3532 10 13 414 478
3531 3 20 1263 905
3530 16 10 396 514
3529 9 19 775 997
3528 23 26 1913 600
3527 26 19 244 1055
3526 13 9 820 552
3525 13 10 738 190
3524 6 26 1991 318
3523 29 20 1991 704
3522 6 22 562 614
3521 16 16 706 408
3520 3 13 633 583
3519 3 19 585 827
3518 25 28 521 989
3517 19 16 1012 845
3516 13 13 1714 399
3515 13 3 455 292
3514 25 28 1370 535
3513 7 20 412 756
3512 29 19 1268 1095
3511 6 3 1347 609
3510 20 23 1551 986
3509 19 22 1260 355
3508 16 22 491 581
3507 13 10 629 410
3506 20 23 1325 338
3505 19 19 1990 106
3504 10 6 542 430
3503 6 29 1859 261
3502 22 19 602 291
3501 3 13 1210 892
3500 7 26 634 751
3499 13 10 1614 331
3498 10 6 1765 970
3497 19 28 512 778
3496 20 13 848 198
3495 6 6 779 122
3494 19 16 1012 845
3493 16 16 772 229
3492 13 3 690 686
3491 25 16 620 1002
3490 28 6 1208 309
3489 23 29 1232 389
3488 25 16 620 1002
3487 20 10 1569 720
3486 19 16 1489 751
3485 3 10 1791 520
3484 20 10 1569 720
3483 3 13 1502 270
3482 13 26 396 664
3481 19 25 1263 748
3480 26 29 610 917
3479 22 3 338 357
3478 22 25 914 337
3477 10 29 676 526
3476 16 22 491 581
3475 19 28 946 1021
3474 9 6 748 381
3473 13 9 1857 1017
3472 26 16 1303 358
3471 23 16 1918 1042
3470 10 13 1315 328
3469 19 13 1784 152
3468 16 13 1477 513
3467 3 20 1645 316
3466 23 26 1913 600
3465 19 22 1719 159
3464 29 10 483 1038
3463 19 16 1489 751
3462 13 6 1987 926
3461 22 29 1500 828
3460 26 29 1233 434
3459 19 3 638 618
3458 26 20 1645 318
3457 19 22 1200 449
3456 23 7 983 372
3455 6 29 834 900
3454 22 9 1509 598
3453 16 26 1789 1077
3452 25 25 371 509
3451 9 6 748 381
3450 13 3 690 686
3449 7 13 734 917
3448 23 7 936 609
3447 16 28 935 528
3446 23 20 1536 804
3445 10 22 1694 969
3444 19 25 305 782
3443 3 19 901 980
3442 10 10 553 631
3441 22 29 1448 487
3440 23 16 868 608
3439 25 28 1521 284
3438 25 25 371 509
3437 28 6 707 517
3436 13 3 699 1056
3435 19 22 1260 355
3434 23 13 206 128
3433 22 28 347 1058
3432 26 29 267 777
3431 3 19 600 422
3430 16 29 1883 380
3429 25 16 1200 591
3428 13 29 1255 923
3427 10 7 1801 301
3426 26 22 1348 605
3425 7 23 907 152
3424 28 16 327 1010
3423 22 22 265 766
3422 22 19 1628 332
3421 16 29 1739 656
3420 26 26 1170 838
3419 10 10 553 631
3418 10 7 1801 301
3417 13 3 690 686
3416 13 22 590 660
3415 13 29 626 332
3414 13 23 560 244
3413 13 26 1253 542
3412 29 26 1522 215
3411 16 13 367 703
3410 19 19 1956 207
3409 26 26 1170 838
3408 7 26 1257 632
3407 22 13 1897 272
3406 3 3 355 869
3405 6 13 1713 686
3404 25 22 580 176
3403 19 16 1351 615
3402 16 13 654 720
3401 23 26 1913 600
3400 3 22 940 937
3399 10 6 1765 970
3398 19 22 1719 159
3397 16 28 1863 653
3396 10 13 1315 328
3395 25 22 471 448
3394 16 3 279 744
3393 6 6 442 900
3392 9 9 1137 1019
3391 3 16 1796 762
3390 10 29 676 526
3389 29 16 1051 169
3388 13 9 1857 1017
3387 3 3 1563 535
3386 28 22 1166 491
3385 16 13 707 359
3384 6 3 1347 609
3383 3 22 940 937
3382 19 16 1319 385
3381 3 7 1565 226
3380 23 29 957 387
3379 7 20 412 756
3378 20 20 418 893
3377 9 9 1137 1019
3376 19 16 1319 385
3375 22 28 1002 795
3374 23 16 1936 498
3373 20 23 1551 986
3372 19 9 1897 881
3371 13 10 483 694
3370 22 3 480 1037
3369 29 20 1991 704
3368 25 13 546 1056
3367 10 7 1801 301
3366 23 13 206 128
3365 26 6 1627 732
3364 26 26 716 445
3363 3 16 753 124
3362 13 10 738 190
3361 19 22 1200 449
3360 22 16 644 313
3359 26 19 244 1055
3358 6 3 1347 609
3357 16 29 533 935
3356 3 10 984 463
3355 26 20 1645 318
3354 20 16 851 446
3353 26 16 1303 358
3352 22 13 667 765
3351 23 26 1594 1052
3350 19 19 1437 576
3349 16 16 287 918
3348 6 6 1921 197
3347 7 23 1303 229
3346 16 6 1188 697
3345 16 29 1730 638
3344 7 16 764 617
3343 3 3 1563 535
3342 13 29 1511 325
3341 20 26 1863 104
3340 7 23 907 152
3339 28 25 952 377
3338 16 10 1508 454
3337 3 16 1796 762
3336 29 10 243 775
3335 7 7 501 800
3334 23 29 1232 389
3333 19 22 1200 449
3332 19 13 1040 651
3331 13 13 1710 800
3330 22 16 1175 863
3329 3 13 1306 202
3328 9 25 849 1008
3327 25 28 1521 284
3326 22 28 1717 549
3325 16 29 533 935
3324 22 13 226 631
3323 3 19 901 980
3322 13 6 1062 195
3321 16 3 477 194
3320 13 6 490 406
3319 16 13 671 726
3318 16 16 706 408
3317 20 7 386 964
3316 26 22 1487 269
3315 20 20 418 893
3314 9 9 427 447
3313 10 29 1488 1094
3312 16 10 1081 1064
3311 22 29 1448 487
3310 10 10 553 631
3309 22 16 1598 841
3308 16 22 491 581
3307 3 16 1391 846
3306 26 29 267 777
3305 29 10 483 1038
3304 9 22 909 192
3303 22 29 1448 487
3302 22 10 1848 196
3301 19 3 1982 619
3300 25 28 1370 535
3299 26 6 774 314
3298 7 10 801 919
3297 16 28 1863 653
3296 28 6 1636 436
3295 23 29 957 387
3294 22 10 1233 546
3293 29 16 584 203
3292 3 16 1796 762
3291 19 13 1040 651
3290 3 16 1456 192
3289 22 13 293 191
3288 20 7 894 300
3287 10 13 419 950
3286 26 22 1165 1100
3285 6 19 996 631
3284 9 16 814 281
3283 20 7 894 300
3282 20 13 1542 128
3281 22 13 293 191
3280 9 22 452 901
3279 3 19 901 980
3278 19 9 1897 881
3277 13 13 1714 399
3276 19 16 1489 751
3275 13 16 1785 297
3274 19 6 1204 453
3273 25 25 371 509
3272 6 3 453 537
3271 3 13 751 234
3270 22 28 1002 795
3269 6 19 1243 977
3268 6 19 1185 822
3267 26 20 1645 318
3266 23 7 983 372
3265 3 22 1662 201
3264 7 10 1630 963
3263 19 19 873 118
3262 6 22 597 540
3261 28 19 1240 826
3260 26 16 1296 524
3259 25 28 1909 396
3258 19 3 638 618
3257 16 16 287 918
3256 25 16 620 1002
3255 16 3 262 658
3254 10 22 1694 969
3253 16 3 836 819
3252 26 22 1628 925
3251 19 19 1956 207
3250 6 3 1176 551
3249 28 16 827 999
3248 9 19 1281 241
3247 6 19 1185 822
3246 16 3 477 194
3245 26 7 618 442
3244 19 16 1319 385
3243 10 10 588 654
3242 13 13 967 355
3241 13 26 1639 927
3240 26 26 1790 648
3239 26 10 574 593
3238 22 19 1628 332
3237 9 19 1281 241
3236 13 3 621 723
3235 6 29 1800 116
3234 6 16 618 1039
3233 6 3 615 970
3232 26 22 1348 605
3231 23 20 1786 1041
3230 3 10 984 463
3229 10 13 414 478
3228 13 13 967 355
3227 3 13 1889 538
3226 13 26 1639 927
3225 3 13 1210 892
3224 26 26 1790 648
3223 6 26 1143 180
3222 26 13 1295 104
3221 3 10 984 463
3220 19 22 1440 777
3219 19 3 784 755
3218 20 23 1551 986
3217 19 16 1967 865
3216 16 28 875 1094
3215 29 10 483 1038
3214 16 29 1739 656
3213 6 6 1058 294
3212 19 3 1814 369
3211 20 10 1663 207
3210 20 16 823 524
3209 16 22 1579 619
3208 3 19 901 980
3207 22 6 683 553
3206 26 26 1170 838
3205 29 16 1051 169
3204 7 26 1166 552
3203 10 13 347 187
3202 25 28 1370 535
3201 23 23 881 353
3200 20 13 1054 815
3199 28 6 1636 436
3198 7 23 907 152
3197 28 6 1208 309
3196 16 16 287 918
3195 20 13 848 198
3194 6 26 1991 318
3193 13 23 916 1026
3192 10 6 542 430
3191 6 10 1572 528
3190 6 6 1058 294
3189 22 22 930 324
3188 19 25 844 478
3187 16 13 1477 513
3186 6 6 1445 1014
3185 20 13 636 446
3184 20 13 636 446
3183 23 29 957 387
3182 16 29 1083 521
3181 6 6 631 145
3180 13 20 1925 840
3179 3 13 1502 270
3178 29 29 763 971
3177 10 10 588 654
3176 16 10 1309 888
3175 13 23 560 244
3174 19 25 305 782
3173 22 13 293 191
3172 26 13 1295 104
3171 13 26 396 664
3170 7 13 898 325
3169 29 20 1991 704
3168 7 7 501 800
3167 26 26 1170 838
3166 26 26 716 445
3165 19 6 1813 756
3164 6 16 618 1039
3163 29 16 1442 123
3162 13 9 1857 1017
3161 22 10 1079 154
3160 22 19 470 470
3159 19 26 836 356
3158 3 19 585 827
3157 13 13 1710 800
3156 16 19 1873 697
3155 19 13 1688 640
3154 22 10 1233 546
3153 19 13 1688 640
3152 9 6 1467 681
3151 20 10 1569 720
3150 19 28 213 755
3149 3 22 1662 201
3148 19 10 1820 348
3147 20 13 1054 815
3146 13 6 580 558
3145 16 3 1518 1053
3144 6 19 1591 138
3143 10 19 709 692
3142 6 16 647 872
3141 6 28 1820 271
3140 13 25 1026 365
3139 13 23 560 244
3138 22 13 226 631
3137 26 26 1790 648
3136 26 26 1170 838
3135 3 22 1662 201
3134 20 7 386 964
3133 16 13 707 359
3132 19 25 844 478
3131 6 16 1023 132
3130 6 26 1291 1035
3129 16 16 878 697
3128 16 28 935 528
3127 16 22 1579 619
3126 19 6 1813 756
3125 23 16 1936 498
3124 29 13 1014 130
3123 19 3 762 269
3122 29 29 1019 326
3121 16 10 1081 1064
3120 26 7 738 375
3119 10 19 709 692
3118 23 29 1789 900
3117 26 22 1628 925
3116 6 13 1713 686
3115 13 10 629 410
3114 6 6 1058 294
3113 10 3 1886 632
3112 25 22 1331 509
3111 13 23 916 1026
3110 29 20 1160 237
3109 3 22 1768 195
3108 6 26 1143 180
3107 7 16 789 650
3106 19 13 1875 107
3105 3 13 751 234
3104 13 25 1467 1058
3103 28 9 1185 918
3102 22 13 667 765
3101 16 13 707 359
