id volume peso recompensa duração(s)
0 3 10 984 463
1 13 16 1838 354
2 25 28 1909 396
3 22 19 287 752
4 29 26 1522 215
5 25 28 1370 535
6 13 23 1714 347
7 29 16 1051 169
8 13 13 1714 399
9 26 26 496 520
10 19 16 1351 615
11 22 25 914 337
12 19 9 1897 881
13 13 6 1062 195
14 25 28 521 989
15 3 13 633 583
16 28 16 327 1010
17 26 19 1397 1043
18 3 3 699 786
19 23 7 983 372
20 23 26 1520 942
21 3 16 1456 192
22 16 3 262 658
23 16 6 755 874
24 13 6 223 597
25 26 16 1303 358
26 23 16 1936 498
27 16 16 878 697
28 3 10 984 463
29 20 7 386 964
30 26 26 496 520
31 3 10 1791 520
32 16 10 1309 888
33 7 29 598 161
34 26 19 244 1055
35 25 22 471 448
36 26 26 1261 1009
37 13 6 1475 889
38 20 16 823 524
39 19 9 1897 881
40 20 3 1785 160
41 25 16 1200 591
42 3 3 715 977
43 13 3 690 686
44 13 3 621 723
45 19 3 522 1009
46 3 19 1432 1051
47 9 22 452 901
48 16 29 1002 441
49 28 22 330 563
50 26 10 574 593
51 28 16 327 1010
52 23 16 868 608
53 16 6 1332 642
54 3 3 575 287
55 19 3 522 1009
56 10 13 347 187
57 20 16 851 446
58 6 3 615 970
59 13 6 223 597
60 3 19 600 422
61 7 13 734 917
62 16 23 746 416
63 10 19 709 692
64 13 3 203 818
65 19 13 1904 276
66 9 25 1529 1008
67 25 22 1331 509
68 28 6 1065 121
69 20 13 1054 815
70 3 13 1306 202
71 22 16 1598 841
72 13 6 490 406
73 9 22 909 192
74 20 23 204 293
75 22 3 1492 283
76 10 3 1641 417
77 13 6 1699 1020
78 16 10 1309 888
79 29 23 1148 789
80 20 23 1325 338
81 3 19 600 422
82 19 9 1059 580
83 13 3 795 302
84 26 29 1233 434
85 7 20 412 756
86 7 23 907 152
87 10 10 553 631
88 22 16 982 229
89 10 22 1694 969
90 23 7 983 372
91 25 25 371 509
92 13 10 738 190
93 22 19 1628 332
94 29 10 483 1038
95 10 6 1747 577
96 9 6 1467 681
97 3 3 699 786
98 6 19 1185 822
99 20 26 1863 104
100 6 10 1572 528
101 13 13 1679 146
102 19 16 1351 615
103 16 29 1694 404
104 29 16 1369 817
105 19 28 946 1021
106 22 10 1848 196
107 6 6 1921 197
108 19 25 854 790
109 22 19 287 752
110 6 22 794 783
111 23 29 957 387
112 3 13 1502 270
113 13 6 580 558
114 16 22 491 581
115 3 23 697 699
116 22 9 1509 598
117 29 29 969 833
118 13 9 820 552
119 16 29 1694 404
120 13 6 223 597
121 29 16 1369 817
122 20 10 1569 720
123 26 26 716 445
124 16 13 1718 114
125 13 25 1026 365
126 3 7 1565 226
127 7 20 1880 705
128 10 29 1488 1094
129 25 28 1370 535
130 13 16 1785 297
131 6 6 1921 197
132 7 20 1577 1043
133 6 29 1859 261
134 25 6 653 107
135 6 3 453 537
136 19 19 1956 207
137 13 16 1838 354
138 7 26 1166 552
139 16 3 477 194
140 6 22 794 783
141 19 9 1059 580
142 29 20 1972 641
143 25 28 521 989
144 28 6 1636 436
145 6 6 442 900
146 7 20 412 756
147 3 3 699 786
148 25 13 546 1056
149 6 22 794 783
150 19 28 213 755
151 20 16 851 446
152 25 6 216 182
153 3 13 1502 270
154 10 10 1856 576
155 13 29 1255 923
156 13 29 1255 923
157 23 16 1918 1042
158 6 26 1991 318
159 29 20 1160 237
160 22 3 1565 763
161 16 3 477 194
162 22 6 683 553
163 28 22 330 563
164 19 3 522 1009
165 16 19 1193 338
166 13 6 1475 889
167 23 7 983 372
168 6 22 666 504
169 19 9 1059 580
170 23 7 936 609
171 22 3 1492 283
172 16 13 1477 513
173 23 13 206 128
174 29 29 969 833
175 13 10 483 694
176 13 13 1679 146
177 6 3 1347 609
178 6 26 1143 180
179 19 6 1813 756
180 19 25 854 790
181 7 13 734 917
182 23 29 957 387
183 10 19 709 692
184 28 6 1636 436
185 26 20 971 308
186 28 22 1166 491
187 10 22 1694 969
188 13 6 1987 926
189 13 9 1857 1017
190 10 26 410 192
191 28 19 1240 826
192 3 13 685 443
193 3 10 984 463
194 26 6 1627 732
195 29 29 1019 326
196 6 6 779 122
197 9 6 748 381
198 3 20 1434 362
199 6 26 1143 180
200 6 28 1820 271
201 13 10 483 694
202 23 16 868 608
203 19 16 1351 615
204 19 13 1537 614
205 13 13 1679 146
206 26 20 1645 318
207 16 13 367 703
208 6 6 779 122
209 22 16 982 229
210 26 22 1487 269
211 19 3 1982 619
212 16 13 671 726
213 3 16 1105 256
214 22 9 1509 598
215 29 20 1160 237
216 28 6 1953 299
217 23 23 881 353
218 22 19 783 277
219 23 26 1594 1052
220 10 10 588 654
221 23 20 1536 804
222 3 22 940 937
223 29 29 1019 326
224 16 3 262 658
225 10 13 414 478
226 3 20 1434 362
227 19 13 1784 152
228 19 16 1967 865
229 6 13 1713 686
230 19 22 1897 986
231 3 13 355 737
232 16 3 477 194
233 6 13 1713 686
234 19 3 1982 619
235 19 22 691 728
236 25 28 521 989
237 23 20 1786 1041
238 3 13 1907 307
239 20 23 1551 986
240 26 26 1790 648
241 20 7 386 964
242 3 13 633 583
243 16 13 367 703
244 22 9 1805 279
245 10 10 553 631
246 19 6 217 732
247 22 10 1848 196
248 3 19 1928 713
249 22 6 683 553
250 22 16 1598 841
251 19 16 1967 865
252 19 26 836 356
253 7 20 1241 674
254 25 28 221 802
255 22 19 602 291
256 25 28 221 802
257 19 3 784 755
258 13 26 396 664
259 19 3 1547 279
260 9 19 775 997
261 16 13 1477 513
262 10 19 1278 267
263 25 28 1521 284
264 23 23 1382 991
265 13 23 1714 347
266 23 26 1520 942
267 26 20 971 308
268 7 26 1166 552
269 25 28 1370 535
270 3 16 220 351
271 29 20 1704 502
272 3 19 754 984
273 22 6 683 553
274 10 29 1488 1094
275 20 23 1236 246
276 28 16 827 999
277 25 22 580 176
278 3 13 355 737
279 28 6 1208 309
280 7 26 1257 632
281 22 3 1492 283
282 6 29 1800 116
283 29 20 1991 704
284 19 22 1897 986
285 28 6 1953 299
286 9 16 814 281
287 20 23 1551 986
288 7 20 412 756
289 16 28 935 528
290 20 7 386 964
291 3 10 984 463
292 29 26 1724 482
293 10 26 410 192
294 19 19 1990 106
295 7 13 898 325
296 16 28 935 528
297 6 19 406 430
298 23 26 1913 600
299 19 22 735 193
300 10 10 588 654
301 13 3 455 292
302 23 16 868 608
303 13 10 483 694
304 29 19 1268 1095
305 16 6 755 874
306 20 16 823 524
307 19 3 762 269
308 13 6 490 406
309 6 29 1859 261
310 6 16 647 872
311 16 13 367 703
312 23 3 1396 143
313 29 26 1724 482
314 19 6 217 732
315 3 13 633 583
316 16 28 1863 653
317 23 29 957 387
318 19 3 638 618
319 19 28 213 755
320 20 13 636 446
321 20 16 851 446
322 6 22 794 783
323 10 10 553 631
324 16 16 1633 195
325 7 16 764 617
326 10 13 419 950
327 16 10 1508 454
328 25 19 1889 468
329 29 29 969 833
330 26 26 1261 1009
331 19 28 512 778
332 3 23 571 632
333 29 20 1704 502
334 13 10 606 592
335 13 6 1987 926
336 3 19 901 980
337 22 16 982 229
338 16 29 1694 404
339 3 19 901 980
340 23 20 1786 1041
341 3 19 600 422
342 9 9 1137 1019
343 3 10 579 103
344 26 6 1627 732
345 20 16 823 524
346 25 13 546 1056
347 13 23 560 244
348 19 28 512 778
349 9 22 909 192
350 10 13 347 187
351 26 16 1296 524
352 6 3 1176 551
353 3 10 579 103
354 22 25 914 337
355 16 10 1508 454
356 22 13 709 953
357 26 19 1397 1043
358 19 22 1897 986
359 26 26 716 445
360 3 16 220 351
361 26 20 1645 318
362 16 13 367 703
363 16 29 1002 441
364 28 22 330 563
365 3 13 751 234
366 16 28 1821 660
367 20 23 204 293
368 6 19 996 631
369 3 16 1456 192
370 6 29 834 900
371 13 26 1073 1066
372 25 28 724 816
373 9 16 814 281
374 19 26 309 271
375 9 25 849 1008
376 22 22 318 898
377 6 29 1859 261
378 25 13 609 1070
379 10 26 1229 237
380 26 6 1627 732
381 26 20 971 308
382 29 20 1972 641
383 29 26 1522 215
384 9 6 748 381
385 13 16 1838 354
386 16 26 1789 1077
387 19 22 1440 777
388 20 16 823 524
389 7 29 598 161
390 10 13 414 478
391 16 26 1789 1077
392 25 28 221 802
393 22 29 1448 487
394 6 19 406 430
395 19 3 1547 279
396 6 10 713 921
397 23 26 1520 942
398 16 3 1518 1053
399 16 23 746 416
400 25 25 371 509
401 16 6 1332 642
402 6 26 1991 318
403 23 20 437 996
404 20 23 204 293
405 23 3 1396 143
406 29 23 1148 789
407 19 3 638 618
408 16 6 1188 697
409 16 10 1309 888
410 3 16 220 351
411 16 3 279 744
412 3 13 355 737
413 7 16 789 650
414 6 16 618 1039
415 19 22 735 193
416 7 7 501 800
417 19 10 1820 348
418 10 26 1229 237
419 23 23 1382 991
420 25 28 1370 535
421 28 6 1953 299
422 13 16 1785 297
423 22 22 626 1048
424 3 3 1563 535
425 16 3 704 1025
426 10 26 1843 187
427 3 9 1558 1056
428 10 19 709 692
429 23 29 1232 389
430 7 3 1607 273
431 7 13 898 325
432 29 22 561 236
433 19 29 1523 353
434 10 3 1641 417
435 13 3 621 723
436 19 22 691 728
437 20 3 1785 160
438 20 23 204 293
439 13 25 1467 1058
440 13 29 719 531
441 7 29 743 826
442 19 22 1200 449
443 16 28 1821 660
444 20 23 204 293
445 20 10 1663 207
446 25 13 1251 384
447 10 16 1202 634
448 16 29 1739 656
449 26 19 1397 1043
450 19 13 1688 640
451 3 16 501 692
452 16 29 1730 638
453 3 16 753 124
454 6 6 779 122
455 19 13 1688 640
456 13 26 1253 542
457 29 26 1724 482
458 28 6 707 517
459 29 16 1051 169
460 26 6 774 314
461 6 22 597 540
462 3 19 1432 1051
463 29 19 1268 1095
464 16 3 1518 1053
465 23 3 1396 143
466 22 19 1628 332
467 13 13 1714 399
468 6 3 1347 609
469 22 28 1717 549
470 7 10 1672 419
471 7 16 764 617
472 29 10 1657 287
473 10 16 1202 634
474 10 6 542 430
475 29 10 1463 145
476 13 29 1511 325
477 6 3 453 537
478 29 26 1724 482
479 25 13 1251 384
480 25 13 546 1056
481 20 16 1200 991
482 23 23 1382 991
483 16 10 1508 454
484 29 22 561 236
485 16 28 1821 660
486 19 28 946 1021
487 22 10 1848 196
488 3 19 754 984
489 22 25 1227 810
490 13 26 396 664
491 19 25 305 782
492 13 13 1008 398
493 26 6 774 314
494 26 26 1170 838
495 3 3 575 287
496 6 3 615 970
497 6 6 564 1017
498 25 22 861 590
499 25 22 1331 509
500 19 22 1260 355
501 26 7 738 375
502 16 13 671 726
503 13 20 1925 840
504 13 23 1714 347
505 26 19 244 1055
506 10 29 1194 399
507 6 29 1800 116
508 25 22 861 590
509 16 6 755 874
510 19 26 309 271
511 23 3 1396 143
512 19 22 1440 777
513 22 28 1002 795
514 6 3 1347 609
515 26 16 1296 524
516 28 6 707 517
517 9 19 775 997
518 22 3 338 357
519 28 22 330 563
520 20 10 1569 720
521 9 9 427 447
522 9 25 1529 1008
523 25 16 1200 591
524 20 23 1551 986
525 20 23 1325 338
526 10 22 1694 969
527 25 13 1251 384
528 19 19 1956 207
529 6 26 1143 180
530 19 3 784 755
531 19 28 512 778
532 10 23 1205 1088
533 25 28 1909 396
534 29 16 584 203
535 28 6 707 517
536 3 23 571 632
537 13 23 1714 347
538 10 29 676 526
539 9 13 1442 168
540 22 19 602 291
541 16 29 1142 878
542 20 10 1569 720
543 3 22 940 937
544 6 6 1921 197
545 25 28 724 816
546 16 3 262 658
547 19 16 1319 385
548 19 22 1897 986
549 19 3 762 269
550 7 26 1257 632
551 19 19 1956 207
552 10 19 709 692
553 6 19 486 789
554 26 20 971 308
555 10 23 1205 1088
556 29 26 719 600
557 29 10 483 1038
558 10 3 1641 417
559 28 6 1636 436
560 22 13 226 631
561 28 6 1953 299
562 10 19 1278 267
563 16 6 755 874
564 26 20 1645 318
565 3 3 355 869
566 26 6 774 314
567 16 23 746 416
568 13 26 396 664
569 19 16 1351 615
570 25 25 371 509
571 16 19 234 1001
572 29 13 1014 130
573 13 26 1073 1066
574 22 10 1233 546
575 25 28 1909 396
576 23 7 936 609
577 13 23 1714 347
578 3 7 1565 226
579 9 25 849 1008
580 6 10 1572 528
581 10 13 347 187
582 22 3 338 357
583 16 26 1590 728
584 10 13 419 950
585 20 13 1542 128
586 20 13 1542 128
587 19 22 1440 777
588 19 16 1319 385
589 3 19 754 984
590 26 16 403 402
591 10 6 1747 577
592 6 10 713 921
593 7 7 1524 189
594 10 26 410 192
595 3 19 952 540
596 19 25 1263 748
597 10 3 1641 417
598 22 16 1819 768
599 13 10 1614 331
600 16 26 1590 728
601 6 26 1291 1035
602 10 22 1694 969
603 16 6 1332 642
604 26 22 1487 269
605 19 3 1982 619
606 13 25 1026 365
607 13 16 1785 297
608 25 19 1889 468
609 19 3 1814 369
610 6 6 1445 1014
611 22 9 1805 279
612 6 16 647 872
613 25 16 1200 591
614 13 29 1255 923
615 10 7 1801 301
616 16 29 1593 882
617 16 26 1590 728
618 10 22 1694 969
619 22 29 1448 487
620 3 13 751 234
621 25 6 647 415
622 19 3 784 755
623 19 16 1967 865
624 19 10 1820 348
625 26 6 1627 732
626 13 6 580 558
627 22 19 470 470
628 7 13 898 325
629 16 16 527 1100
630 22 16 1598 841
631 3 3 575 287
632 26 16 1303 358
633 3 13 685 443
634 6 26 1143 180
635 7 26 1257 632
636 9 19 1281 241
637 13 25 1026 365
638 10 26 1229 237
639 20 16 823 524
640 3 22 1768 195
641 20 7 894 300
642 10 13 419 950
643 23 13 206 128
644 16 29 1142 878
645 22 3 1492 283
646 19 16 1967 865
647 13 3 466 937
648 25 28 1521 284
649 20 7 894 300
650 10 6 542 430
651 20 13 1054 815
652 19 16 1967 865
653 25 19 1889 468
654 16 13 671 726
655 29 23 1148 789
656 16 28 875 1094
657 22 28 347 1058
658 7 20 1241 674
659 10 6 542 430
660 3 16 1391 846
661 22 22 318 898
662 3 23 571 632
663 13 3 699 1056
664 3 22 940 937
665 7 10 1630 963
666 16 28 1863 653
667 16 16 527 1100
668 16 22 491 581
669 22 13 226 631
670 22 29 1500 828
671 16 3 279 744
672 9 9 427 447
673 3 10 1791 520
674 13 6 1475 889
675 25 22 1331 509
676 13 13 1008 398
677 7 13 734 917
678 13 3 690 686
679 19 10 1820 348
680 19 13 1537 614
681 13 26 1639 927
