id volume peso recompensa duração(s)
8899 20 13 1054 815
8898 16 16 287 918
8897 19 22 1260 355
8896 3 19 1928 713
8895 22 25 1227 810
8894 28 9 1185 918
8893 7 10 801 919
8892 6 10 713 921
8891 3 13 1889 538
8890 20 20 418 893
8889 10 29 1488 1094
8888 16 6 1332 642
8887 22 16 644 313
8886 16 26 1789 1077
8885 19 29 1523 353
8884 10 3 1641 417
8883 3 20 1263 905
8882 3 3 355 869
8881 10 29 1065 111
8880 19 13 1904 276
8879 10 13 347 187
8878 16 3 1518 1053
8877 29 16 584 203
8876 3 19 585 827
8875 16 28 875 1094
8874 16 26 1789 1077
8873 3 3 1563 535
8872 13 25 1467 1058
8871 13 26 396 664
8870 6 28 1820 271
8869 3 16 1796 762
8868 23 7 936 609
8867 22 16 1819 768
8866 25 28 1521 284
8865 3 13 472 300
8864 6 19 1243 977
8863 7 7 828 643
8862 10 19 709 692
8861 3 13 1907 307
8860 10 26 1843 187
8859 25 19 1753 524
8858 26 6 1156 1073
8857 19 13 1537 614
8856 3 16 1105 256
8855 29 16 1442 123
8854 22 25 914 337
8853 22 19 783 277
8852 6 29 834 900
8851 23 16 1918 1042
8850 16 6 1332 642
8849 25 28 724 816
8848 3 19 901 980
8847 16 22 1579 619
8846 26 22 1628 925
8845 29 22 561 236
8844 29 22 561 236
8843 7 23 907 152
8842 19 28 486 840
8841 20 16 851 446
8840 6 19 1591 138
8839 25 19 1753 524
8838 28 9 1185 918
8837 23 23 1366 481
8836 6 6 631 145
8835 13 16 1785 297
8834 3 3 575 287
8833 16 29 1593 882
8832 13 13 1714 399
8831 29 16 1442 123
8830 19 28 486 840
8829 25 13 609 1070
8828 25 28 1370 535
8827 19 13 884 455
8826 16 19 1193 338
8825 23 29 957 387
8824 25 22 580 176
8823 25 13 1251 384
8822 28 19 1240 826
8821 22 19 783 277
8820 19 28 946 1021
8819 22 25 914 337
8818 7 3 1823 958
8817 26 20 971 308
8816 26 26 1790 648
8815 22 19 287 752
8814 29 16 584 203
8813 19 3 784 755
8812 10 29 1065 111
8811 13 16 1894 625
8810 28 6 1208 309
8809 29 13 1014 130
8808 22 10 1079 154
8807 6 19 406 430
8806 29 26 1724 482
8805 19 29 1523 353
8804 25 6 647 415
8803 13 13 1714 399
8802 20 23 1325 338
8801 26 22 1348 605
8800 13 3 690 686
8799 26 29 267 777
8798 16 29 1694 404
8797 6 22 794 783
8796 29 20 1704 502
8795 16 16 772 229
8794 6 6 779 122
8793 25 28 1909 396
8792 3 13 1907 307
8791 22 19 602 291
8790 10 16 1202 634
8789 23 20 1786 1041
8788 19 3 1547 279
8787 23 16 1918 1042
8786 20 7 894 300
8785 28 22 330 563
8784 22 22 930 324
8783 6 22 562 614
8782 20 3 1785 160
8781 13 20 1951 729
8780 25 6 647 415
8779 26 7 738 375
8778 13 6 490 406
8777 19 3 762 269
8776 25 28 1521 284
8775 13 10 483 694
8774 22 22 318 898
8773 26 16 1296 524
8772 13 23 1714 347
8771 16 29 1730 638
8770 16 19 1193 338
8769 6 16 618 1039
8768 7 20 1577 1043
8767 10 19 1278 267
8766 26 6 1156 1073
8765 6 19 1185 822
8764 29 19 1268 1095
8763 6 29 1859 261
8762 19 26 309 271
8761 10 3 547 766
8760 3 20 1263 905
8759 16 3 279 744
8758 6 16 1023 132
8757 22 9 1509 598
8756 3 13 1889 538
8755 25 22 861 590
8754 10 22 1694 969
8753 3 13 1313 1080
8752 13 16 1894 625
8751 3 19 1432 1051
8750 7 29 743 826
8749 13 3 466 937
8748 7 29 743 826
8747 19 22 1804 622
8746 13 23 1714 347
8745 16 29 1142 878
8744 3 23 697 699
8743 6 16 618 1039
8742 16 29 1142 878
8741 7 13 734 917
8740 16 29 1593 882
8739 13 29 626 332
8738 13 13 967 355
8737 13 29 626 332
8736 6 13 1713 686
8735 23 23 881 353
8734 13 29 719 531
8733 19 19 1990 106
8732 13 23 916 1026
8731 23 7 983 372
8730 3 13 355 737
8729 22 13 709 953
8728 19 13 1904 276
8727 6 19 1243 977
8726 25 16 1200 591
8725 25 13 609 1070
8724 19 13 1688 640
8723 10 10 1856 576
8722 28 16 327 1010
8721 9 22 909 192
8720 7 26 634 751
8719 13 10 483 694
8718 3 3 699 786
8717 16 19 1193 338
8716 10 26 1229 237
8715 26 16 403 402
8714 13 3 699 1056
8713 3 23 1410 1028
8712 20 3 1785 160
8711 9 25 849 1008
8710 23 13 206 128
8709 7 13 1210 414
8708 13 29 1255 923
8707 3 13 1306 202
8706 3 13 1907 307
8705 22 19 602 291
8704 6 19 486 789
8703 19 19 1956 207
8702 3 10 579 103
8701 22 10 1079 154
8700 13 3 466 937
8699 16 3 704 1025
8698 19 19 1437 576
8697 20 13 1542 128
8696 7 7 1524 189
8695 20 10 1663 207
8694 13 25 1026 365
8693 20 16 823 524
8692 13 26 396 664
8691 22 19 287 752
8690 6 22 794 783
8689 20 3 1785 160
8688 22 28 1717 549
8687 29 29 1019 326
8686 28 19 1240 826
8685 6 16 647 872
8684 19 22 1719 159
8683 7 10 1672 419
8682 13 16 1838 354
8681 7 7 501 800
8680 16 3 836 819
8679 10 29 676 526
8678 19 22 1440 777
8677 22 16 644 313
8676 23 3 1396 143
8675 3 16 1105 256
8674 16 26 1789 1077
8673 3 13 530 916
8672 16 16 527 1100
8671 10 19 1278 267
8670 16 29 533 935
8669 25 16 620 1002
8668 16 16 527 1100
8667 16 3 477 194
8666 23 26 1594 1052
8665 13 6 1475 889
8664 25 28 1521 284
8663 20 20 418 893
8662 22 22 265 766
8661 10 13 347 187
8660 22 16 1175 863
8659 29 29 1019 326
8658 3 19 1928 713
8657 19 16 1012 845
8656 13 13 1710 800
8655 3 23 1410 1028
8654 13 6 580 558
8653 26 20 971 308
8652 9 9 1137 1019
8651 6 3 453 537
8650 16 6 755 874
8649 6 10 1572 528
8648 10 3 547 766
8647 25 22 580 176
8646 29 29 763 971
8645 29 20 1991 704
8644 6 3 1176 551
8643 19 22 735 193
8642 19 22 1897 986
8641 16 13 671 726
8640 3 16 1796 762
8639 7 10 1630 963
8638 13 29 626 332
8637 3 13 1502 270
8636 25 28 724 816
8635 23 23 881 353
8634 22 25 1227 810
