Truck_id: 25
Total Reward: 743498€
=================================
  OrderId			Reward
=================================
   395			     751€
   437			     801€
   221			    1801€
   374			    1630€
   342			     427€
    15			    1137€
   204			     223€
   165			     220€
   439			    1105€
   218			    1796€
    24			     501€
   423			     490€
   416			    1391€
   361			     227€
   387			    1518€
   381			     580€
   153			    1456€
   444			     753€
   187			    1201€
   363			    1699€
   271			     279€
   325			    1062€
   330			     704€
   139			     262€
   280			     477€
   283			    1475€
   348			    1987€
   304			    1713€
   440			     836€
    38			     898€
    94			    1856€
   442			     553€
   254			     734€
    85			     588€
   395			     751€
   437			     801€
   221			    1801€
   374			    1630€
   342			     427€
    15			    1137€
   204			     223€
   165			     220€
   439			    1105€
   218			    1796€
    24			     501€
   423			     490€
   416			    1391€
   361			     227€
   387			    1518€
   381			     580€
   153			    1456€
   444			     753€
   187			    1201€
   363			    1699€
   271			     279€
   325			    1062€
   330			     704€
   139			     262€
   280			     477€
   283			    1475€
   304			    1713€
   313			     901€
   395			     751€
   437			     801€
   221			    1801€
   374			    1630€
   342			     427€
    15			    1137€
   204			     223€
   165			     220€
   439			    1105€
   218			    1796€
    24			     501€
   423			     490€
   416			    1391€
   361			     227€
   387			    1518€
   381			     580€
   153			    1456€
   444			     753€
   187			    1201€
   363			    1699€
   271			     279€
   325			    1062€
   330			     704€
   139			     262€
   280			     477€
   283			    1475€
   348			    1987€
   304			    1713€
   440			     836€
    38			     898€
   336			     522€
   395			     751€
   437			     801€
   221			    1801€
   374			    1630€
   342			     427€
    15			    1137€
   204			     223€
   165			     220€
   439			    1105€
   218			    1796€
    24			     501€
   423			     490€
   416			    1391€
   361			     227€
   387			    1518€
   381			     580€
   153			    1456€
   444			     753€
   187			    1201€
   363			    1699€
   271			     279€
   325			    1062€
   330			     704€
   139			     262€
   280			     477€
   283			    1475€
   348			    1987€
   304			    1713€
   440			     836€
    38			     898€
    94			    1856€
   442			     553€
   254			     734€
   395			     751€
   437			     801€
   221			    1801€
   374			    1630€
   342			     427€
    15			    1137€
   204			     223€
   165			     220€
   439			    1105€
   218			    1796€
    24			     501€
   423			     490€
   416			    1391€
   361			     227€
   387			    1518€
   381			     580€
   153			    1456€
   444			     753€
   187			    1201€
   363			    1699€
   271			     279€
   325			    1062€
   330			     704€
   139			     262€
   280			     477€
   283			    1475€
   348			    1987€
   304			    1713€
   440			     836€
   395			     751€
   437			     801€
   221			    1801€
   374			    1630€
   342			     427€
    15			    1137€
   204			     223€
   165			     220€
   439			    1105€
   218			    1796€
    24			     501€
   423			     490€
   416			    1391€
   361			     227€
   387			    1518€
   381			     580€
   153			    1456€
   444			     753€
   187			    1201€
   363			    1699€
   271			     279€
   325			    1062€
   330			     704€
   139			     262€
   280			     477€
   283			    1475€
   348			    1987€
   304			    1713€
   440			     836€
    38			     898€
   395			     751€
   437			     801€
   221			    1801€
   374			    1630€
   342			     427€
    15			    1137€
   204			     223€
   165			     220€
   439			    1105€
   218			    1796€
    24			     501€
   423			     490€
   416			    1391€
   361			     227€
   387			    1518€
   381			     580€
   153			    1456€
   444			     753€
   187			    1201€
   363			    1699€
   271			     279€
   325			    1062€
   330			     704€
   139			     262€
   280			     477€
   283			    1475€
   348			    1987€
   304			    1713€
   440			     836€
    38			     898€
    94			    1856€
   442			     553€
    85			     588€
   395			     751€
   437			     801€
   221			    1801€
   374			    1630€
   342			     427€
    15			    1137€
   204			     223€
   165			     220€
   439			    1105€
   218			    1796€
    24			     501€
   423			     490€
   416			    1391€
   361			     227€
   387			    1518€
   381			     580€
   153			    1456€
   444			     753€
   187			    1201€
   363			    1699€
   271			     279€
   325			    1062€
   330			     704€
   139			     262€
   280			     477€
   283			    1475€
   304			    1713€
   313			     901€
   395			     751€
   437			     801€
   221			    1801€
   374			    1630€
   342			     427€
    15			    1137€
   204			     223€
   165			     220€
   439			    1105€
   218			    1796€
    24			     501€
   423			     490€
   416			    1391€
   361			     227€
   387			    1518€
   381			     580€
   153			    1456€
   444			     753€
   187			    1201€
   363			    1699€
   271			     279€
   325			    1062€
   330			     704€
   139			     262€
   280			     477€
   283			    1475€
   348			    1987€
   304			    1713€
   395			     751€
   437			     801€
   221			    1801€
   374			    1630€
   342			     427€
    15			    1137€
   204			     223€
   165			     220€
   439			    1105€
   218			    1796€
    24			     501€
   423			     490€
   416			    1391€
   361			     227€
   387			    1518€
   381			     580€
   153			    1456€
   444			     753€
   187			    1201€
   363			    1699€
   271			     279€
   325			    1062€
   330			     704€
   139			     262€
   280			     477€
   283			    1475€
   348			    1987€
   304			    1713€
   440			     836€
   313			     901€
    18			    1432€
   395			     751€
   437			     801€
   221			    1801€
   374			    1630€
   342			     427€
    15			    1137€
   204			     223€
   165			     220€
   439			    1105€
   218			    1796€
    24			     501€
   423			     490€
   416			    1391€
   361			     227€
   387			    1518€
   381			     580€
   153			    1456€
   444			     753€
   187			    1201€
   363			    1699€
   271			     279€
   325			    1062€
   330			     704€
   139			     262€
   280			     477€
   283			    1475€
   348			    1987€
   304			    1713€
   440			     836€
    38			     898€
    94			    1856€
   442			     553€
   254			     734€
   401			    1210€
    85			     588€
   128			    1285€
   336			     522€
    57			     820€
    39			     762€
   395			     751€
   437			     801€
   221			    1801€
   374			    1630€
   342			     427€
    15			    1137€
   204			     223€
   165			     220€
   439			    1105€
   218			    1796€
    24			     501€
   423			     490€
   416			    1391€
   361			     227€
   387			    1518€
   381			     580€
   153			    1456€
   444			     753€
   187			    1201€
   363			    1699€
   271			     279€
   325			    1062€
   330			     704€
   139			     262€
   280			     477€
   283			    1475€
   348			    1987€
   304			    1713€
   440			     836€
    38			     898€
    94			    1856€
   442			     553€
   254			     734€
   401			    1210€
    85			     588€
   128			    1285€
   336			     522€
   313			     901€
   395			     751€
   437			     801€
   221			    1801€
   374			    1630€
   342			     427€
    15			    1137€
   204			     223€
   165			     220€
   439			    1105€
   218			    1796€
    24			     501€
   423			     490€
   416			    1391€
   361			     227€
   387			    1518€
   381			     580€
   153			    1456€
   444			     753€
   187			    1201€
   363			    1699€
   271			     279€
   325			    1062€
   330			     704€
   139			     262€
   280			     477€
   283			    1475€
   348			    1987€
   395			     751€
   437			     801€
   221			    1801€
   374			    1630€
   342			     427€
    15			    1137€
   204			     223€
   165			     220€
   439			    1105€
   218			    1796€
    24			     501€
   423			     490€
   416			    1391€
   361			     227€
   387			    1518€
   381			     580€
   153			    1456€
   444			     753€
   187			    1201€
   363			    1699€
   271			     279€
   325			    1062€
   330			     704€
   139			     262€
   280			     477€
   283			    1475€
   348			    1987€
   304			    1713€
   440			     836€
    38			     898€
    94			    1856€
   442			     553€
   336			     522€
    39			     762€
   321			     638€
   395			     751€
   437			     801€
   221			    1801€
   374			    1630€
   342			     427€
    15			    1137€
   204			     223€
   165			     220€
   439			    1105€
   218			    1796€
    24			     501€
   423			     490€
   416			    1391€
   361			     227€
   387			    1518€
   381			     580€
   153			    1456€
   444			     753€
   187			    1201€
   363			    1699€
   271			     279€
   325			    1062€
   330			     704€
   139			     262€
   280			     477€
   283			    1475€
   348			    1987€
   304			    1713€
   440			     836€
    38			     898€
    94			    1856€
   442			     553€
   254			     734€
   401			    1210€
    85			     588€
   128			    1285€
   336			     522€
    57			     820€
    39			     762€
   395			     751€
   437			     801€
   221			    1801€
   374			    1630€
   342			     427€
    15			    1137€
   204			     223€
   165			     220€
   439			    1105€
   218			    1796€
    24			     501€
   423			     490€
   416			    1391€
   361			     227€
   387			    1518€
   381			     580€
   153			    1456€
   444			     753€
   187			    1201€
   363			    1699€
   271			     279€
   325			    1062€
   330			     704€
   139			     262€
   280			     477€
   283			    1475€
   348			    1987€
   304			    1713€
   440			     836€
   395			     751€
   437			     801€
   221			    1801€
   374			    1630€
   342			     427€
    15			    1137€
