Truck_id: 1363
Total Reward: 98035€
=================================
  OrderId			Reward
=================================
  6344			    1565€
  6335			    1445€
  6325			    1445€
  6302			    1176€
  6300			    1823€
  6274			    1801€
  6253			    1563€
  6239			    1886€
  6206			    1889€
  6182			    1889€
  6164			    1791€
  6155			     715€
  6132			    1176€
  6100			    1886€
  6097			    1921€
  6087			    1607€
  6065			    1907€
  6064			    1524€
  6005			    1445€
  5922			    1565€
  5873			    1565€
  5839			    1921€
  5829			    1823€
  5828			    1176€
  5812			     699€
  5807			    1607€
  5770			    1475€
  5766			    1347€
  5721			    1607€
  5687			    1921€
  5581			    1889€
  5533			    1641€
  5524			    1607€
  5454			    1886€
  5426			    1765€
  5413			    1791€
  5363			    1565€
  5338			     699€
  5310			    1565€
  5298			    1823€
  5252			    1347€
  5206			    1823€
  5198			    1921€
  5183			     715€
  5129			    1563€
  5122			    1524€
  5100			     699€
  5095			    1563€
  5070			    1347€
  5068			    1607€
  5067			    1765€
  4990			    1823€
  4871			    1563€
  4857			    1765€
  4819			    1565€
  4792			    1558€
  4769			    1907€
  4766			     699€
  4726			     699€
  4716			    1791€
  4695			    1607€
  4693			    1347€
  4648			    1765€
  4645			    1563€
  4624			    1921€
  4600			    1823€
  4578			    1607€
  4564			    1607€
  4474			    1889€
  4444			    1907€
  4443			     715€
  4411			    1445€
=================================
N_Orders: 72	T_Reward: 111831€
