Truck_id: 1120
Total Reward: 37081€
=================================
  OrderId			Reward
=================================
  7891			     396€
 10422			    1295€
 12949			    1073€
  1751			    1639€
  7881			    1639€
 10705			    1990€
 10964			     873€
   996			    1956€
  9627			     868€
 13775			    1918€
   744			    1511€
 10297			    1200€
  7891			     396€
 10422			    1295€
 12949			    1073€
  1751			    1639€
  7881			    1639€
 10705			    1990€
 10964			     873€
   996			    1956€
  9627			     868€
 13775			    1918€
   744			    1511€
  6233			     626€
 13397			    1255€
  7891			     396€
 10422			    1295€
 12949			    1073€
  1751			    1639€
  7881			    1639€
 10705			    1990€
 10964			     873€
   996			    1956€
  9627			     868€
 13775			    1918€
   744			    1511€
  6233			     626€
 13397			    1255€
 12336			     418€
 11021			    1590€
=================================
N_Orders: 40	T_Reward: 52444€
