Truck_id: 290
Total Reward: 14360€
=================================
  OrderId			Reward
=================================
  1979			    1982€
   738			    1243€
  4477			    1768€
   664			     940€
 14211			    1410€
  3123			     762€
  8431			     606€
  4036			    1508€
  6136			     571€
 10335			    1662€
  8460			     697€
 13113			    1614€
 11406			    1008€
  5879			     338€
 13487			    1768€
 11841			     480€
  8414			     775€
  6816			    1714€
  2215			    1565€
  7938			    1243€
   132			    1577€
 11731			     571€
  2040			     486€
 13741			     606€
  1607			     406€
  5709			    1108€
  8167			     814€
=================================
N_Orders: 27	T_Reward: 29222€
