Truck_id: 1384
Total Reward: 30245€
=================================
  OrderId			Reward
=================================
  6375			    1718€
  6366			    1396€
  6341			    1875€
  6185			    1875€
  5975			    1718€
  5960			    1432€
  5831			    1201€
  5830			    1432€
  5796			    1718€
  5569			    1904€
  5557			    1848€
  5547			    1875€
  5466			    1432€
  5233			    1875€
  5161			    1591€
  5160			    1201€
  5140			    1718€
  5121			    1875€
  5061			    1848€
  4925			    1662€
  4738			    1432€
  4730			    1432€
  4702			    1591€
  4676			    1904€
  4667			    1201€
  4550			    1662€
  4435			    1785€
=================================
N_Orders: 27	T_Reward: 44201€
