Truck_id: 27
Total Reward: 182989€
=================================
  OrderId			Reward
=================================
    44			    1160€
   224			    1704€
   180			     371€
   417			    1166€
   258			     330€
   408			     347€
   318			    1717€
   382			    1500€
   157			     561€
    44			    1160€
   224			    1704€
   180			     371€
   417			    1166€
   258			     330€
   408			     347€
   318			    1717€
   382			    1500€
   157			     561€
   301			    1448€
    55			    1790€
    44			    1160€
   224			    1704€
   180			     371€
   417			    1166€
   258			     330€
   408			     347€
   318			    1717€
   382			    1500€
   157			     561€
   301			    1448€
    44			    1160€
   224			    1704€
   180			     371€
   417			    1166€
   258			     330€
   408			     347€
   318			    1717€
   382			    1500€
   157			     561€
   301			    1448€
    55			    1790€
    44			    1160€
   224			    1704€
   180			     371€
   417			    1166€
   258			     330€
   408			     347€
   318			    1717€
   382			    1500€
   157			     561€
   301			    1448€
    55			    1790€
   350			    1148€
    44			    1160€
   224			    1704€
   180			     371€
   417			    1166€
   258			     330€
   408			     347€
   318			    1717€
   382			    1500€
   157			     561€
   301			    1448€
    44			    1160€
   224			    1704€
   180			     371€
   417			    1166€
   258			     330€
   408			     347€
   318			    1717€
   382			    1500€
   157			     561€
   301			    1448€
    44			    1160€
   224			    1704€
   180			     371€
   417			    1166€
   258			     330€
   408			     347€
   318			    1717€
   382			    1500€
   157			     561€
   301			    1448€
    55			    1790€
    44			    1160€
   224			    1704€
   180			     371€
   417			    1166€
   258			     330€
   408			     347€
   318			    1717€
   382			    1500€
   157			     561€
   301			    1448€
    44			    1160€
   224			    1704€
   180			     371€
   417			    1166€
   258			     330€
   408			     347€
   318			    1717€
   382			    1500€
   157			     561€
   301			    1448€
    55			    1790€
   350			    1148€
    44			    1160€
   224			    1704€
   180			     371€
   417			    1166€
   258			     330€
   408			     347€
   318			    1717€
   382			    1500€
   157			     561€
   301			    1448€
   179			    1789€
    44			    1160€
   224			    1704€
   180			     371€
   417			    1166€
   258			     330€
   408			     347€
   318			    1717€
   382			    1500€
   157			     561€
   301			    1448€
    44			    1160€
   224			    1704€
   180			     371€
   417			    1166€
   258			     330€
   408			     347€
   318			    1717€
   382			    1500€
   157			     561€
   301			    1448€
    44			    1160€
   224			    1704€
   180			     371€
   417			    1166€
   258			     330€
   408			     347€
   318			    1717€
   382			    1500€
   157			     561€
   301			    1448€
    55			    1790€
    44			    1160€
   224			    1704€
   180			     371€
   417			    1166€
   258			     330€
   408			     347€
   318			    1717€
   382			    1500€
   157			     561€
   301			    1448€
    55			    1790€
    44			    1160€
   224			    1704€
   180			     371€
   417			    1166€
   258			     330€
   408			     347€
   318			    1717€
   382			    1500€
   157			     561€
   301			    1448€
    55			    1790€
   350			    1148€
    44			    1160€
   224			    1704€
   180			     371€
   417			    1166€
   258			     330€
   408			     347€
   318			    1717€
   382			    1500€
   157			     561€
   301			    1448€
    55			    1790€
   350			    1148€
    76			     496€
=================================
N_Orders: 184	T_Reward: 196707€
