Truck_id: 473
Total Reward: 36245€
=================================
  OrderId			Reward
=================================
  5246			    1805€
  7549			     909€
  5332			     452€
 12839			     909€
  6658			    1663€
    33			     598€
  2357			     598€
  8624			     743€
   739			     598€
 14035			     598€
  6079			    1477€
   951			    1894€
  1413			     654€
   172			    1477€
  4625			    1121€
  3641			     367€
  5246			    1805€
  7549			     909€
  5332			     452€
 12839			     909€
  6658			    1663€
    33			     598€
  2357			     598€
  8624			     743€
   739			     598€
 14035			     598€
  6079			    1477€
   951			    1894€
  5246			    1805€
  7549			     909€
  5332			     452€
 12839			     909€
  6658			    1663€
    33			     598€
  2357			     598€
  8624			     743€
   739			     598€
 14035			     598€
  6079			    1477€
   951			    1894€
  1413			     654€
   172			    1477€
  4625			    1121€
  3641			     367€
  2780			    1838€
 10248			    1718€
  5801			     671€
  9633			    1529€
=================================
N_Orders: 48	T_Reward: 49726€
