Truck_id: 1381
Total Reward: 18103€
=================================
  OrderId			Reward
=================================
  6382			     699€
  6327			    1897€
  6270			    1241€
  6143			    1108€
  6019			     836€
  6016			     801€
  5992			    1202€
  5984			     801€
  5944			     699€
  5895			    1023€
  5840			    1202€
  5789			    1023€
  5765			    1023€
  5736			     836€
  5560			    1542€
  5460			    1897€
  5353			    1202€
  5215			    1202€
  5019			    1897€
  5013			     801€
  4892			     751€
  4740			    1542€
  4657			    1023€
  4643			     801€
  4633			    1185€
  4611			    1023€
  4585			    1202€
  4542			    1185€
  4489			     564€
=================================
N_Orders: 29	T_Reward: 32208€
